WATERSHED,SAMPLE_DATE,SITE_NAME,SITE_TYPE,MEDIUM,PARAM_TYPE,PARAMETER,RESULT,UNIT,FILTER,SAMPLE_ID,SAMPLE_SITE_NO,METHOD,QC_FLAG,PROJECT,Location,DATA_REF_NO,LAT_DD_WGS84,LON_DD_WGS84,SAMPLE_REF_NO,TIME_NULL,QC_TYPE
Onion Creek,07/11/2013 10:31:00 AM,"ISMP Marble Creek, Springfield 59",Non-spatial or Protected Location,Habitat,Habitat Evaluation,NO VEGETATIVE COVER,75,(%) Percent,Total,7332--Canopy,7332,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2057029,,,435678,false,
Onion Creek,07/11/2013 10:31:00 AM,"ISMP Marble Creek, Springfield 59",Non-spatial or Protected Location,Habitat,Habitat Evaluation,NATIVE SPECIES,1,Count,Total,7332--Canopy,7332,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2057030,,,435678,false,
Onion Creek,07/11/2013 10:31:00 AM,"ISMP Marble Creek, Springfield 59",Non-spatial or Protected Location,Habitat,Riparian Vegetation,ARDO4 ARUNDO DONAX,0,(%) Percent,Total,7332--Understory,7332,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2057031,,,435707,false,
Onion Creek,07/11/2013 10:31:00 AM,"ISMP Marble Creek, Springfield 59",Non-spatial or Protected Location,Habitat,Riparian Vegetation,LIGUS2 LIGUSTRUM,0,(%) Percent,Total,7332--Understory,7332,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2057032,,,435707,false,
Onion Creek,07/11/2013 10:31:00 AM,"ISMP Marble Creek, Springfield 59",Non-spatial or Protected Location,Habitat,Riparian Tree - Small,LISI LIGUSTRUM SINENSE,0,(%) Percent,Total,7332--Understory,7332,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2057033,,,435707,false,
Onion Creek,07/11/2013 10:31:00 AM,"ISMP Marble Creek, Springfield 59",Non-spatial or Protected Location,Habitat,Riparian Tree - Large,MEAZ MELIA AZEDARACH,0,(%) Percent,Total,7332--Understory,7332,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2057034,,,435707,false,
Onion Creek,07/11/2013 10:31:00 AM,"ISMP Marble Creek, Springfield 59",Non-spatial or Protected Location,Habitat,Riparian Vegetation,PHAU8 PHYLLOSTACHYS AUREA,0,(%) Percent,Total,7332--Understory,7332,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2057035,,,435707,false,
Onion Creek,07/11/2013 10:31:00 AM,"ISMP Marble Creek, Springfield 59",Non-spatial or Protected Location,Habitat,Riparian Vegetation,SOHA SORGHUM HALEPENSE,0,(%) Percent,Total,7332--Understory,7332,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2057036,,,435707,false,
Onion Creek,07/11/2013 10:31:00 AM,"ISMP Marble Creek, Springfield 59",Non-spatial or Protected Location,Habitat,Riparian Vegetation,AIAL AILANTHUS ALTISSIMA,0,(%) Percent,Total,7332--Understory,7332,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2057037,,,435707,false,
Onion Creek,07/11/2013 10:31:00 AM,"ISMP Marble Creek, Springfield 59",Non-spatial or Protected Location,Habitat,Riparian Vegetation,BRPA4 BROUSSONETIA PAPYRIFERA,0,(%) Percent,Total,7332--Understory,7332,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2057038,,,435707,false,
Onion Creek,07/11/2013 10:31:00 AM,"ISMP Marble Creek, Springfield 59",Non-spatial or Protected Location,Habitat,Riparian Vegetation,FISI2 FIRMIANA SIMPLEX,0,(%) Percent,Total,7332--Understory,7332,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2057039,,,435707,false,
Onion Creek,07/11/2013 10:31:00 AM,"ISMP Marble Creek, Springfield 59",Non-spatial or Protected Location,Habitat,Riparian Vegetation,MAUN3 MACFADYENA UNGUIS-CATI,0,(%) Percent,Total,7332--Understory,7332,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2057040,,,435707,false,
Onion Creek,07/11/2013 10:31:00 AM,"ISMP Marble Creek, Springfield 59",Non-spatial or Protected Location,Habitat,Riparian Tree - Small,NADO NANDINA DOMESTICA,0,(%) Percent,Total,7332--Understory,7332,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2057041,,,435707,false,
Onion Creek,07/11/2013 10:31:00 AM,"ISMP Marble Creek, Springfield 59",Non-spatial or Protected Location,Habitat,Riparian Tree - Large,TRSE6 TRIADICA SEBIFERA,0,(%) Percent,Total,7332--Understory,7332,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2057042,,,435707,false,
Onion Creek,07/11/2013 10:31:00 AM,"ISMP Marble Creek, Springfield 59",Non-spatial or Protected Location,Habitat,Riparian Vegetation,LOJA LONICERA JAPONICA,0,(%) Percent,Total,7332--Understory,7332,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2057043,,,435707,false,
Onion Creek,07/11/2013 10:31:00 AM,"ISMP Marble Creek, Springfield 59",Non-spatial or Protected Location,Habitat,Habitat Evaluation,ISMP OTHER INVASIVE SPECIES,0,(%) Percent,Total,7332--Understory,7332,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2057044,,,435707,false,
Onion Creek,07/11/2013 10:31:00 AM,"ISMP Marble Creek, Springfield 59",Non-spatial or Protected Location,Habitat,Habitat Evaluation,NO VEGETATIVE COVER,21.25,(%) Percent,Total,7332--Understory,7332,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2057045,,,435707,false,
Onion Creek,07/11/2013 08:35:00 AM,"ISMP Marble Creek, Springfield 1",Non-spatial or Protected Location,Habitat,Riparian Tree - Large,TRSE6 TRIADICA SEBIFERA,0,(%) Percent,Total,7274--Understory,7274,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2057046,,,435679,false,
Onion Creek,07/11/2013 08:35:00 AM,"ISMP Marble Creek, Springfield 1",Non-spatial or Protected Location,Habitat,Riparian Vegetation,LOJA LONICERA JAPONICA,0,(%) Percent,Total,7274--Understory,7274,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2057047,,,435679,false,
Onion Creek,07/11/2013 08:35:00 AM,"ISMP Marble Creek, Springfield 1",Non-spatial or Protected Location,Habitat,Habitat Evaluation,ISMP OTHER INVASIVE SPECIES,0,(%) Percent,Total,7274--Understory,7274,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2057048,,,435679,false,
Onion Creek,07/11/2013 08:35:00 AM,"ISMP Marble Creek, Springfield 1",Non-spatial or Protected Location,Habitat,Habitat Evaluation,NO VEGETATIVE COVER,45,(%) Percent,Total,7274--Understory,7274,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2057049,,,435679,false,
Onion Creek,07/11/2013 08:35:00 AM,"ISMP Marble Creek, Springfield 1",Non-spatial or Protected Location,Habitat,Habitat Evaluation,NATIVE SPECIES,14,Count,Total,7274--Understory,7274,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2057050,,,435679,false,
Onion Creek,07/11/2013 08:35:00 AM,"ISMP Marble Creek, Springfield 1",Non-spatial or Protected Location,Habitat,Habitat Evaluation,ISMP HABITAT TYPE (1=Wooded;2=Open;3=Edge;4=Incompatible),1,None,Total,7274--Groundcover,7274,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2057051,,,435551,false,
Little Walnut Creek,05/25/2004 01:00:00 PM,Little Walnut Creek Upstream of Mearns Meadow,Stream,Benthic Macroinvertebrate,Calculated Metrics,EPT/EPT+CHIRONOMIDAE,0.675,Ratio,Total,LWT-R2,3537,TCEQ RWA PROTOCOL,U,PAH Biological Effects Study,"(30.36889899, -97.7028113)",1200595,30.36889899,-97.7028113,258939,false,
Onion Creek,07/11/2013 08:35:00 AM,"ISMP Marble Creek, Springfield 1",Non-spatial or Protected Location,Habitat,Riparian Vegetation,ARDO4 ARUNDO DONAX,0,(%) Percent,Total,7274--Groundcover,7274,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2057053,,,435551,false,
Onion Creek,07/11/2013 08:35:00 AM,"ISMP Marble Creek, Springfield 1",Non-spatial or Protected Location,Habitat,Riparian Vegetation,LIGUS2 LIGUSTRUM,0,(%) Percent,Total,7274--Groundcover,7274,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2057054,,,435551,false,
Onion Creek,07/11/2013 08:35:00 AM,"ISMP Marble Creek, Springfield 1",Non-spatial or Protected Location,Habitat,Riparian Tree - Small,LISI LIGUSTRUM SINENSE,0,(%) Percent,Total,7274--Groundcover,7274,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2057055,,,435551,false,
Onion Creek,07/11/2013 08:35:00 AM,"ISMP Marble Creek, Springfield 1",Non-spatial or Protected Location,Habitat,Riparian Tree - Large,MEAZ MELIA AZEDARACH,0,(%) Percent,Total,7274--Groundcover,7274,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2057056,,,435551,false,
Onion Creek,07/11/2013 08:35:00 AM,"ISMP Marble Creek, Springfield 1",Non-spatial or Protected Location,Habitat,Riparian Vegetation,PHAU8 PHYLLOSTACHYS AUREA,0,(%) Percent,Total,7274--Groundcover,7274,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2057057,,,435551,false,
Onion Creek,07/11/2013 08:35:00 AM,"ISMP Marble Creek, Springfield 1",Non-spatial or Protected Location,Habitat,Riparian Vegetation,SOHA SORGHUM HALEPENSE,0,(%) Percent,Total,7274--Groundcover,7274,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2057058,,,435551,false,
Onion Creek,07/11/2013 08:35:00 AM,"ISMP Marble Creek, Springfield 1",Non-spatial or Protected Location,Habitat,Riparian Vegetation,AIAL AILANTHUS ALTISSIMA,0,(%) Percent,Total,7274--Groundcover,7274,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2057059,,,435551,false,
Onion Creek,07/11/2013 10:50:00 AM,"ISMP Marble Creek, Springfield 47",Non-spatial or Protected Location,Habitat,Habitat Evaluation,NATIVE SPECIES,20,Count,Total,7320--Groundcover,7320,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2057060,,,435686,false,
Onion Creek,07/11/2013 11:15:00 AM,"ISMP Marble Creek, Springfield 108",Non-spatial or Protected Location,Habitat,Riparian Vegetation,ARDO4 ARUNDO DONAX,0,(%) Percent,Total,7381--Canopy,7381,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2057061,,,435657,false,
Onion Creek,07/11/2013 11:15:00 AM,"ISMP Marble Creek, Springfield 108",Non-spatial or Protected Location,Habitat,Riparian Vegetation,LIGUS2 LIGUSTRUM,0,(%) Percent,Total,7381--Canopy,7381,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2057062,,,435657,false,
Onion Creek,07/11/2013 11:15:00 AM,"ISMP Marble Creek, Springfield 108",Non-spatial or Protected Location,Habitat,Riparian Tree - Small,LISI LIGUSTRUM SINENSE,0,(%) Percent,Total,7381--Canopy,7381,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2057063,,,435657,false,
Onion Creek,07/11/2013 11:15:00 AM,"ISMP Marble Creek, Springfield 108",Non-spatial or Protected Location,Habitat,Riparian Tree - Large,MEAZ MELIA AZEDARACH,0,(%) Percent,Total,7381--Canopy,7381,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2057064,,,435657,false,
Slaughter Creek,07/13/2013 11:11:00 AM,ISMP Mary Moore Searight 440,Non-spatial or Protected Location,Habitat,Habitat Evaluation,NO VEGETATIVE COVER,97,(%) Percent,Total,7915--Understory,7915,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2057065,,,435689,false,
Slaughter Creek,07/13/2013 11:11:00 AM,ISMP Mary Moore Searight 440,Non-spatial or Protected Location,Habitat,Habitat Evaluation,NATIVE SPECIES,6,Count,Total,7915--Understory,7915,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2057066,,,435689,false,
Slaughter Creek,07/13/2013 11:11:00 AM,ISMP Mary Moore Searight 440,Non-spatial or Protected Location,Habitat,Habitat Evaluation,ISMP HABITAT TYPE (1=Wooded;2=Open;3=Edge;4=Incompatible),2,None,Total,7915--Groundcover,7915,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2057067,,,435708,false,
Little Walnut Creek,05/25/2004 01:00:00 PM,Little Walnut Creek Upstream of Mearns Meadow,Stream,Benthic Macroinvertebrate,Calculated Metrics,PERCENT OF TOTAL AS DOMINANT GUILD (FFG),61.53,(%) Percent,Total,LWT-R2,3537,TCEQ RWA PROTOCOL,U,PAH Biological Effects Study,"(30.36889899, -97.7028113)",1200596,30.36889899,-97.7028113,258939,false,
Slaughter Creek,07/13/2013 11:11:00 AM,ISMP Mary Moore Searight 440,Non-spatial or Protected Location,Habitat,Riparian Vegetation,ARDO4 ARUNDO DONAX,0,(%) Percent,Total,7915--Groundcover,7915,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2057069,,,435708,false,
Slaughter Creek,07/13/2013 11:11:00 AM,ISMP Mary Moore Searight 440,Non-spatial or Protected Location,Habitat,Riparian Vegetation,LIGUS2 LIGUSTRUM,0,(%) Percent,Total,7915--Groundcover,7915,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2057070,,,435708,false,
Slaughter Creek,07/13/2013 11:11:00 AM,ISMP Mary Moore Searight 440,Non-spatial or Protected Location,Habitat,Riparian Tree - Small,LISI LIGUSTRUM SINENSE,0,(%) Percent,Total,7915--Groundcover,7915,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2057071,,,435708,false,
Slaughter Creek,07/13/2013 11:11:00 AM,ISMP Mary Moore Searight 440,Non-spatial or Protected Location,Habitat,Riparian Tree - Large,MEAZ MELIA AZEDARACH,1,(%) Percent,Total,7915--Groundcover,7915,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2057072,,,435708,false,
Slaughter Creek,07/13/2013 11:11:00 AM,ISMP Mary Moore Searight 440,Non-spatial or Protected Location,Habitat,Riparian Vegetation,PHAU8 PHYLLOSTACHYS AUREA,0,(%) Percent,Total,7915--Groundcover,7915,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2057073,,,435708,false,
Slaughter Creek,07/13/2013 11:11:00 AM,ISMP Mary Moore Searight 440,Non-spatial or Protected Location,Habitat,Riparian Vegetation,ARDO4 ARUNDO DONAX,0,(%) Percent,Total,7915--Understory,7915,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2057074,,,435689,false,
Slaughter Creek,07/13/2013 11:11:00 AM,ISMP Mary Moore Searight 440,Non-spatial or Protected Location,Habitat,Riparian Vegetation,SOHA SORGHUM HALEPENSE,0,(%) Percent,Total,7915--Groundcover,7915,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2057075,,,435708,false,
Slaughter Creek,07/13/2013 11:11:00 AM,ISMP Mary Moore Searight 440,Non-spatial or Protected Location,Habitat,Riparian Vegetation,AIAL AILANTHUS ALTISSIMA,0,(%) Percent,Total,7915--Groundcover,7915,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2057076,,,435708,false,
Slaughter Creek,07/14/2013 09:24:00 AM,ISMP Mary Moore Searight 422,Non-spatial or Protected Location,Habitat,Riparian Vegetation,LOJA LONICERA JAPONICA,0,(%) Percent,Total,7897--Understory,7897,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2057077,,,435703,false,
Slaughter Creek,07/14/2013 09:24:00 AM,ISMP Mary Moore Searight 422,Non-spatial or Protected Location,Habitat,Habitat Evaluation,ISMP OTHER INVASIVE SPECIES,0,(%) Percent,Total,7897--Understory,7897,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2057078,,,435703,false,
Slaughter Creek,07/14/2013 09:24:00 AM,ISMP Mary Moore Searight 422,Non-spatial or Protected Location,Habitat,Habitat Evaluation,NO VEGETATIVE COVER,25,(%) Percent,Total,7897--Understory,7897,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2057079,,,435703,false,
Slaughter Creek,07/14/2013 09:24:00 AM,ISMP Mary Moore Searight 422,Non-spatial or Protected Location,Habitat,Habitat Evaluation,NATIVE SPECIES,3,Count,Total,7897--Understory,7897,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2057080,,,435703,false,
Slaughter Creek,07/14/2013 09:24:00 AM,ISMP Mary Moore Searight 422,Non-spatial or Protected Location,Habitat,Habitat Evaluation,ISMP HABITAT TYPE (1=Wooded;2=Open;3=Edge;4=Incompatible),1,None,Total,7897--Groundcover,7897,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2057081,,,435709,false,
Little Walnut Creek,05/25/2004 01:00:00 PM,Little Walnut Creek Upstream of Mearns Meadow,Stream,Benthic Macroinvertebrate,Calculated Metrics,PERCENT DOMINANCE (TOP 3 TAXA),58.46,(%) Percent,Total,LWT-R2,3537,TCEQ RWA PROTOCOL,U,PAH Biological Effects Study,"(30.36889899, -97.7028113)",1200597,30.36889899,-97.7028113,258939,false,
Slaughter Creek,07/14/2013 09:24:00 AM,ISMP Mary Moore Searight 422,Non-spatial or Protected Location,Habitat,Riparian Vegetation,ARDO4 ARUNDO DONAX,0,(%) Percent,Total,7897--Groundcover,7897,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2057083,,,435709,false,
Slaughter Creek,07/14/2013 09:24:00 AM,ISMP Mary Moore Searight 422,Non-spatial or Protected Location,Habitat,Riparian Vegetation,LIGUS2 LIGUSTRUM,0,(%) Percent,Total,7897--Groundcover,7897,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2057084,,,435709,false,
Slaughter Creek,07/14/2013 09:24:00 AM,ISMP Mary Moore Searight 422,Non-spatial or Protected Location,Habitat,Riparian Tree - Small,LISI LIGUSTRUM SINENSE,0,(%) Percent,Total,7897--Groundcover,7897,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2057085,,,435709,false,
Slaughter Creek,07/14/2013 09:24:00 AM,ISMP Mary Moore Searight 422,Non-spatial or Protected Location,Habitat,Riparian Tree - Large,MEAZ MELIA AZEDARACH,0,(%) Percent,Total,7897--Groundcover,7897,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2057086,,,435709,false,
Onion Creek,07/11/2013 09:52:00 AM,"ISMP Marble Creek, Springfield 21",Non-spatial or Protected Location,Habitat,Habitat Evaluation,NO VEGETATIVE COVER,47.5,(%) Percent,Total,7294--Understory,7294,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2057087,,,435705,false,
Onion Creek,07/11/2013 09:52:00 AM,"ISMP Marble Creek, Springfield 21",Non-spatial or Protected Location,Habitat,Habitat Evaluation,NATIVE SPECIES,10,Count,Total,7294--Understory,7294,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2057088,,,435705,false,
Onion Creek,07/11/2013 09:52:00 AM,"ISMP Marble Creek, Springfield 21",Non-spatial or Protected Location,Habitat,Habitat Evaluation,ISMP HABITAT TYPE (1=Wooded;2=Open;3=Edge;4=Incompatible),3,None,Total,7294--Groundcover,7294,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2057089,,,435710,false,
Little Walnut Creek,05/25/2004 01:00:00 PM,Little Walnut Creek Upstream of Mearns Meadow,Stream,Benthic Macroinvertebrate,Calculated Metrics,PERCENT OF TOTAL AS TOLERANT ORGANISMS,0,(%) Percent,Total,LWT-R2,3537,TCEQ RWA PROTOCOL,U,PAH Biological Effects Study,"(30.36889899, -97.7028113)",1200598,30.36889899,-97.7028113,258939,false,
Onion Creek,07/11/2013 09:52:00 AM,"ISMP Marble Creek, Springfield 21",Non-spatial or Protected Location,Habitat,Riparian Vegetation,ARDO4 ARUNDO DONAX,0,(%) Percent,Total,7294--Groundcover,7294,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2057091,,,435710,false,
