INTERSECTIONID,ONST,CRST,QUAD,INSPECTOR,DATE,EVNT_LAT,EVNT_LON,EVNT_MAP,EVNT_TYPE,PED_SIGNAL_PRES,CPL_SIZE,CPL_FORCE,CPL_OP,CPL_CTRST,CPL_VIS,CPL_AUD,CMNT_1,CPL_LDG,CPL_PROX,CPL_PLACE,CPL_SEP,CPL_HGT,CPL_CW_1,CPL_CW_2,CMNT_2,OA_CMNT,Mapped Location
4975,White Bridge,Knob,Northwest,Mark Lee,05/13/2019 12:00:00 AM,36.13792,-86.85788,10306,NA,false,,,,,,,,,,,,,,,,There is no Pedestrian push button however there is a pedestrian signal that is in good working order. There are no other issues to report.,POINT (-86.85788 36.13792)
1970,12th Ave S,Broadway,Southeast,Greg Roddy,05/22/2019 12:00:00 AM,36.156605,-86.787453,9309,NA,false,,,,,,,"There is no push button for this crosswalk, however there is a Ped signal light.",,,,,,,,,There is no push button for this crosswalk. The Ped signal light is in good working condition.,POINT (-86.787453 36.156605)
4365,Rosa L Parks Boulevard,Athens Way,Southwest,Jeff Pedine,04/30/2019 12:00:00 AM,36.192783,-86.802032,7016,NA,false,,,,,,,,,,,,,,,,There is no push button at this location.,POINT (-86.802032 36.192783)
2360,Elliston Pl,21st Ave N,Northwest,Greg Roddy,05/14/2019 12:00:00 AM,36.152534,-86.802879,9216,NA,false,,,,,,,"There is no push button for this crosswalk, however there is a Ped signal light.",,,,,,,,,There is no push button for this crosswalk. The Ped signal light is in good working condition.,POINT (-86.802879 36.152534)
3160,Buena Vista Pike,Clarksville Pike,Northeast,Jeff Pedine,04/30/2019 12:00:00 AM,36.193695,-86.830902,7013,PED_SIGNAL,true,true,true,true,true,false,false,The push button has no visible or audible indicators.,true,true,true,true,41,7,6,,The push button has no visible or audible indicators.,POINT (-86.830902 36.193695)
3190,Jefferson Street,Cowan Street,Southwest,Jeff Pedine,05/03/2019 12:00:00 AM,36.176674,-86.776352,8210,PED_SIGNAL,true,false,false,false,false,false,false,The push button is broken (unable to be pushed) and has no visible or audible indicators.,true,true,true,false,54,8,0,The push button is separated from the adjacent button by only 1’.,The push button is broken (unable to be pushed) and has no visible or audible indicators.,POINT (-86.776352 36.176674)
2228,18th Ave N,Church St,Southeast,Greg Roddy,05/14/2019 12:00:00 AM,36.155045,-86.797371,9212,NA,false,,,,,,,"There is no push button for this crosswalk, however there is a Ped signal light.",,,,,,,,,There is no push button for this crosswalk. The Ped signal light is in good working condition.,POINT (-86.797371 36.155045)
4880,W Trinity Lane,Lucas Lane,Southwest,Jeff Pedine,04/26/2019 12:00:00 AM,36.205963,-86.771149,7107,PED_SIGNAL,true,true,true,true,true,true,true,,true,true,true,true,48,13,2,,"The push button shows good working order, properly spaced, visual contrast, and audio/visual indicators.",POINT (-86.771149 36.205963)
3828,Harding Place,Unnamed,Southwest,Mark Lee,05/21/2019 12:00:00 AM,36.085407,-86.701431,13413,PED_SIGNAL,true,true,true,true,true,false,false,The push button is chrome with a yellow housing. The button doesn’t have visual or audio features.,false,true,true,false,43,28,4,The push button is mounted 43” above landing. The landing is 16’ from the button. There is only one button at this location.,The push button is mounted 43” above landing. The landing is 16’ from the button. There is only one button at this location. There are no visual or audio features at this location. There is a pedestrian signal that is in good working order with no other issues. Unnamed is on ramp for 24 east.,POINT (-86.701431 36.085407)
3845,Metroplex Drive,Harding Place,Northwest,Mark Lee,05/21/2019 12:00:00 AM,36.087021,-86.696136,13414,PED_SIGNAL,true,true,true,true,true,true,true,The push button is chrome with a black housing.,true,true,true,false,40,7,11,The button is mounted 40” above landing.  There are two buttons at this location separated by less than 10’.,The push button is mounted 40” above landing. The button is located 11’ from edge of crosswalk. There are two buttons at this location separated by less than 10’. There is a pedestrian signal that is in good working order with no other issues.,POINT (-86.696136 36.087021)
1179,3rd Avenue N,Garfield Street,Northeast,Jeff Pedine,05/07/2019 12:00:00 AM,36.183414,-86.790054,8205,NA,false,,,,,,,,,,,,,,,,There is no push button at this location.,POINT (-86.790054 36.183414)
3210,Dickerson Pike,Douglas Avenue,Northeast,Jeff Pedine,04/29/2019 12:00:00 AM,36.194492,-86.772186,7115,NA,false,,,,,,,,,,,,,,,,There is no push button at this location.,POINT (-86.772186 36.194492)
2740,S 1st Street,Woodland Street,Southwest,Jeff Pedine,05/17/2019 12:00:00 AM,36.16888,-86.772285,9303,NA,false,,,,,,,,,,,,,,,,There is no push button at this location.,POINT (-86.772285 36.16888)
2455,Charlotte Pk,23rd Ave N,Southeast,Greg Roddy,05/10/2019 12:00:00 AM,36.15567,-86.809555,9211,NA,false,,,,,,,"There is no push button for this crosswalk, however there is a Ped signal light.",,,,,,,,,There is no push button for this crosswalk. The Ped signal light is in good working condition.,POINT (-86.809555 36.15567)
2555,29th Ave N,West End Ave,Southwest,Greg Roddy,05/06/2019 12:00:00 AM,36.144375,-86.813194,10402,PED_SIGNAL,true,true,true,true,true,true,true,The push button is chrome with a black housing.,true,false,true,true,48,8,12,The push button is 48” high and 36” from the landing.,The push button is 48” high and 36” from the landing. The push button and signal light are both in good working condition and free of any other issues.,POINT (-86.813194 36.144375)
2170,Charlotte Ave,17th Ave N,Northwest,Greg Roddy,05/13/2019 12:00:00 AM,36.158844,-86.798355,9208,NA,false,,,,,,,"There is no push button for this crosswalk, however there is a Ped signal light.",,,,,,,,,There is no push button for this crosswalk. The Ped signal light is in good working condition.,POINT (-86.798355 36.158844)
3630,Gallatin pk,Thomas ave,Northwest,Mark Lee,05/08/2019 12:00:00 AM,36.205105,-86.737617,7206,NA,false,,,,,,,,,,,,,,,,"No push button,however pedestrian signal is in good working order",POINT (-86.737617 36.205105)
2228,Church St,18th Ave N,Northeast,Greg Roddy,05/14/2019 12:00:00 AM,36.155136,-86.797485,9212,NA,false,,,,,,,"There is no push button for this crosswalk, however there is a Ped signal light.",,,,,,,,,There is no push button for this crosswalk. The Ped signal light is in good working condition.,POINT (-86.797485 36.155136)
2030,Broadway,13th Ave S,Southwest,Greg Roddy,05/22/2019 12:00:00 AM,36.155853,-86.788887,9309,PED_SIGNAL,true,true,true,true,true,false,false,The push button is chrome with a yellow housing. The visual and audible indicators do not work.,true,false,true,false,42,9,4,The push button is 42” high from the sidewalk and is 30” away from the landing.,The push button is 42” high from the landing and is 30” away from the landing. The visual and audible indicators do not work. The Ped signal light is in good working condition.,POINT (-86.788887 36.155853)
1430,Korean Veterans Boulevard,5th Avenue S,Northwest,Jeff Pedine,05/21/2019 12:00:00 AM,36.156742,-86.776009,9310,NA,false,,,,,,,,,,,,,,,,There is no push button at this location.,POINT (-86.776009 36.156742)
4919,Acklen Park Dr,West End Ave,Northwest,Greg Roddy,05/07/2019 12:00:00 AM,36.140942,-86.817673,10406,PED_SIGNAL,true,true,true,true,true,true,true,The push button is chrome with a black housing.,true,false,true,false,49,8,2,The push button is 49” high from the landing.,The push button is 49” high and 32” from the landing. The push button and signal light are both in good working condition and free of any other issues.,POINT (-86.817673 36.140942)
2340,Blair Blvd,21st Ave S,Northwest,Greg Roddy,04/30/2019 12:00:00 AM,36.13047,-86.802025,10416,PED_SIGNAL,true,true,true,true,false,true,true,The push button is black with a black housing and a chrome arrow. There is no signage at this push button.,false,false,false,true,30,1,4,There is no landing at this push button. The push button is only 12” from the curb and only 30” high from the sidewalk.,There is no landing or signage at this push button. The push button is only 12” from the curb and 30” high from the sidewalk. The Ped signal light is in good working condition.,POINT (-86.802025 36.13047)
1130,3rd Avenue S,Broadway,Southwest,Jeff Pedine,05/22/2019 12:00:00 AM,36.161484,-86.776024,9306,NA,false,,,,,,,,,,,,,,,,There is no push button at this location.,POINT (-86.776024 36.161484)
1200,Jefferson Street,3rd Avenue N,Northeast,Jeff Pedine,05/03/2019 12:00:00 AM,36.17524,-86.784676,8213,NA,false,,,,,,,,,,,,,,,,There is no push button at this location.,POINT (-86.784676 36.17524)
4760,Powell,Armory Oaks,Northeast,Mark Lee,05/20/2019 12:00:00 AM,36.105415,-86.763435,11815,NA,false,,,,,,,,,,,,,,,,There is no push button however there is a pedestrian signal that is in good working order with no other issues.,POINT (-86.763435 36.105415)
4950,West End Ave,Murphy Rd,Northeast,Greg Roddy,05/07/2019 12:00:00 AM,36.139484,-86.819115,10406,PED_SIGNAL,true,true,true,true,true,true,true,The push button is chrome with a black housing.,false,false,true,false,44,18,10,There is no landing at this push button. The push button is 44” high from the sidewalk.,There is no landing at this push button. The push button is 44” high from the sidewalk. The push button and signal light are both in good working condition and free of any other issues.,POINT (-86.819115 36.139484)
3200,Jackson St,DB Todd Blvd,Northeast,Greg Roddy,05/09/2019 12:00:00 AM,36.165932,-86.805023,9203,PED_SIGNAL,true,true,true,true,false,true,true,The push button is black with a black housing and a chrome arrow.,true,true,true,true,40,11,13,The push button is only 40” high from the landing.,The push button is only 40” high from the landing. The push button and signal light are both in good working condition and free of any other issues.,POINT (-86.805023 36.165932)
4508,25th Ave S,Highland Ave,Northeast,Greg Roddy,05/06/2019 12:00:00 AM,36.142769,-86.806602,10403,NA,false,,,,,,,"There is no push button for this crosswalk, however there is a Ped signal light.",,,,,,,,,There is no push button for this crosswalk. The Ped signal light is in good working condition.,POINT (-86.806602 36.142769)
2210,17th Ave S,West End Ave,Southwest,Greg Roddy,05/20/2019 12:00:00 AM,36.153725,-86.794388,9212,PED_SIGNAL,true,true,true,true,false,true,true,The push button is black with a black housing and a chrome arrow.,true,true,true,false,47,10,7,The push button is 47” high from the landing.,The push button is 47” high from the landing. The push button and signal light are both in good working condition and free of any other issues.,POINT (-86.794388 36.153725)
1950,11th Ave N,Dr. Martin L King Jr Blvd,Northwest,Greg Roddy,05/22/2019 12:00:00 AM,36.162037,-86.790573,9305,PED_SIGNAL,true,true,true,true,false,true,true,The push button is black with a black housing and a chrome arrow.,true,true,true,false,42,10,14,,The push button and signal light are both in good working condition and free of any issues.,POINT (-86.790573 36.162037)
1025,Hermitage Avenue,Korean Veterans Boulevard,Southeast,Jeff Pedine,05/21/2019 12:00:00 AM,36.158207,-86.771561,9311,NA,false,,,,,,,,,,,,,,,,There is no push button at this location.,POINT (-86.771561 36.158207)
1000,Broadway,1st Avenue N,Northeast,Jeff Pedine,05/22/2019 12:00:00 AM,36.16243,-86.774422,9306,NA,false,,,,,,,,,,,,,,,,There is no push button at this location.,POINT (-86.774422 36.16243)
4895,E. Trinity ln,Unnamed,Northeast,Mark Lee,05/10/2019 12:00:00 AM,36.204796,-86.749588,7205,NA,false,,,,,,,,,,,,,,,,No pedestrian push button. Pedestrian signal is there and in good working order with no other issues,POINT (-86.749588 36.204796)
1078,2nd Avenue S,Korean Veterans Boulevard,Northeast,Jeff Pedine,05/21/2019 12:00:00 AM,36.158146,-86.772614,9310,NA,false,,,,,,,,,,,,,,,,There is no push button at this location.,POINT (-86.772614 36.158146)
2540,John Merritt Blvd,Ed Temple Blvd,Northwest,Greg Roddy,05/08/2019 12:00:00 AM,36.168091,-86.820984,9202,PED_SIGNAL,true,false,false,false,true,false,false,The 1/2” push button does not have a visual or audible indicator. There is no signage at this push button.,true,true,true,false,42,9,10,,The 1/2” push button does not have a visual or audible indicator. There is no signage at this push button. The Ped signal light is in good working condition.,POINT (-86.820984 36.168091)
4010,Hermitage Avenue,Fairfield Avenue,Southeast,Jeff Pedine,05/15/2019 12:00:00 AM,36.15369,-86.755898,9312,NA,false,,,,,,,,,,,,,,,,There is no push button at this location.,POINT (-86.755898 36.15369)
3210,Dickerson Pike,Douglas Avenue,Southeast,Jeff Pedine,04/29/2019 12:00:00 AM,36.194344,-86.772278,7115,NA,false,,,,,,,,,,,,,,,,There is no push button at this location.,POINT (-86.772278 36.194344)
2450,Charlotte Ave,22nd Ave N,Southwest,Greg Roddy,05/13/2019 12:00:00 AM,36.156204,-86.807419,9211,NA,false,,,,,,,"There is no push button for this crosswalk, however there is a Ped signal light.",,,,,,,,,There is no push button for this crosswalk. The Ped signal light is in good working condition.,POINT (-86.807419 36.156204)
3190,Spring Street,Cowan Street,Northeast,Jeff Pedine,05/03/2019 12:00:00 AM,36.177132,-86.775955,8210,PED_SIGNAL,true,false,true,false,true,false,false,The push button is small and has no visible or audible indicators.,true,false,true,false,40,12,0,The push button is separated from the adjacent button by only 1’.,The push button is small and has no visible or audible indicators. It is also separated from the adjacent button by only 1’.,POINT (-86.775955 36.177132)
2050,Church St,George L Davis Blvd,Northwest,Greg Roddy,05/22/2019 12:00:00 AM,36.158413,-86.790802,9309,NA,false,,,,,,,"There is no push button for this crosswalk, however there is a Ped signal light.",,,,,,,,,There is no push button for this crosswalk. The Ped signal light is in good working condition.,POINT (-86.790802 36.158413)
3107,Unnamed,Charlotte,Southwest,Mark Lee,05/13/2019 12:00:00 AM,36.12981,-86.900948,10214,PED_SIGNAL,true,true,true,true,true,true,true,The Pedestrian push button is aluminum with a yellow housing.,true,true,true,false,42,8,6,,Everything is in good working order with no issues.,POINT (-86.900948 36.12981)
