ADDRESS,PERMIT,Permit Status,Inspection Date,Inspection Type,Inspection Result,Latitude/Longitude
14015 W VENTURA BLVD,15016 20001 17643,Issued,07/20/2016,Wood Frame,Partial Inspection,"(34.14929, -118.43784)"
1326 N FAIRFAX AVE,15010 10000 01124,Issued,07/19/2016,PLUMBING-Final,Approved,"(34.09524, -118.36135)"
5900 W CENTER DR,13042 10000 20223,Issued,07/18/2016,Rough,Not Ready for Inspection,"(33.97536, -118.38767)"
6170 N RESEDA BLVD #101,16042 20000 10089,Issued,07/19/2016,Final,Corrections Issued,"(34.18229, -118.53582)"
631 W JEFFERSON BLVD,15010 10000 02269,Issued,07/18/2016,Deputy Reinf. Concrete,Partial Approval,"(34.02254, -118.28097)"
10220 W RIVERSIDE DR,16042 90000 11630,Issued,07/19/2016,Final,Corrections Issued,"(34.15203, -118.35355)"
1618 S 3RD AVE,16041 90000 05679,Permit Finaled,07/20/2016,Service/Power Release,Approved,"(34.04302, -118.31995)"
6200 W HOLLYWOOD BLVD #1-#507,15010 20000 00974,Issued,07/19/2016,Deputy Reinf. Masonry,Approved,"(34.10147, -118.3246)"
6200 W HOLLYWOOD BLVD #1-#507,15010 20000 00974,Issued,07/19/2016,Deputy Reinf. Masonry,Approved,"(34.10147, -118.3246)"
3265 N LONGRIDGE AVE,15014 20000 03195,Issued,07/19/2016,ELECTRICAL-Final,Corrections Issued,"(34.1297, -118.41721)"
3225 S WOODBINE ST,15030 10000 02891,Permit Finaled,07/20/2016,Green Building Final,Approved,"(34.03392, -118.40397)"
1654 N CICERO DR,15014 20000 03929,Issued,07/21/2016,Insulation,Approved,"(34.09053, -118.27177)"
3660 S BEETHOVEN ST,15010 20000 01531,Issued,07/21/2016,Floor/Roof Diaphrgm/Shear Wall,Not Ready for Inspection,"(34.00307, -118.44355)"
"3782 W MARTIN LUTHER KING, JR BLVD",15010 10000 02476,Issued,07/18/2016,Deputy Reinf. Concrete,Approved,"(34.01316, -118.34001)"
345-347 W 73RD ST,15010 10000 02657,Issued,07/19/2016,SGSOV-Seismic Gas S/O Valve,SGSOV Approved,"(33.97381, -118.27996)"
708 S HAMPTON DR,13010 10000 03425,Issued,07/20/2016,Smoke Detectors,Conditional Approval,"(33.99409, -118.47441)"
380 WORLD WAY SPACE 32,16043 10000 02705,Issued,07/18/2016,Rough,Approved,"(33.94354, -118.4085)"
1435 W 7TH ST,15041 10000 33197,Issued,07/22/2016,Final,Insp Scheduled,"(33.7377, -118.30896)"
12120 W SARDIS AVE,15010 30000 03207,Issued,07/19/2016,SGSOV-Seismic Gas S/O Valve,SGSOV Approved,"(34.02188, -118.44436)"
1200 S GRAND AVE,13010 10000 02721,Issued,07/20/2016,Deputy Steel/Welding,Conditional Approval,"(34.03989, -118.26331)"
1230 S OLIVE ST,16043 20000 00209,Issued,07/22/2016,Overhead Hydro,Insp Scheduled,"(34.03811, -118.26206)"
1769 S SHERBOURNE DR,15010 10000 00004,Issued,07/19/2016,Reinforced Concrete Frame,Approved,"(34.04598, -118.381)"
11838 W OTSEGO ST,15030 20000 03594,Issued,07/21/2016,Approved Compaction Report,Insp Scheduled,"(34.16295, -118.39142)"
4140 S GLENCOE AVE 1-69,13041 20000 15074,Issued,07/20/2016,Rough,Partial Approval,"(33.98897, -118.4417)"
16776 W HUERTA ROAD,13010 20000 00214,Issued,07/21/2016,PLUMBING-Final,Approved,"(34.15043, -118.49895)"
6715 N WOODLEY AVE,16042 90000 14301,Issued,07/20/2016,Water Heater or Vent,Corrections Issued,"(34.19236, -118.48396)"
19520 W WELLS DR,16014 20000 02794,Issued,07/21/2016,Footing/Foundation/Slab,Not Ready for Inspection,"(34.16364, -118.55841)"
2148 S MANNING AVE,15016 10000 09701,Issued,07/21/2016,SGSOV-Seismic Gas S/O Valve,SGSOV Not Ready,"(34.04735, -118.42647)"
2000 S AVENUE OF THE STARS,16410 90000 01383,Permit Finaled,07/19/2016,TSE Final,Permit Finaled,"(34.05868, -118.41546)"
5511 S BROADWAY,15016 10000 28457,Issued,07/21/2016,Electrical Verification,CofO on Hold,"(33.99204, -118.27864)"
5511 S BROADWAY,15016 10000 28457,Issued,07/21/2016,Electrical Verification,CofO on Hold,"(33.99204, -118.27864)"
5511 S BROADWAY,15016 10000 28457,Issued,07/21/2016,Electrical Verification,CofO on Hold,"(33.99204, -118.27864)"
647 E MILDRED AVE,16020 20000 00562,Permit Finaled,07/19/2016,Final,Permit Finaled,"(33.98732, -118.46185)"
380 S CARMELINA AVE,16016 30000 15506,Issued,07/18/2016,Smoke Detectors,Not Ready for Inspection,"(34.05137, -118.47916)"
8034 N LANKERSHIM BLVD,16042 20000 09049,Permit Finaled,07/22/2016,Final,Permit Finaled,"(34.21667, -118.38758)"
1901 S FIGUEROA ST,16010 10001 00658,Issued,07/20/2016,Deputy Steel/Welding,Partial Approval,"(34.0343, -118.27237)"
3370 S PATRICIA AVE,15030 20000 00779,Permit Finaled,07/18/2016,Final,Permit Finaled,"(34.03192, -118.40428)"
4707 S 11TH AVE,16014 70000 02197,Issued,07/21/2016,Gas Test,Approved,"(34.0007, -118.32949)"
1501 S LINCOLN BLVD,16042 90000 14178,Issued,07/21/2016,Rough,Not Ready for Inspection,"(33.99723, -118.45975)"
601 W 5TH ST SUITE 230,16043 10000 01985,Issued,07/19/2016,Rough,Approved,"(34.05049, -118.25386)"
1520 N GILCREST DR,13030 30000 04552,Issued,07/19/2016,Rough,Approved,"(34.09863, -118.40237)"
10139 N BEVIS AVE,16047 20000 00462,Issued,07/20/2016,Enclosure/Fence,Approved,"(34.25484, -118.45554)"
143 N VAN NESS AVE,16014 20000 00740,Issued,07/22/2016,Wood Frame,Insp Scheduled,"(34.07424, -118.31587)"
1906 W 67TH ST,16014 10000 01224,Issued,07/20/2016,Smoke Detectors,Approved,"(33.9784, -118.31139)"
540 S KINGSLEY DR,13010 30000 04555,CofO Issued,07/21/2016,CofO Issuance,CofO Issued,"(34.06422, -118.30266)"
16735 W MARQUEZ TER,15014 10002 00619,Issued,07/22/2016,Excavation/Setback/Form/Re-Bar,Not Ready for Inspection,"(34.04759, -118.54591)"
711 N MUSKINGUM AVE,15030 20001 04907,Permit Finaled,07/20/2016,Final,Permit Finaled,"(34.04781, -118.53656)"
1721 N BENEDICT CANYON DR,16041 20000 23708,Issued,07/18/2016,Rough,Approved,"(34.10217, -118.43682)"
1891 N GAFFEY ST #A,16041 40000 22789,Issued,07/21/2016,T-Bar Ceiling,Partial Inspection,"(33.76247, -118.29335)"
10452 W LORENZO PL,15030 20000 07693,Permit Finaled,07/20/2016,Final,Permit Finaled,"(34.03969, -118.41283)"
12045 W GUERIN ST,15041 20000 15735,Issued,07/18/2016,Life Safety,Partial Approval,"(34.14631, -118.39377)"
16429 W VICTORY BLVD,13010 20000 02790,Permit Expired,07/18/2016,Verify Sprinkler Sign Off,Not Ready for Inspection,"(34.18682, -118.49132)"
633-635 E 76TH PL,15010 10000 03298,CofO in Progress,07/20/2016,Drywall Nailing,Approved,"(33.97037, -118.26384)"
854 W EL SEGUNDO BLVD,16041 90000 24055,Issued,07/22/2016,Final,Insp Scheduled,"(33.91626, -118.29099)"
1421 W 46TH ST,15010 70000 03959,Issued,07/21/2016,Green Building Rough,No Access for Inspection,"(34.00201, -118.30091)"
6545 N LASAINE AVE,16042 10000 14598,Permit Finaled,07/19/2016,SGSOV-Seismic Gas S/O Valve,SGSOV Not Ready,"(34.1899, -118.5111)"
12360 W OSBORNE PL 21,13010 20000 04182,Issued,07/21/2016,BUILDING-Rough-Frame,Approved,"(34.25922, -118.40237)"
6325 W SANTA MONICA BLVD,12016 10000 13103,CofO in Progress,07/22/2016,Inspection,OK for CofO,"(34.09087, -118.32754)"
18578 W MARILLA ST,16016 20000 10601,Issued,07/19/2016,ELECTRICAL-Rough,Approved,"(34.24702, -118.53898)"
1616 S BONNIE BRAE ST 1-7,16016 10000 03544,Issued,07/18/2016,Smoke Detectors,Not Ready for Inspection,"(34.04226, -118.28213)"
13360 W JAVA DR,14026 20000 00090,Issued,07/23/2016,Reinforced Masonry Frame,Insp Scheduled,"(34.12906, -118.4244)"
20252 W CHAPTER DR,16016 20000 13378,Issued,07/19/2016,Rough-Elec/Plmb/HVAC,Approved,"(34.14993, -118.57761)"
3355 N WRIGHTVIEW PL,15030 20000 07851,Permit Finaled,07/22/2016,Bottom/Toe,Approved,"(34.13457, -118.37589)"
341-343 W 73RD ST,15010 10000 02660,Issued,07/19/2016,HVAC-Final,Approved,"(33.97381, -118.27983)"
8803 N TYRONE AVE,16016 20000 16465,Issued,07/19/2016,Smoke Detectors,Not Ready for Inspection,"(34.23003, -118.44831)"
401 S OCEAN FRONT WALK,15016 10000 22842,Issued,07/19/2016,"Heat,Vent,A/C Verification",CofO on Hold,"(33.99386, -118.47965)"
5017 N LAUREL CANYON BLVD,14010 20000 01134,Issued,07/20/2016,Footing/Foundation/Slab,Corrections Issued,"(34.16174, -118.39669)"
11153 W VALLEY SPRING PL,14016 20000 11828,Permit Finaled,07/19/2016,SGSOV-Seismic Gas S/O Valve,SGSOV Approved,"(34.1479, -118.3734)"
12360 W OSBORNE PL 3,13010 20000 04164,Issued,07/20/2016,Interior/Exterior Lathing,Approved,"(34.25922, -118.40237)"
10856 W MORRISON ST #4,16041 20000 22031,Issued,07/20/2016,Rough,Partial Approval,"(34.16071, -118.36784)"
6320 S WESTERN AVE,14042 70002 19586,Issued,07/22/2016,Final,Insp Scheduled,"(33.98167, -118.30878)"
819 S SANTEE ST,13042 10001 09193,Permit Finaled,07/21/2016,Inspection,Permit Finaled,"(34.04107, -118.25233)"
6522 N COLUMBUS AVE,16014 10000 02781,Issued,07/21/2016,Deputy Drilled-In Anchors,Conditional Approval,"(34.18921, -118.4638)"
8577 W WONDERLAND AVE,16042 90000 13138,Permit Finaled,07/21/2016,Final,Permit Finaled,"(34.11367, -118.38145)"
5429 W 76TH ST,16014 10000 02538,Issued,07/19/2016,Green Building Rough,Corrections Issued,"(33.96844, -118.37493)"
7755 N ENCINO AVE,16014 30000 03104,Issued,07/21/2016,BUILDING-Rough-Frame,Not Ready for Inspection,"(34.21164, -118.51436)"
1223 W F ST,16016 40000 15516,Issued,07/18/2016,Drywall Nailing,Approved,"(33.77637, -118.27733)"
4457 N BECK AVE,16047 20000 00600,CofO Issued,07/21/2016,CofO Issuance,CofO Issued,"(34.15188, -118.38349)"
11303 W EMELITA ST,16016 20000 07945,Issued,07/19/2016,BUILDING-Rough-Frame,Approved,"(34.17679, -118.37674)"
2053 S GARTH AVE 1-3,14030 10000 05857,Issued,07/18/2016,Rough,Not Ready for Inspection,"(34.03928, -118.37975)"
1027 W WEST 34TH ST,15042 10000 17891,Issued,07/22/2016,Rough,Insp Scheduled,"(34.02481, -118.28857)"
2200 W TOM MIX ROAD,15010 10000 01260,Issued,07/18/2016,Insulation,Approved,"(34.08838, -118.25971)"
1326-1328 1/2 W 17TH ST,15044 10000 12777,Issued,07/18/2016,Rough-Ventilation,Corrections Issued,"(34.04236, -118.28337)"
2009 S WESTWOOD BLVD,15016 20000 14409,Issued,07/22/2016,SGSOV-Seismic Gas S/O Valve,Insp Scheduled,"(34.04632, -118.43404)"
13730 W CUMPSTON ST,16014 10000 00804,Issued,07/22/2016,Green Building Rough,Not Ready for Inspection,"(34.16929, -118.43235)"
6620 W WHITLEY TER,15041 20000 43094,Issued,07/20/2016,Final,Not Ready for Inspection,"(34.107, -118.33391)"
22200 W VICTORY BLVD,16041 10000 11199,Issued,07/21/2016,Final,Partial Approval,"(34.18622, -118.61093)"
259 S TILDEN AVE,14014 20000 04930,Issued,07/20/2016,Final,Corrections Issued,"(34.07107, -118.45702)"
3201 S HOOVER ST BLDG#8,14010 10000 00445,Issued,07/22/2016,Deputy Reinf. Masonry,Partial Approval,"(34.02547, -118.28503)"
528 W 109TH ST,15014 70000 05429,Issued,07/21/2016,Insulation,Approved,"(33.93724, -118.28366)"
6150 W 96TH ST,15010 10000 03067,Issued,07/20/2016,SGSOV-Seismic Gas S/O Valve,Insp Scheduled,"(33.94871, -118.39284)"
10800 S PERSHING DR,14041 10000 17141,Issued,07/20/2016,Rough,Not Ready for Inspection,"(33.93744, -118.43216)"
1924 S TUDOR LANE,15010 20000 03117,Issued,07/20/2016,Gas Test,Approved,"(34.04056, -118.37101)"
13630 W SHERMAN WAY,16044 20000 01268,Issued,07/18/2016,Pre-Wrap Duct Insp,Not Ready for Inspection,"(34.20103, -118.42997)"
4208 N MATILIJA AVE,16010 20000 00354,Issued,07/19/2016,Insulation,Approved,"(34.14683, -118.43374)"
9756 N ORCAS AVE,15014 20000 03286,Issued,07/19/2016,Smoke Detectors,Not Ready for Inspection,"(34.24668, -118.36699)"
21627 W BRYANT ST,16016 20000 01964,Permit Finaled,07/20/2016,Smoke Detectors,Approved,"(34.22744, -118.60147)"
3946 N ENCINO HILLS PL,16016 20000 13185,Issued,07/20/2016,Drywall Nailing,Approved,"(34.14182, -118.49939)"
3848 N BUENA PARK DR,09047 20000 00172,CofO Issued,07/21/2016,Inspection,Permit Finaled,"(34.13951, -118.38839)"
3848 N BUENA PARK DR,09047 20000 00172,CofO Issued,07/21/2016,Inspection,Permit Finaled,"(34.13951, -118.38839)"
10412 N TUJUNGA CANYON BLVD,16014 20000 02285,Issued,07/22/2016,Footing/Foundation/Slab,Insp Scheduled,"(34.25797, -118.29178)"
5015 N EAGLE ROCK BLVD,15014 10000 05284,Issued,07/18/2016,METHANE-Rough,No Access for Inspection,"(34.13746, -118.21479)"
323 N DOUGLAS ST,16041 10000 21292,Permit Finaled,07/20/2016,Service/Power Release,Not Ready for Inspection,"(34.06539, -118.25794)"
3455 S WADE ST,15016 30000 20988,Issued,07/22/2016,Smoke Detectors,Approved,"(34.00922, -118.44382)"
3809 N BOBSTONE DR,16030 20000 00557,Issued,07/18/2016,Deputy Other (see comments),Partial Approval,"(34.13849, -118.42988)"
1071 W 30TH ST,16016 10000 15195,Permit Finaled,07/19/2016,Final,Insp Cancelled,"(34.02753, -118.28587)"
3760 S MOTOR AVE,15016 10000 08671,CofO Issued,07/21/2016,Inspection,Permit Finaled,"(34.0213, -118.40438)"
3760 S MOTOR AVE,15016 10000 08671,CofO Issued,07/21/2016,Inspection,Permit Finaled,"(34.0213, -118.40438)"
1015 W FIGUEROA TER BLDG 1,11041 10001 04392,Issued,07/20/2016,Rough,Not Ready for Inspection,"(34.06871, -118.24528)"
1600 N BENEDICT CANYON DR,16016 20000 09654,Issued,07/21/2016,Interior/Exterior Lathing,Approved,"(34.09994, -118.43449)"
2022 S ALBERTA AVE,14010 10000 01377,Issued,07/22/2016,METHANE-Subgrade,Insp Cancelled,"(33.98607, -118.46868)"
16551 W BOSQUE DR,15010 30000 03075,Issued,07/20/2016,Smoke Detectors,Approved,"(34.14596, -118.49427)"
10697 W SOMMA WAY,13010 10000 03127,Issued,07/19/2016,Piling/Pier/Caisson,Partial Approval,"(34.09107, -118.45223)"
356 N CRESCENT HEIGHTS BLVD,15047 20000 01227,Issued,07/20/2016,Enclosure/Fence,Corrections Issued,"(34.07771, -118.36571)"
1659 W EXPOSITION BLVD,16016 20000 15419,Issued,07/19/2016,Smoke Detectors,Approved,"(34.01859, -118.31066)"
1601 N VINE ST,14010 10000 01878,Issued,07/20/2016,Green Building Rough,Insp Cancelled,"(34.09998, -118.32695)"
2875 S CLUB DR,14014 20000 01501,CofO Issued,07/18/2016,CofO Issuance,CofO Issued,"(34.03885, -118.40235)"
1022 S WILTON PL,16041 90000 10320,Permit Finaled,07/19/2016,Final,Permit Finaled,"(34.05213, -118.31437)"
1835 S LA CIENEGA BLVD,15044 10000 11677,Permit Finaled,07/18/2016,Final,Permit Finaled,"(34.04335, -118.37674)"
5016 N NOBLE AVE,16014 20000 01340,CofO in Progress,07/21/2016,CofO Issuance,CofO in Progress,"(34.16138, -118.46154)"
4190 N ALONZO AVE,16041 20000 21395,Issued,07/22/2016,Rough,Approved,"(34.14745, -118.5233)"
171-173 1/2 E 35TH ST,16042 70000 08596,Issued,07/19/2016,Rough,Partial Approval,"(34.01687, -118.27073)"
2256 S BARRY AVE,15014 10000 05286,Issued,07/21/2016,Deputy Reinf. Concrete,Approved,"(34.03353, -118.44564)"
5750 W WILSHIRE BLVD GRND FLR,16016 10000 03242,Issued,07/22/2016,Drywall Nailing,Insp Scheduled,"(34.06227, -118.3542)"
128 W 90TH ST,16042 70000 13348,Issued,07/18/2016,SGSOV-Seismic Gas S/O Valve,SGSOV Approved,"(33.95453, -118.2749)"
9045 S LINCOLN BLVD,15042 10000 01666,Issued,07/22/2016,Final,Insp Scheduled,"(33.95688, -118.41657)"
10951 N LAUREL CANYON BLVD,16014 20000 02520,Issued,07/21/2016,ELECTRICAL-Rough,Partial Approval,"(34.26945, -118.44381)"
1350 N SHADYBROOK DR,15014 20000 01949,Issued,07/22/2016,Interior/Exterior Lathing,Insp Scheduled,"(34.09608, -118.43049)"
7749 W DAY ST,14041 70000 33593,Permit Finaled,07/19/2016,Final,Permit Finaled,"(34.25491, -118.30194)"
9772 N CREEMORE DR,14016 20000 10670,Permit Finaled,07/18/2016,Smoke Detectors,Approved,"(34.24476, -118.2708)"
2256 S BARRY AVE,15014 10000 05286,Issued,07/19/2016,Deputy Reinf. Masonry,Approved,"(34.03353, -118.44564)"
854 1/2 N HYPERION AVE,16041 20000 24442,Permit Finaled,07/20/2016,Final,Permit Finaled,"(34.0871, -118.28273)"
12360 W OSBORNE PL 20,13010 20000 04181,Issued,07/20/2016,Interior/Exterior Lathing,Approved,"(34.25922, -118.40237)"
13149 W DESMOND ST,16014 20000 01817,Issued,07/18/2016,Floor/Roof Diaphrgm/Shear Wall,Partial Approval,"(34.2828, -118.41938)"
5900 W CENTER DR,13010 10000 01451,Issued,07/22/2016,Deputy Steel/Welding,Conditional Approval,"(33.97536, -118.38767)"
18157 W PARTHENIA ST,16042 20000 03564,Permit Finaled,07/22/2016,Final,Permit Finaled,"(34.22881, -118.52919)"
937 E 89TH ST,15010 70000 01651,Issued,07/21/2016,Footing/Foundation/Slab,Insp Cancelled,"(33.95573, -118.25733)"
5307 S COMPTON AVE,16019 10000 02692,Issued,07/18/2016,Final,Not Ready for Inspection,"(33.9946, -118.24793)"
1000 S WESTWOOD BLVD,15016 20000 23157,Issued,07/18/2016,Green Building Final,Corrections Issued,"(34.06224, -118.44512)"
1153-1155 S HUDSON AVE,16016 10000 09050,Permit Finaled,07/20/2016,Final,Permit Finaled,"(34.05364, -118.33651)"
12690 W SANDHILL LANE #1-3,15041 10000 22078,Issued,07/22/2016,Rough,Insp Scheduled,"(33.97692, -118.41538)"
905 E 2ND ST,12010 10000 02536,Issued,07/19/2016,Drywall Nailing,Partial Inspection,"(34.04727, -118.23464)"
22200 W VICTORY BLVD,16041 10000 11199,Issued,07/22/2016,Final,Insp Scheduled,"(34.18622, -118.61093)"
6406 W 87TH PL,16041 90000 14556,Issued,07/22/2016,Final,Insp Scheduled,"(33.95772, -118.39918)"
10979 W BLUFFSIDE DR BLDG 1,14041 10000 28938,Issued,07/18/2016,Rough,Not Ready for Inspection,"(34.14174, -118.36926)"
4869 N ALONZO AVE,15014 20000 02896,CofO Issued,07/21/2016,Inspection,Permit Finaled,"(34.15886, -118.52086)"
4869 N ALONZO AVE,15014 20000 02896,CofO Issued,07/21/2016,Inspection,Permit Finaled,"(34.15886, -118.52086)"
5100 W WILSHIRE BLVD 1-138,14010 30000 00584,Issued,07/21/2016,Footing/Foundation/Slab,Partial Approval,"(34.062, -118.34089)"
"3782 W MARTIN LUTHER KING, JR BLVD",15042 10000 19104,Issued,07/20/2016,Underground,Partial Approval,"(34.01316, -118.34001)"
18013 W SEA REEF DR,16016 30000 12093,Issued,07/22/2016,PLUMBING-Rough,Partial Approval,"(34.04665, -118.56866)"
1515 N VERMONT AVE,16041 10000 17497,Issued,07/20/2016,Final,Corrections Issued,"(34.09867, -118.29207)"
2211 N GLENDALE BLVD Unit 9,14010 10000 01942,Issued,07/19/2016,Green Building Rough,Not Ready for Inspection,"(34.09492, -118.25937)"
11811 W SAN VICENTE BLVD,14030 10000 00211,Issued,07/22/2016,Initial Grading,Insp Scheduled,"(34.0532, -118.46895)"
7869 N VAN NUYS BLVD,13010 10000 04552,Issued,07/22/2016,Deputy Reinf. Concrete,Insp Scheduled,"(34.21384, -118.44897)"
8436 W 3RD ST,15044 20000 07493,Issued,07/22/2016,Rough-A/C and Heating,Insp Scheduled,"(34.07301, -118.37448)"
11291 N WOODCOCK AVE,16014 20000 00743,Issued,07/19/2016,METHANE-Barrier,Approved,"(34.27513, -118.42042)"
9947 N MARCUS AVE,13044 10000 05377,Issued,07/22/2016,Rough-Appliance Vents,Insp Scheduled,"(34.24913, -118.28188)"
8640 S VERMONT AVE,15041 10000 25785,Issued,07/21/2016,Rough,Corrections Issued,"(33.95922, -118.29137)"
412 N CLIFFWOOD AVE,14010 30000 01385,Issued,07/20/2016,Green Building Final,Approved,"(34.06344, -118.48706)"
6426 S 3RD AVE,07014 10000 08283,CofO Issued,07/18/2016,Excavation/Setback/Form/Re-Bar,Approved,"(33.98126, -118.3205)"
348 --350 E 120TH ST,15010 10000 03266,Issued,07/19/2016,SGSOV-Seismic Gas S/O Valve,Insp Cancelled,"(33.92351, -118.26774)"
3620 S WADE ST TEMP,15041 30000 03379,Issued,07/20/2016,Service/Power Release,Not Required,"(34.00566, -118.44104)"
1230 S OLIVE ST,16043 20000 00209,Issued,07/21/2016,Overhead Hydro,Partial Approval,"(34.03811, -118.26206)"
2968 W 6TH ST,15043 10000 05341,Issued,07/21/2016,Special/Order Compliance,Partial Approval,"(34.06349, -118.28603)"
2015 N CASTILIAN DR,15014 10000 03395,Issued,07/18/2016,Green Building Rough,Not Ready for Inspection,"(34.10837, -118.34286)"
8820 S SEPULVEDA EASTWAY,16010 10001 00289,Issued,07/18/2016,Deputy Grading,Approved,"(33.95623, -118.39461)"
21630 W MEDINA ESTATES DR,16042 90000 14274,Permit Finaled,07/20/2016,Final,Cancelled,"(34.1587, -118.60116)"
10800 S PERSHING DR,14041 10000 17141,Issued,07/19/2016,Rough,Cancelled,"(33.93744, -118.43216)"
3104 S BUDLONG AVE,16016 20000 16578,Permit Finaled,07/21/2016,Smoke Detectors,Approved,"(34.02623, -118.29577)"
7893 N SHADYSPRING DR,16041 90000 21646,Permit Finaled,07/18/2016,Final,Permit Finaled,"(34.21278, -118.34722)"
5837 W SUNSET BLVD 1-79,13010 10000 01500,Issued,07/18/2016,Green Building Final,Partial Approval,"(34.09822, -118.31709)"
9752 W ALCOTT ST,15042 30000 12087,Permit Finaled,07/19/2016,Final,Permit Finaled,"(34.05361, -118.40048)"
8031 N VAN NOORD AVE,16041 20000 20430,Issued,07/20/2016,Rough,Not Ready for Inspection,"(34.21708, -118.41559)"
5900 W CENTER DR,13042 10000 20223,Issued,07/21/2016,Rough,Partial Approval,"(33.97536, -118.38767)"
12574 W EVERGLADE ST,16014 30000 00798,Issued,07/18/2016,Excavation/Setback/Form/Re-Bar,Approved,"(34.01132, -118.44307)"
316 N ROSSMORE AVE #107,16016 20000 14858,Issued,07/22/2016,Drywall Nailing,Insp Scheduled,"(34.0771, -118.32703)"
2511 W 3RD ST,15042 20003 07038,Permit Finaled,07/18/2016,Inspection,Permit Finaled,"(34.06525, -118.27685)"
1050 S GRAND AVE,15044 10000 03976,Issued,07/19/2016,Rough-AC/Htng/Vent,Partial Approval,"(34.04173, -118.26157)"
17320 W VANOWEN ST LOT 17,15010 20000 02687,Issued,07/19/2016,Shower Pan,Approved,"(34.19365, -118.5109)"
10200 W VENICE BLVD,16016 10000 08451,CofO Issued,07/18/2016,Final,OK to Issue CofO,"(34.02122, -118.40202)"
4029 W DON DIABLO DR,16014 10000 00190,Issued,07/22/2016,BUILDING-Rough-Frame,Insp Scheduled,"(34.00882, -118.3453)"
5433 N SAN FERNANDO ROAD WEST,16041 20000 14762,Issued,07/19/2016,Rough,Partial Approval,"(34.1511, -118.2751)"
1557 S CALLE PATRICIA,14047 30000 00441,Issued,07/20/2016,Excavation/Setback/Form/Re-Bar,Not Ready for Inspection,"(34.07544, -118.5496)"
21141 S BRIGHTON AVE,15010 10000 03351,CofO Issued,07/21/2016,Inspection,Permit Finaled,"(33.83672, -118.30072)"
21141 S BRIGHTON AVE,15010 10000 03351,CofO Issued,07/21/2016,Inspection,Permit Finaled,"(33.83672, -118.30072)"
1500 S BEVERLY DR,12010 30000 02610,Issued,07/20/2016,Insulation,Partial Approval,"(34.05225, -118.39518)"
