Incident #,Alarm Time,Call Type,Incident Type,Response Time (Median),Incident Duration,Stations,Units,Unit Count,GeoJSON,geo_point_2d
18-1100515,2018-11-24,False Fire Call,"Human - Malicious intent, prank",3.62,42.02,"BROCK ST,RAILWAY ST","L241,P241,P251",3,"{""type"": ""Point"", ""coordinates"": [-76.53408992854744, 44.2542029442182]}","44.2542029442,-76.5340899285"
16-0800403,2016-08-14,Medical,Alcohol or drug related,3.77,23.13,WOODBINE RD,P271,1,"{""type"": ""Point"", ""coordinates"": [-76.59908685151764, 44.26002793105809]}","44.2600279311,-76.5990868515"
18-1100516,2018-11-24,Medical,Other Medical/Resuscitator Call,5.85,27.33,RAILWAY ST,P251,1,"{""type"": ""Point"", ""coordinates"": [-76.48882861415412, 44.263437884568056]}","44.2634378846,-76.4888286142"
16-0800408,2016-08-14,Fire,Open air burning/unauthorized controlled burning (,7.8,18.27,"BROCK ST,PALACE RD,RAILWAY ST","C241,L241,P241,P251,P261",5,"{""type"": ""Point"", ""coordinates"": [-76.48006846016017, 44.270048762610976]}","44.2700487626,-76.4800684602"
18-1100517,2018-11-24,Medical,Oxygen administered,1.65,29.07,"BROCK ST,RAILWAY ST","P241,P251",2,"{""type"": ""Point"", ""coordinates"": [-76.48423132362159, 44.26170124482477]}","44.2617012448,-76.4842313236"
16-0800412,2016-08-15,Medical,Alcohol or drug related,5.3,10.15,PALACE RD,P261,1,,
18-1100520,2018-11-24,Medical,Medical/resuscitator call no action required,9.93,12.1,PALACE RD,"P261,P262",2,"{""type"": ""Point"", ""coordinates"": [-76.48554209046635, 44.22863303068966]}","44.2286330307,-76.4855420905"
16-0800414,2016-08-15,False Fire Call,Alarm System Equipment - Malfunction,3.8,7.75,"BROCK ST,PALACE RD","P241,P261",2,"{""type"": ""Point"", ""coordinates"": [-76.50972157491968, 44.22936909615597]}","44.2293690962,-76.5097215749"
18-1100522,2018-11-24,False Fire Call,Alarm System Equipment - Malfunction,12.0,40.55,"BROCK ST,GORE RD,RAILWAY ST","A231,L241,P231,P241,P251",5,"{""type"": ""Point"", ""coordinates"": [-76.43573486712997, 44.275601580804405]}","44.2756015808,-76.4357348671"
16-0800417,2016-08-15,Fire,"Overheat (no fire, e.g. engines, mechanical device",5.68,29.43,"BREWERS MILLS RD,JOYCEVILLE RD","P211,P221,T211,T221",4,"{""type"": ""Point"", ""coordinates"": [-76.28816556489477, 44.31801217151711]}","44.3180121715,-76.2881655649"
18-1100525,2018-11-24,False Fire Call,Other False Fire Call,4.72,27.92,"BROCK ST,RAILWAY ST","L241,P241,P251",3,"{""type"": ""Point"", ""coordinates"": [-76.50270709241339, 44.239362368433596]}","44.2393623684,-76.5027070924"
16-0800418,2016-08-15,False Fire Call,Human - Accidental (alarm accidentally activated b,4.73,14.32,"BROCK ST,PALACE RD","L241,P242,P261",3,"{""type"": ""Point"", ""coordinates"": [-76.51850490041886, 44.23150094111301]}","44.2315009411,-76.5185049004"
18-1100528,2018-11-24,Motor Vehicle Accident,Vehicle Collision,4.1,7.8,"PALACE RD,RAILWAY ST","P251,P261",2,"{""type"": ""Point"", ""coordinates"": [-76.50570279730498, 44.24527782748486]}","44.2452778275,-76.5057027973"
16-0800421,2016-08-15,Motor Vehicle Accident,Vehicle Collision,5.5,16.88,GORE RD,"A231,P231",2,"{""type"": ""Point"", ""coordinates"": [-76.45656924907865, 44.25416765677923]}","44.2541676568,-76.4565692491"
18-1100534,2018-11-24,False Fire Call,Other False Fire Call,5.53,27.58,"BROCK ST,PALACE RD,RAILWAY ST","L241,P241,P251,P261,P262",5,"{""type"": ""Point"", ""coordinates"": [-76.48068532183837, 44.228368933782264]}","44.2283689338,-76.4806853218"
16-0800425,2016-08-15,False Fire Call,Human - Perceived Emergency,4.35,18.87,"BROCK ST,PALACE RD,RAILWAY ST","C241,L241,P242,P251,P261",5,"{""type"": ""Point"", ""coordinates"": [-76.4976086702093, 44.22439704544648]}","44.2243970454,-76.4976086702"
16-0800458,2016-08-16,False Fire Call,Alarm System Equipment - Malfunction,7.27,18.82,PALACE RD,P261,1,"{""type"": ""Point"", ""coordinates"": [-76.50419204094995, 44.238499976571134]}","44.2384999766,-76.5041920409"
16-0800482,2016-08-17,False Fire Call,Alarm System Equipment - Malfunction,10.77,49.13,"BROCK ST,DAYS RD,PALACE RD,WOODBINE RD","A271,L241,P201,P261",4,"{""type"": ""Point"", ""coordinates"": [-76.55738705018226, 44.228376037240146]}","44.2283760372,-76.5573870502"
16-0800483,2016-08-17,False Fire Call,Other False Fire Call,4.37,11.15,"PALACE RD,RAILWAY ST","P251,P261",2,"{""type"": ""Point"", ""coordinates"": [-76.50039854888178, 44.25479612302121]}","44.254796123,-76.5003985489"
16-0800489,2016-08-17,False Fire Call,Human - Accidental (alarm accidentally activated b,5.67,13.67,"DAYS RD,WOODBINE RD","P201,P271",2,"{""type"": ""Point"", ""coordinates"": [-76.6036403419681, 44.24629004028475]}","44.2462900403,-76.603640342"
16-0800503,2016-08-18,Medical,Medical Aid Not Required on Arrival,3.78,18.1,"BREWERS MILLS RD,GORE RD,JOYCEVILLE RD","C231,P211,P221",3,"{""type"": ""Point"", ""coordinates"": [-76.28550711912403, 44.44997446315138]}","44.4499744632,-76.2855071191"
16-0800506,2016-08-18,Motor Vehicle Accident,Vehicle Collision,9.43,22.65,GORE RD,"A231,P231",2,"{""type"": ""Point"", ""coordinates"": [-76.44838847799957, 44.27764641712708]}","44.2776464171,-76.448388478"
16-0800512,2016-08-18,CO Alarm,CO false alarm - equipment malfunction (no CO pres,6.47,16.82,GORE RD,P231,1,"{""type"": ""Point"", ""coordinates"": [-76.44623811545398, 44.26256727406066]}","44.2625672741,-76.4462381155"
16-0800515,2016-08-18,Medical,Other Medical/Resuscitator Call,5.75,11.4,PALACE RD,P261,1,"{""type"": ""Point"", ""coordinates"": [-76.54545076438018, 44.239869922941786]}","44.2398699229,-76.5454507644"
16-0800520,2016-08-19,Medical,Defibrillator used,9.23,37.17,"BREWERS MILLS RD,JOYCEVILLE RD","P211,P221",2,"{""type"": ""Point"", ""coordinates"": [-76.27055143744344, 44.428713943889655]}","44.4287139439,-76.2705514374"
16-0800530,2016-08-19,False Fire Call,Human - Accidental (alarm accidentally activated b,3.93,32.23,"BROCK ST,RAILWAY ST","L241,P241,P251",3,"{""type"": ""Point"", ""coordinates"": [-76.48320511059644, 44.23415997636289]}","44.2341599764,-76.4832051106"
16-0800533,2016-08-19,Medical,Seizure,4.63,26.45,PALACE RD,P261,1,"{""type"": ""Point"", ""coordinates"": [-76.49077011081472, 44.24114832375164]}","44.2411483238,-76.4907701108"
16-0800537,2016-08-20,CO Alarm,CO false alarm - perceived emergency (no CO presen,11.53,25.43,GORE RD,P231,1,"{""type"": ""Point"", ""coordinates"": [-76.45285299384936, 44.26505506584703]}","44.2650550658,-76.4528529938"
16-0800548,2016-08-20,False Fire Call,Human - Perceived Emergency,4.38,15.85,BROCK ST,P241,1,"{""type"": ""Point"", ""coordinates"": [-76.49343496136487, 44.24156070264017]}","44.2415607026,-76.4934349614"
16-0800549,2016-08-20,Motor Vehicle Accident,Vehicle Collision,11.3,23.33,"BREWERS MILLS RD,JOYCEVILLE RD,UNITY RD","C281,P211,P221,P281",4,"{""type"": ""Point"", ""coordinates"": [-76.25906340700234, 44.45484373576931]}","44.4548437358,-76.259063407"
16-0800556,2016-08-20,Fire,Open air burning/unauthorized controlled burning (,5.27,12.17,PALACE RD,P261,1,"{""type"": ""Point"", ""coordinates"": [-76.53173908816417, 44.23694768645762]}","44.2369476865,-76.5317390882"
16-0800564,2016-08-20,Medical,Alcohol or drug related,2.52,9.62,PALACE RD,P261,1,"{""type"": ""Point"", ""coordinates"": [-76.48068532183837, 44.228368933782264]}","44.2283689338,-76.4806853218"
16-0800574,2016-08-21,Other,Other Public Hazard,8.98,17.03,WOODBINE RD,P271,1,"{""type"": ""Point"", ""coordinates"": [-76.5515080455708, 44.25212443295448]}","44.252124433,-76.5515080456"
16-0800578,2016-08-21,Medical,Oxygen administered,4.33,22.57,WOODBINE RD,P271,1,"{""type"": ""Point"", ""coordinates"": [-76.58097265314281, 44.267459201257914]}","44.2674592013,-76.5809726531"
16-0800585,2016-08-21,Medical,Alcohol or drug related,4.73,16.2,RAILWAY ST,P251,1,"{""type"": ""Point"", ""coordinates"": [-76.48570065105247, 44.26158283208306]}","44.2615828321,-76.4857006511"
16-0800586,2016-08-21,CO Alarm,CO false alarm - equipment malfunction (no CO pres,3.85,19.72,PALACE RD,P261,1,"{""type"": ""Point"", ""coordinates"": [-76.51179885596041, 44.23305511511405]}","44.2330551151,-76.511798856"
16-0800593,2016-08-22,Medical,CPR administered,5.05,32.92,PALACE RD,P261,1,"{""type"": ""Point"", ""coordinates"": [-76.53199753953226, 44.233835807684024]}","44.2338358077,-76.5319975395"
16-0800595,2016-08-22,False Fire Call,Human - Accidental (alarm accidentally activated b,4.15,15.75,"BROCK ST,RAILWAY ST","L241,P241,P251",3,"{""type"": ""Point"", ""coordinates"": [-76.49341646208595, 44.22367897651186]}","44.2236789765,-76.4934164621"
16-0800596,2016-08-22,Motor Vehicle Accident,Vehicle Collision,4.7,25.82,"DAYS RD,WOODBINE RD","P201,P271",2,"{""type"": ""Point"", ""coordinates"": [-76.57144827918368, 44.256764884199164]}","44.2567648842,-76.5714482792"
16-0800608,2016-08-23,Other,Gas Leak - Natural Gas,4.68,17.35,"BROCK ST,PALACE RD,RAILWAY ST","C241,L241,P241,P251,P261",5,"{""type"": ""Point"", ""coordinates"": [-76.50916081242761, 44.24058623446364]}","44.2405862345,-76.5091608124"
16-0800622,2016-08-23,Fire,Pot on Stove (no fire),7.5,13.13,"DAYS RD,WOODBINE RD","P201,P271",2,"{""type"": ""Point"", ""coordinates"": [-76.6258868007875, 44.233909959712214]}","44.2339099597,-76.6258868008"
16-0800632,2016-08-24,False Fire Call,Alarm System Equipment - Malfunction,6.05,25.77,"BROCK ST,PALACE RD","L241,P241,P261",3,"{""type"": ""Point"", ""coordinates"": [-76.51403117937677, 44.21911219984546]}","44.2191121998,-76.5140311794"
16-0800633,2016-08-24,False Fire Call,Alarm System Equipment - Malfunction,5.67,30.15,"BROCK ST,PALACE RD","L241,P241,P261",3,"{""type"": ""Point"", ""coordinates"": [-76.51403117937677, 44.21911219984546]}","44.2191121998,-76.5140311794"
16-0800642,2016-08-24,False Fire Call,Other False Fire Call,4.43,16.12,"BROCK ST,PALACE RD","L241,P241,P261",3,"{""type"": ""Point"", ""coordinates"": [-76.48200350759053, 44.226648922109504]}","44.2266489221,-76.4820035076"
16-0800659,2016-08-25,Other,Call cancelled on route,,0.7,"DAYS RD,WOODBINE RD","P201,P271",2,"{""type"": ""Point"", ""coordinates"": [-76.55738705018226, 44.228376037240146]}","44.2283760372,-76.5573870502"
16-0800665,2016-08-25,Fire,Pot on Stove (no fire),3.67,8.2,"BROCK ST,RAILWAY ST","P241,P251",2,"{""type"": ""Point"", ""coordinates"": [-76.49668098900284, 44.24247350731939]}","44.2424735073,-76.496680989"
16-0800671,2016-08-25,Medical,Alcohol or drug related,3.87,12.55,WOODBINE RD,P271,1,"{""type"": ""Point"", ""coordinates"": [-76.57125524992098, 44.25368249304826]}","44.253682493,-76.5712552499"
16-0800672,2016-08-25,Fire,Other Cooking/toasting/smoke/steam (no fire),3.26,16.18,"BROCK ST,PALACE RD","L241,P241,P261",3,"{""type"": ""Point"", ""coordinates"": [-76.49837108980628, 44.236388675692886]}","44.2363886757,-76.4983710898"
16-0800676,2016-08-26,Medical,Alcohol or drug related,5.45,5.83,BROCK ST,P241,1,"{""type"": ""Point"", ""coordinates"": [-76.50171937860982, 44.22338522981763]}","44.2233852298,-76.5017193786"
16-0800677,2016-08-26,Fire,Fire,6.1,30.6,"BROCK ST,DAYS RD,PALACE RD,WOODBINE RD","C241,P201,P261,P271,P272",5,"{""type"": ""Point"", ""coordinates"": [-76.61186609328078, 44.24822443781343]}","44.2482244378,-76.6118660933"
16-0800680,2016-08-26,Medical,Medical/resuscitator call no action required,4.82,13.5,DAYS RD,P201,1,"{""type"": ""Point"", ""coordinates"": [-76.57894411354486, 44.236513420162474]}","44.2365134202,-76.5789441135"
16-0800686,2016-08-26,Medical,Medical Aid Not Required on Arrival,3.98,5.38,BROCK ST,P241,1,"{""type"": ""Point"", ""coordinates"": [-76.50550061324475, 44.23906539593741]}","44.2390653959,-76.5055006132"
16-0800691,2016-08-26,Fire,Open air burning/unauthorized controlled burning (,4.13,17.85,BROCK ST,P241,1,"{""type"": ""Point"", ""coordinates"": [-76.49934704097568, 44.23068230278057]}","44.2306823028,-76.499347041"
16-0800700,2016-08-27,Medical,CPR administered,6.68,30.27,DAYS RD,P201,1,"{""type"": ""Point"", ""coordinates"": [-76.56622498488893, 44.25613997059721]}","44.2561399706,-76.5662249849"
16-0800701,2016-08-27,False Fire Call,Alarm System Equipment - Malfunction,5.79,42.95,"DAYS RD,WOODBINE RD","P201,P271",2,"{""type"": ""Point"", ""coordinates"": [-76.5636278050523, 44.243611622774594]}","44.2436116228,-76.5636278051"
16-0800706,2016-08-27,Medical,Oxygen administered,4.12,13.47,WOODBINE RD,P271,1,"{""type"": ""Point"", ""coordinates"": [-76.58097265314281, 44.267459201257914]}","44.2674592013,-76.5809726531"
16-0800719,2016-08-27,Other,Public Hazard call false alarm,5.7,12.68,PALACE RD,P261,1,"{""type"": ""Point"", ""coordinates"": [-76.52148843560751, 44.222097211585975]}","44.2220972116,-76.5214884356"
16-0800721,2016-08-27,Medical,Alcohol or drug related,4.65,10.82,RAILWAY ST,P251,1,"{""type"": ""Point"", ""coordinates"": [-76.48849912994768, 44.2549441930629]}","44.2549441931,-76.4884991299"
16-0800722,2016-08-27,Medical,Medical Aid Not Required on Arrival,6.27,18.5,WOODBINE RD,P271,1,"{""type"": ""Point"", ""coordinates"": [-76.56116713941175, 44.25283998778919]}","44.2528399878,-76.5611671394"
16-0800723,2016-08-28,Structure Rescue,Persons Trapped in Elevator,4.05,18.67,BROCK ST,P241,1,"{""type"": ""Point"", ""coordinates"": [-76.48200350759053, 44.226648922109504]}","44.2266489221,-76.4820035076"
16-0800734,2016-08-28,False Fire Call,Alarm System Equipment - Malfunction,7.07,13.3,"DAYS RD,WOODBINE RD","A271,P201,P271",3,"{""type"": ""Point"", ""coordinates"": [-76.55738705018226, 44.228376037240146]}","44.2283760372,-76.5573870502"
16-0800738,2016-08-28,Fire,NO LOSS OUTDOOR fire (see exclusions),4.62,19.8,"PALACE RD,RAILWAY ST","P251,P261",2,"{""type"": ""Point"", ""coordinates"": [-76.49430232270093, 44.265852498343556]}","44.2658524983,-76.4943023227"
16-0800744,2016-08-29,Medical,Other Medical/Resuscitator Call,3.75,15.42,WOODBINE RD,P271,1,"{""type"": ""Point"", ""coordinates"": [-76.58400315584652, 44.25026029016967]}","44.2502602902,-76.5840031558"
16-0800746,2016-08-29,Fire,Open air burning/unauthorized controlled burning (,8.83,29.98,"BROCK ST,RAILWAY ST","P241,P251",2,"{""type"": ""Point"", ""coordinates"": [-76.49918810384563, 44.243515385657524]}","44.2435153857,-76.4991881038"
16-0800795,2016-08-31,Other,Other Response,,3.52,BROCK ST,P241,1,"{""type"": ""Point"", ""coordinates"": [-76.58518888983693, 44.257161983687794]}","44.2571619837,-76.5851888898"
16-0900001,2016-09-01,CO Alarm,CO false alarm - perceived emergency (no CO presen,4.15,11.58,BROCK ST,P241,1,"{""type"": ""Point"", ""coordinates"": [-76.49205826957538, 44.23005454010048]}","44.2300545401,-76.4920582696"
16-0900003,2016-09-01,Motor Vehicle Accident,Vehicle Collision,5.1,15.47,"PALACE RD,RAILWAY ST","P251,P261",2,"{""type"": ""Point"", ""coordinates"": [-76.52672115281999, 44.23819485440534]}","44.2381948544,-76.5267211528"
16-0900006,2016-09-01,False Fire Call,Human - Perceived Emergency,4.02,20.83,"BROCK ST,PALACE RD,RAILWAY ST","C241,L241,P241,P251,P261",5,"{""type"": ""Point"", ""coordinates"": [-76.49377379231993, 44.242981658582266]}","44.2429816586,-76.4937737923"
16-0900016,2016-09-01,Fire,Open air burning/unauthorized controlled burning (,3.95,18.68,RAILWAY ST,P251,1,"{""type"": ""Point"", ""coordinates"": [-76.49573576977936, 44.25806484294391]}","44.2580648429,-76.4957357698"
16-0900038,2016-09-03,Medical,Alcohol or drug related,5.23,18.78,BROCK ST,P241,1,"{""type"": ""Point"", ""coordinates"": [-76.48338001441819, 44.2306079988819]}","44.2306079989,-76.4833800144"
16-0900039,2016-09-03,Fire,Authorized controlled burning - complaint,12.05,21.87,PALACE RD,P261,1,"{""type"": ""Point"", ""coordinates"": [-76.52416506857925, 44.22562512572985]}","44.2256251257,-76.5241650686"
16-0900042,2016-09-03,Medical,Alcohol or drug related,3.95,7.95,RAILWAY ST,P251,1,"{""type"": ""Point"", ""coordinates"": [-76.48237759997983, 44.23959846021711]}","44.2395984602,-76.4823776"
16-0900047,2016-09-03,Motor Vehicle Accident,Vehicle Collision,2.93,9.75,"BROCK ST,RAILWAY ST","P241,P251",2,"{""type"": ""Point"", ""coordinates"": [-76.4847767106038, 44.23238703505585]}","44.2323870351,-76.4847767106"
16-0900048,2016-09-03,Medical,Other Medical/Resuscitator Call,5.12,39.07,DAYS RD,P201,1,"{""type"": ""Point"", ""coordinates"": [-76.61214838620667, 44.2208615010522]}","44.2208615011,-76.6121483862"
16-0900060,2016-09-03,Other,Gas Leak - Natural Gas,3.48,41.07,"BROCK ST,PALACE RD,RAILWAY ST","C241,L241,P241,P251,P261",5,"{""type"": ""Point"", ""coordinates"": [-76.48159376567958, 44.23189621785307]}","44.2318962179,-76.4815937657"
16-0900065,2016-09-04,False Fire Call,Alarm System Equipment - Malfunction,3.8,24.5,"BROCK ST,PALACE RD","L241,P241,P261",3,"{""type"": ""Point"", ""coordinates"": [-76.49825565866452, 44.2348742794179]}","44.2348742794,-76.4982556587"
16-0900067,2016-09-04,Motor Vehicle Accident,Vehicle Collision,3.63,43.93,"DAYS RD,WOODBINE RD","P201,P271",2,"{""type"": ""Point"", ""coordinates"": [-76.59758695266868, 44.26339669535723]}","44.2633966954,-76.5975869527"
16-0900078,2016-09-04,Fire,Authorized controlled burning - complaint,7.52,29.87,PALACE RD,P261,1,"{""type"": ""Point"", ""coordinates"": [-76.52664761365068, 44.24882194183698]}","44.2488219418,-76.5266476137"
16-0900083,2016-09-05,Fire,Open air burning/unauthorized controlled burning (,4.73,14.48,RAILWAY ST,P251,1,"{""type"": ""Point"", ""coordinates"": [-76.48203749236336, 44.256283139836825]}","44.2562831398,-76.4820374924"
16-0900085,2016-09-05,Fire,Open air burning/unauthorized controlled burning (,5.27,17.48,WOODBINE RD,P271,1,"{""type"": ""Point"", ""coordinates"": [-76.57899825759463, 44.25690235342693]}","44.2569023534,-76.5789982576"
16-0900111,2016-09-06,Medical,Medical Aid Not Required on Arrival,3.52,7.37,BROCK ST,P241,1,"{""type"": ""Point"", ""coordinates"": [-76.49392089825665, 44.226860987891556]}","44.2268609879,-76.4939208983"
16-0900112,2016-09-06,Other,"CO incident, CO present (exc false alarms)",5.47,19.02,WOODBINE RD,P271,1,"{""type"": ""Point"", ""coordinates"": [-76.58130392717734, 44.26438650600281]}","44.264386506,-76.5813039272"
16-0900115,2016-09-06,False Fire Call,Other False Fire Call,6.4,24.23,"BROCK ST,PALACE RD","L241,P241,P261",3,"{""type"": ""Point"", ""coordinates"": [-76.52367693635239, 44.21892793842323]}","44.2189279384,-76.5236769364"
16-0900117,2016-09-06,Other,Incident not found,1.17,4.03,PALACE RD,P261,1,"{""type"": ""Point"", ""coordinates"": [-76.50463608904582, 44.240642621808604]}","44.2406426218,-76.504636089"
16-0900118,2016-09-06,Fire,Other Cooking/toasting/smoke/steam (no fire),3.75,11.8,"BROCK ST,PALACE RD","L241,P241,P261",3,"{""type"": ""Point"", ""coordinates"": [-76.51385362320279, 44.2221776160165]}","44.222177616,-76.5138536232"
16-0900123,2016-09-06,Other,Other Response,0.0,99.78,WOODBINE RD,P272,1,"{""type"": ""Point"", ""coordinates"": [-76.58518888983693, 44.257161983687794]}","44.2571619837,-76.5851888898"
16-0900127,2016-09-06,Other,Call cancelled on route,,2.02,BROCK ST,P241,1,"{""type"": ""Point"", ""coordinates"": [-76.4976086702093, 44.22439704544648]}","44.2243970454,-76.4976086702"
16-0900128,2016-09-07,False Fire Call,Alarm System Equipment - Malfunction,5.2,20.65,"DAYS RD,WOODBINE RD","P201,P271",2,"{""type"": ""Point"", ""coordinates"": [-76.60326097920932, 44.264799418188]}","44.2647994182,-76.6032609792"
16-0900132,2016-09-07,Other,Assistance not required by other agency,3.42,5.98,WOODBINE RD,P271,1,"{""type"": ""Point"", ""coordinates"": [-76.56622498488893, 44.25613997059721]}","44.2561399706,-76.5662249849"
