"YEAR";"MONTH_NUMBER";"MONTH";"REPORT_PERIOD";"NEIGHBOURHOOD";"NEIGHBOURHOOD_ID";"COMPLAINT";"INITIATED_BY";"STATUS";"COUNT";"LATITUDE";"LONGITUDE";"LOCATION"
"2014";"1";"JANUARY";"JANUARY-2014";"Beaumaris";"3040";"Snow/Ice On Walk";"Citizen";"Resolved Complaint";"1";"53.61842";"-113.50502785728688";"(53.61842211180419, -113.50502785728688)"
"2015";"10";"OCTOBER";"OCTOBER-2015";"Summerlea";"4520";"Unlicensed Business";"Citizen";"Resolved Complaint";"6";"53.52528";"-113.6228280592803";"(53.5252835835766, -113.6228280592803)"
"2017";"8";"AUGUST";"AUGUST-2017";"North Glenora";"3310";"Weeds";"By-law Officer";"Resolved Complaint";"2";"53.55495";"-113.55826488479815";"(53.554947960393555, -113.55826488479815)"
"2020";"6";"JUNE";"JUNE-2020";"The Orchards At Ellerslie";"6216";"Weeds";"Citizen";"Resolved Complaint";"5";"53.40309";"-113.45816656931493";"(53.403088297267004, -113.45816656931493)"
"2011";"4";"APRIL";"APRIL-2011";"Maple Ridge Industrial";"6420";"Nuisance Property";"Citizen";"Resolved Complaint";"2";"53.49813";"-113.35627280061284";"(53.498127315485235, -113.35627280061284)"
"2020";"9";"SEPTEMBER";"SEPTEMBER-2020";"Alberta Avenue";"1010";"Weeds";"By-law Officer";"Resolved Complaint";"1";"53.56848";"-113.48516811507994";"(53.56847906718172, -113.48516811507994)"
"2012";"12";"DECEMBER";"DECEMBER-2012";"Kirkness";"2430";"Snow/Ice On Walk";"By-law Officer";"Resolved Complaint";"14";"53.61141";"-113.38838887879497";"(53.611408522704465, -113.38838887879497)"
"2011";"7";"JULY";"JULY-2011";"Glastonbury";"4720";"Weeds";"Citizen";"Resolved Complaint";"6";"53.50320";"-113.66989495602218";"(53.50319644152367, -113.66989495602218)"
"2013";"8";"AUGUST";"AUGUST-2013";"Windermere";"5570";"Weeds";"By-law Officer";"Under Investigation";"1";"53.43259";"-113.62604011598293";"(53.43258506576373, -113.62604011598293)"
"2020";"9";"SEPTEMBER";"SEPTEMBER-2020";"Killarney";"2420";"Nuisance Property";"Citizen";"Resolved Complaint";"8";"53.58849";"-113.47956789304071";"(53.58849024821234, -113.47956789304071)"
"2014";"12";"DECEMBER";"DECEMBER-2014";"Terrace Heights";"6730";"Snow/Ice On Walk";"Citizen";"Resolved Complaint";"12";"53.54207";"-113.43780118364619";"(53.542073576989786, -113.43780118364619)"
"2012";"10";"OCTOBER";"OCTOBER-2012";"Garneau";"5200";"Unlicensed Business";"By-law Officer";"Resolved Complaint";"2";"53.52014";"-113.51466073815163";"(53.520137013740865, -113.51466073815163)"
"2020";"8";"AUGUST";"AUGUST-2020";"Canossa";"3080";"Unlicensed Business";"Citizen";"Resolved Complaint";"1";"53.63619";"-113.52269260038258";"(53.636193038119806, -113.52269260038258)"
"2018";"2";"FEBRUARY";"FEBRUARY-2018";"Thorncliff";"4560";"Graffiti";"Citizen";"Resolved Complaint";"2";"53.51670";"-113.62282975921876";"(53.51669855026152, -113.62282975921876)"
"2015";"4";"APRIL";"APRIL-2015";"Belle Rive";"2050";"Nuisance Property";"Citizen";"Resolved Complaint";"3";"53.62230";"-113.47355749819154";"(53.62229893381064, -113.47355749819154)"
"2017";"12";"DECEMBER";"DECEMBER-2017";"York";"2720";"Snow/Ice On Walk";"By-law Officer";"Resolved Complaint";"2";"53.60290";"-113.43020574343895";"(53.602895378014146, -113.43020574343895)"
"2018";"3";"MARCH";"MARCH-2018";"Bulyea Heights";"5100";"Snow/Ice On Walk";"Citizen";"Resolved Complaint";"2";"53.47776";"-113.56917224481626";"(53.47776108214907, -113.56917224481626)"
"2016";"10";"OCTOBER";"OCTOBER-2016";"McConachie Area";"2521";"Nuisance Property";"Citizen";"Resolved Complaint";"1";"53.63643";"-113.43130710885495";"(53.63642709124956, -113.43130710885495)"
"2012";"2";"FEBRUARY";"FEBRUARY-2012";"King Edward Park";"6360";"Unlicensed Business";"Citizen";"Resolved Complaint";"3";"53.51516";"-113.45062583260703";"(53.51516193312055, -113.45062583260703)"
"2013";"8";"AUGUST";"AUGUST-2013";"Wild Rose";"6790";"Weeds";"By-law Officer";"Resolved Complaint";"1";"53.47058";"-113.381166576475";"(53.47058430162453, -113.381166576475)"
"2017";"6";"JUNE";"JUNE-2017";"Laurier Heights";"3270";"Weeds";"Citizen";"Resolved Complaint";"3";"53.51425";"-113.56933226321841";"(53.51424671570046, -113.56933226321841)"
"2017";"7";"JULY";"JULY-2017";"Southeast Industrial";"6690";"Unlicensed Business";"Citizen";"Resolved Complaint";"3";"53.49973";"-113.37483267638905";"(53.49973087594548, -113.37483267638905)"
"2012";"1";"JANUARY";"JANUARY-2012";"Montrose";"2550";"Nuisance Property";"Citizen";"Resolved Complaint";"5";"53.57512";"-113.44219934684766";"(53.57511738753874, -113.44219934684766)"
"2017";"7";"JULY";"JULY-2017";"Newton";"2560";"Weeds";"Citizen";"Resolved Complaint";"4";"53.57629";"-113.42512820186101";"(53.576288318720806, -113.42512820186101)"
"2019";"5";"MAY";"MAY-2019";"Delwood";"2230";"Unlicensed Business";"Citizen";"Resolved Complaint";"2";"53.59594";"-113.45513078354243";"(53.595936718227186, -113.45513078354243)"
"2019";"3";"MARCH";"MARCH-2019";"Delwood";"2230";"Snow/Ice On Walk";"By-law Officer";"Resolved Complaint";"8";"53.59594";"-113.45513078354243";"(53.595936718227186, -113.45513078354243)"
"2016";"6";"JUNE";"JUNE-2016";"Ritchie";"6610";"Graffiti";"By-law Officer";"Resolved Complaint";"1";"53.51329";"-113.4802306338554";"(53.513293804114674, -113.4802306338554)"
"2011";"2";"FEBRUARY";"FEBRUARY-2011";"Ottewell";"6550";"Snow/Ice On Walk";"By-law Officer";"Resolved Complaint";"44";"53.53134";"-113.43074604760109";"(53.53134376415048, -113.43074604760109)"
"2015";"6";"JUNE";"JUNE-2015";"Girard Industrial";"6260";"Unlicensed Business";"Citizen";"Resolved Complaint";"1";"53.51117";"-113.43774604812353";"(53.51117278999842, -113.43774604812353)"
"2019";"11";"NOVEMBER";"NOVEMBER-2019";"Downtown";"1090";"Nuisance Property";"By-law Officer";"Resolved Complaint";"1";"53.54088";"-113.49924372443917";"(53.54087526522481, -113.49924372443917)"
"2018";"2";"FEBRUARY";"FEBRUARY-2018";"Royal Gardens";"5430";"Nuisance Property";"Citizen";"Resolved Complaint";"1";"53.47945";"-113.52810321138851";"(53.47945373050392, -113.52810321138851)"
"2012";"4";"APRIL";"APRIL-2012";"Blackmud Creek";"5453";"Unlicensed Business";"Citizen";"Resolved Complaint";"3";"53.42043";"-113.51112314120384";"(53.42043274451876, -113.51112314120384)"
"2016";"7";"JULY";"JULY-2016";"Alberta Avenue";"1010";"Graffiti";"Citizen";"Resolved Complaint";"1";"53.56848";"-113.48516811507994";"(53.56847906718172, -113.48516811507994)"
"2012";"7";"JULY";"JULY-2012";"Belle Rive";"2050";"Unlicensed Business";"Citizen";"Resolved Complaint";"1";"53.62230";"-113.47355749819154";"(53.62229893381064, -113.47355749819154)"
"2014";"1";"JANUARY";"JANUARY-2014";"Leger";"5630";"Unlicensed Business";"Citizen";"Resolved Complaint";"1";"53.45772";"-113.57740906861547";"(53.4577181888475, -113.57740906861547)"
"2015";"3";"MARCH";"MARCH-2015";"Laurel";"6444";"Nuisance Property";"Citizen";"Resolved Complaint";"2";"53.44580";"-113.38147072766459";"(53.44580464601288, -113.38147072766459)"
"2020";"7";"JULY";"JULY-2020";"Armstrong Industrial";"4030";"Unlicensed Business";"Citizen";"Under Investigation";"1";"53.56587";"-113.6212507737479";"(53.565870064385, -113.6212507737479)"
"2017";"7";"JULY";"JULY-2017";"Duggan";"5160";"Nuisance Property";"Citizen";"Under Investigation";"1";"53.47149";"-113.5060584565456";"(53.471492755040344, -113.5060584565456)"
"2016";"8";"AUGUST";"AUGUST-2016";"Oleskiw";"4360";"Unlicensed Business";"Citizen";"Resolved Complaint";"1";"53.49621";"-113.60447202500849";"(53.49621227854868, -113.60447202500849)"
"2019";"2";"FEBRUARY";"FEBRUARY-2019";"Brintnell";"2110";"Snow/Ice On Walk";"Citizen";"Resolved Complaint";"36";"53.62184";"-113.40593551917826";"(53.621837223937895, -113.40593551917826)"
"2013";"10";"OCTOBER";"OCTOBER-2013";"Summerside";"6213";"Unlicensed Business";"By-law Officer";"Resolved Complaint";"1";"53.41748";"-113.46121313390861";"(53.41747653172933, -113.46121313390861)"
"2020";"4";"APRIL";"APRIL-2020";"Eastwood";"1100";"Unlicensed Business";"Citizen";"Resolved Complaint";"3";"53.57609";"-113.46874575611328";"(53.57608628955444, -113.46874575611328)"
"2020";"1";"JANUARY";"JANUARY-2020";"Belmead";"4040";"Unlicensed Business";"Citizen";"Resolved Complaint";"1";"53.52557";"-113.64101345308048";"(53.52557425219291, -113.64101345308048)"
"2014";"1";"JANUARY";"JANUARY-2014";"Bisset";"6030";"Unlicensed Business";"Citizen";"Resolved Complaint";"2";"53.45910";"-113.40137552327023";"(53.45909651679703, -113.40137552327023)"
"2019";"6";"JUNE";"JUNE-2019";"Lansdowne";"5260";"Weeds";"Citizen";"Resolved Complaint";"3";"53.48731";"-113.54849544072694";"(53.48730696241941, -113.54849544072694)"
"2014";"1";"JANUARY";"JANUARY-2014";"McArthur Industrial";"3290";"Unlicensed Business";"Citizen";"Resolved Complaint";"3";"53.59262";"-113.56425000757075";"(53.59262289450793, -113.56425000757075)"
"2016";"12";"DECEMBER";"DECEMBER-2016";"Maple Ridge Industrial";"6420";"Unlicensed Business";"Citizen";"Resolved Complaint";"1";"53.49813";"-113.35627280061284";"(53.498127315485235, -113.35627280061284)"
"2017";"7";"JULY";"JULY-2017";"McCauley";"1140";"Unlicensed Business";"By-law Officer";"Under Investigation";"1";"53.55551";"-113.48141781132108";"(53.55550744739304, -113.48141781132108)"
"2011";"8";"AUGUST";"AUGUST-2011";"Cashman";"5466";"Weeds";"By-law Officer";"Resolved Complaint";"1";"53.41746";"-113.50075494598111";"(53.41745728829364, -113.50075494598111)"
"2020";"4";"APRIL";"APRIL-2020";"Wilson Industrial";"4640";"Nuisance Property";"Citizen";"Resolved Complaint";"1";"53.55408";"-113.63356366270007";"(53.55407629702009, -113.63356366270007)"
"2011";"5";"MAY";"MAY-2011";"Meyokumin";"6460";"Nuisance Property";"Citizen";"Resolved Complaint";"1";"53.45013";"-113.42725240057334";"(53.450132609753844, -113.42725240057334)"
"2016";"8";"AUGUST";"AUGUST-2016";"Duggan";"5160";"Unlicensed Business";"Citizen";"Resolved Complaint";"2";"53.47149";"-113.5060584565456";"(53.471492755040344, -113.5060584565456)"
"2012";"6";"JUNE";"JUNE-2012";"King Edward Park";"6360";"Weeds";"By-law Officer";"Resolved Complaint";"10";"53.51516";"-113.45062583260703";"(53.51516193312055, -113.45062583260703)"
"2019";"1";"JANUARY";"JANUARY-2019";"Meadowlark Park";"4310";"Graffiti";"Citizen";"Resolved Complaint";"1";"53.52553";"-113.59655190605099";"(53.52552528599914, -113.59655190605099)"
"2017";"4";"APRIL";"APRIL-2017";"South Terwillegar";"5642";"Nuisance Property";"Citizen";"Resolved Complaint";"2";"53.44023";"-113.57902105126114";"(53.440231798863046, -113.57902105126114)"
"2017";"10";"OCTOBER";"OCTOBER-2017";"Brookside";"5090";"Nuisance Property";"Citizen";"Resolved Complaint";"1";"53.48492";"-113.56314681057894";"(53.484920665999084, -113.56314681057894)"
"2013";"3";"MARCH";"MARCH-2013";"Parkallen";"5310";"Snow/Ice On Walk";"By-law Officer";"Resolved Complaint";"1";"53.50333";"-113.51824294080788";"(53.503333894692844, -113.51824294080788)"
"2013";"7";"JULY";"JULY-2013";"Bonnie Doon";"6040";"Unlicensed Business";"Citizen";"Resolved Complaint";"3";"53.52377";"-113.46729006225137";"(53.523768960098934, -113.46729006225137)"
"2017";"1";"JANUARY";"JANUARY-2017";"Crawford Plains";"6140";"Unlicensed Business";"Citizen";"Resolved Complaint";"3";"53.44181";"-113.40621829074806";"(53.44181065595263, -113.40621829074806)"
"2014";"2";"FEBRUARY";"FEBRUARY-2014";"Girard Industrial";"6260";"Unlicensed Business";"Citizen";"Resolved Complaint";"1";"53.51117";"-113.43774604812353";"(53.51117278999842, -113.43774604812353)"
"2016";"1";"JANUARY";"JANUARY-2016";"Parkallen";"5310";"Nuisance Property";"Citizen";"Resolved Complaint";"1";"53.50333";"-113.51824294080788";"(53.503333894692844, -113.51824294080788)"
"2014";"5";"MAY";"MAY-2014";"Eastgate Business Park";"6180";"Unlicensed Business";"Citizen";"Resolved Complaint";"4";"53.53405";"-113.40635093079894";"(53.53405252983872, -113.40635093079894)"
"2013";"6";"JUNE";"JUNE-2013";"Forest Heights";"6230";"Nuisance Property";"Citizen";"Resolved Complaint";"4";"53.54454";"-113.45126745011629";"(53.54454288128656, -113.45126745011629)"
"2016";"4";"APRIL";"APRIL-2016";"Idylwylde";"6320";"Unlicensed Business";"Citizen";"Resolved Complaint";"2";"53.52161";"-113.44911376690581";"(53.521613207275095, -113.44911376690581)"
"2014";"8";"AUGUST";"AUGUST-2014";"Downtown";"1090";"Unlicensed Business";"Citizen";"Resolved Complaint";"17";"53.54088";"-113.49924372443917";"(53.54087526522481, -113.49924372443917)"
"2016";"8";"AUGUST";"AUGUST-2016";"Allard";"5458";"Weeds";"Citizen";"Resolved Complaint";"2";"53.40116";"-113.52664103089808";"(53.40116440487528, -113.52664103089808)"
"2012";"5";"MAY";"MAY-2012";"Oliver";"1150";"Weeds";"Citizen";"Resolved Complaint";"1";"53.54199";"-113.52399426586823";"(53.541993233892136, -113.52399426586823)"
"2019";"8";"AUGUST";"AUGUST-2019";"Killarney";"2420";"Nuisance Property";"By-law Officer";"Resolved Complaint";"1";"53.58849";"-113.47956789304071";"(53.58849024821234, -113.47956789304071)"
"2020";"8";"AUGUST";"AUGUST-2020";"Lorelei";"3280";"Nuisance Property";"Citizen";"Resolved Complaint";"1";"53.62461";"-113.5044094315818";"(53.6246127279689, -113.5044094315818)"
"2014";"12";"DECEMBER";"DECEMBER-2014";"Cromdale";"1070";"Nuisance Property";"By-law Officer";"Resolved Complaint";"1";"53.56118";"-113.46350367428037";"(53.56118065995512, -113.46350367428037)"
"2012";"9";"SEPTEMBER";"SEPTEMBER-2012";"Minchau";"6530";"Nuisance Property";"By-law Officer";"Resolved Complaint";"3";"53.46681";"-113.40708904280103";"(53.46681080938951, -113.40708904280103)"
"2017";"1";"JANUARY";"JANUARY-2017";"Ellerslie";"6211";"Nuisance Property";"Citizen";"Resolved Complaint";"1";"53.42859";"-113.45767773135667";"(53.42859210373411, -113.45767773135667)"
"2016";"10";"OCTOBER";"OCTOBER-2016";"Summerside";"6213";"Nuisance Property";"Citizen";"Resolved Complaint";"5";"53.41748";"-113.46121313390861";"(53.41747653172933, -113.46121313390861)"
"2019";"3";"MARCH";"MARCH-2019";"Queen Alexandra";"5330";"Nuisance Property";"Citizen";"Under Investigation";"2";"53.51233";"-113.50484705945985";"(53.51233223489751, -113.50484705945985)"
"2012";"11";"NOVEMBER";"NOVEMBER-2012";"Strathcona";"5480";"Snow/Ice On Walk";"By-law Officer";"Resolved Complaint";"9";"53.52239";"-113.4909645397036";"(53.52239098753585, -113.4909645397036)"
"2011";"8";"AUGUST";"AUGUST-2011";"CPR Irvine";"6110";"Nuisance Property";"Citizen";"Resolved Complaint";"1";"53.50753";"-113.49059021171215";"(53.50752632038383, -113.49059021171215)"
"2013";"1";"JANUARY";"JANUARY-2013";"Crawford Plains";"6140";"Unlicensed Business";"Citizen";"Resolved Complaint";"5";"53.44181";"-113.40621829074806";"(53.44181065595263, -113.40621829074806)"
"2018";"9";"SEPTEMBER";"SEPTEMBER-2018";"Glenwood";"4180";"Weeds";"Citizen";"Resolved Complaint";"1";"53.53645";"-113.60277044031012";"(53.53645466158683, -113.60277044031012)"
"2011";"9";"SEPTEMBER";"SEPTEMBER-2011";"Royal Gardens";"5430";"Nuisance Property";"Citizen";"Resolved Complaint";"2";"53.47945";"-113.52810321138851";"(53.47945373050392, -113.52810321138851)"
"2017";"4";"APRIL";"APRIL-2017";"Riverdale";"1210";"Unlicensed Business";"Citizen";"Resolved Complaint";"1";"53.54407";"-113.46899402862239";"(53.54407041090096, -113.46899402862239)"
"2013";"7";"JULY";"JULY-2013";"Steinhauer";"5470";"Unlicensed Business";"Citizen";"Resolved Complaint";"1";"53.46454";"-113.5059296639569";"(53.46454112371608, -113.5059296639569)"
"2013";"10";"OCTOBER";"OCTOBER-2013";"Tamarack";"6443";"Unlicensed Business";"By-law Officer";"Resolved Complaint";"1";"53.46471";"-113.3591832101987";"(53.46471142005772, -113.3591832101987)"
"2016";"11";"NOVEMBER";"NOVEMBER-2016";"Northmount";"2580";"Nuisance Property";"Citizen";"Resolved Complaint";"2";"53.60321";"-113.47962816354354";"(53.60320753140844, -113.47962816354354)"
"2020";"1";"JANUARY";"JANUARY-2020";"Starling";"4474";"Unlicensed Business";"Citizen";"Resolved Complaint";"1";"53.59224";"-113.65782409629044";"(53.59224321222988, -113.65782409629044)"
"2020";"6";"JUNE";"JUNE-2020";"Youngstown Industrial";"4660";"Unlicensed Business";"Citizen";"Resolved Complaint";"2";"53.55247";"-113.61056808568452";"(53.552467816369536, -113.61056808568452)"
"2016";"6";"JUNE";"JUNE-2016";"Fraser";"2280";"Nuisance Property";"By-law Officer";"Resolved Complaint";"4";"53.61121";"-113.36978447542182";"(53.61120506312749, -113.36978447542182)"
"2013";"8";"AUGUST";"AUGUST-2013";"Glenwood";"4180";"Weeds";"By-law Officer";"Resolved Complaint";"13";"53.53645";"-113.60277044031012";"(53.53645466158683, -113.60277044031012)"
"2018";"10";"OCTOBER";"OCTOBER-2018";"Allendale";"5010";"Nuisance Property";"Citizen";"Resolved Complaint";"3";"53.50229";"-113.50482116295773";"(53.50229282517935, -113.50482116295773)"
"2012";"1";"JANUARY";"JANUARY-2012";"Canora";"4090";"Unlicensed Business";"Citizen";"Resolved Complaint";"10";"53.54617";"-113.58420793540262";"(53.546166670601956, -113.58420793540262)"
"2018";"8";"AUGUST";"AUGUST-2018";"Maple";"6441";"Weeds";"Citizen";"Resolved Complaint";"2";"53.47551";"-113.354170140503";"(53.4755089357063, -113.354170140503)"
"2016";"10";"OCTOBER";"OCTOBER-2016";"Strathcona";"5480";"Unlicensed Business";"Citizen";"Resolved Complaint";"9";"53.52239";"-113.4909645397036";"(53.52239098753585, -113.4909645397036)"
"2011";"11";"NOVEMBER";"NOVEMBER-2011";"Lorelei";"3280";"Snow/Ice On Walk";"Citizen";"Resolved Complaint";"1";"53.62461";"-113.5044094315818";"(53.6246127279689, -113.5044094315818)"
"2018";"3";"MARCH";"MARCH-2018";"Alberta Avenue";"1010";"Nuisance Property";"Citizen";"Under Investigation";"1";"53.56848";"-113.48516811507994";"(53.56847906718172, -113.48516811507994)"
"2013";"1";"JANUARY";"JANUARY-2013";"Bonnie Doon";"6040";"Nuisance Property";"By-law Officer";"Resolved Complaint";"1";"53.52377";"-113.46729006225137";"(53.523768960098934, -113.46729006225137)"
"2018";"12";"DECEMBER";"DECEMBER-2018";"Caernarvon";"3060";"Nuisance Property";"Citizen";"Resolved Complaint";"1";"53.61188";"-113.5264041462146";"(53.61188370428357, -113.5264041462146)"
"2019";"5";"MAY";"MAY-2019";"Beacon Heights";"2040";"Unlicensed Business";"By-law Officer";"Resolved Complaint";"1";"53.57353";"-113.40604017904667";"(53.57353309911853, -113.40604017904667)"
"2012";"1";"JANUARY";"JANUARY-2012";"Virginia Park";"1240";"Unlicensed Business";"Citizen";"Resolved Complaint";"1";"53.56089";"-113.45028197900743";"(53.56088801431773, -113.45028197900743)"
"2011";"2";"FEBRUARY";"FEBRUARY-2011";"Bisset";"6030";"Graffiti";"By-law Officer";"Resolved Complaint";"1";"53.45910";"-113.40137552327023";"(53.45909651679703, -113.40137552327023)"
"2019";"11";"NOVEMBER";"NOVEMBER-2019";"Minchau";"6530";"Unlicensed Business";"Citizen";"Resolved Complaint";"2";"53.46681";"-113.40708904280103";"(53.46681080938951, -113.40708904280103)"
"2015";"10";"OCTOBER";"OCTOBER-2015";"Elsinore";"3190";"Unlicensed Business";"Citizen";"Resolved Complaint";"2";"53.64071";"-113.49938765518463";"(53.64070616624647, -113.49938765518463)"
"2011";"2";"FEBRUARY";"FEBRUARY-2011";"Bulyea Heights";"5100";"Snow/Ice On Walk";"By-law Officer";"Resolved Complaint";"1";"53.47776";"-113.56917224481626";"(53.47776108214907, -113.56917224481626)"
"2012";"12";"DECEMBER";"DECEMBER-2012";"Calder";"3070";"Snow/Ice On Walk";"By-law Officer";"Resolved Complaint";"12";"53.58803";"-113.52887227758312";"(53.58803294035536, -113.52887227758312)"
"2017";"10";"OCTOBER";"OCTOBER-2017";"Girard Industrial";"6260";"Unlicensed Business";"Citizen";"Resolved Complaint";"1";"53.51117";"-113.43774604812353";"(53.51117278999842, -113.43774604812353)"
"2015";"11";"NOVEMBER";"NOVEMBER-2015";"Rural North East South Sturgeon";"2690";"Unlicensed Business";"Citizen";"Resolved Complaint";"1";"53.61892";"-113.32454377928708";"(53.61891798481372, -113.32454377928708)"
"2014";"3";"MARCH";"MARCH-2014";"Matt Berry";"2500";"Graffiti";"Citizen";"Resolved Complaint";"1";"53.62225";"-113.43607503617324";"(53.62225412946232, -113.43607503617324)"
"2017";"8";"AUGUST";"AUGUST-2017";"Walker";"6662";"Weeds";"By-law Officer";"Resolved Complaint";"21";"53.41767";"-113.43043554360622";"(53.41767254622824, -113.43043554360622)"
