Category,Trade Name,Address,Licence Number,Licence Status,Issue Date,Expiry Date,Business Improvement Area,Neighbourhood ID,Neighbourhood,Ward,Latitude,Longitude,Location,Count
Delivery/Transportation Services,GOLDEN ARROW (UNIT 429),20204 - 111 AVENUE NW,72476960-001,RENEWAL NOTICE,11/13/2019 12:00:00 AM,11/29/2020 12:00:00 AM,,4650,Winterburn Industrial Area East,Ward 1,53.559311,-113.670589,"(53.55931118790959, -113.67058857879827)",1
Restaurant or Food Service,NORMAND'S,11639A - JASPER AVENUE NW,7259968-001,ISSUED,12/18/2019 12:00:00 AM,01/11/2021 12:00:00 AM,,1150,Oliver,Ward 6,53.540627,-113.522382,"(53.54062659424834, -113.52238238804534)",1
Vehicle Fueling Station,7-ELEVEN STORE # 33502H,12659 - 153 AVENUE NW,43543236-001,RENEWAL NOTICE,12/17/2019 12:00:00 AM,12/17/2020 12:00:00 AM,,3020,Baranow,Ward 2,53.616415,-113.540292,"(53.61641480966922, -113.54029202752632)",1
Vehicle Sales/Rental,CANADIAN AUTO,,7318686-001,ISSUED,12/18/2019 12:00:00 AM,01/08/2021 12:00:00 AM,,3180,Dunluce,Ward 3,,,,1
Vehicle Repair,FAMILY MOTORS,12518 - 97 STREET NW,80229072-001,ISSUED,01/04/2020 12:00:00 AM,01/14/2021 12:00:00 AM,,1280,Yellowhead Corridor West,Ward 2,53.582161,-113.492898,"(53.58216095697202, -113.49289831471633)",1
Restaurant or Food Service,SWISS CHALET,6303 - CURRENTS DRIVE NW,306141952-002,ISSUED,02/18/2020 12:00:00 AM,03/12/2021 12:00:00 AM,,5505,Ambleside,Ward 9,53.436060,-113.603608,"(53.43606016211366, -113.60360782910574)",1
Delivery/Transportation Services,GOLDEN ARROW (UNIT 1008),20204 - 111 AVENUE NW,72478988-001,RENEWAL NOTICE,11/13/2019 12:00:00 AM,11/29/2020 12:00:00 AM,,4650,Winterburn Industrial Area East,Ward 1,53.559311,-113.670589,"(53.55931118790959, -113.67058857879827)",1
General Contractor,CHRISTENSEN AND ASSOCIATES,,230923744-002,RENEWAL NOTICE,11/14/2019 12:00:00 AM,11/29/2020 12:00:00 AM,,3270,Laurier Heights,Ward 5,,,,1
Vehicle Repair,SUB ZERO EQUIPMENT SERVICES,,184743547-002,ISSUED,02/24/2020 12:00:00 AM,02/24/2021 12:00:00 AM,,4110,Dechene,Ward 5,,,,1
Restaurant or Food Service,TABLE TOP CAFE,"100, 10235 - 124 STREET NW",182688646-002,ISSUED,12/18/2019 12:00:00 AM,12/21/2020 12:00:00 AM,124 Street and Area,1150,Oliver,Ward 6,53.543987,-113.535386,"(53.54398725095515, -113.53538618921723)",1
Restaurant or Food Service,DOMINO'S PIZZA #10183,7109 - 101 AVENUE NW,116675724-001,ISSUED,10/15/2020 12:00:00 AM,11/14/2021 12:00:00 AM,,6730,Terrace Heights,Ward 8,53.540911,-113.437555,"(53.54091113891636, -113.43755464083385)",1
Restaurant or Food Service,7-ELEVEN FOOD STORES 33534,11220 - 171 AVENUE NW,61089666-001,RENEWAL NOTICE,12/17/2019 12:00:00 AM,12/17/2020 12:00:00 AM,,3080,Canossa,Ward 3,53.633860,-113.517509,"(53.6338598315742, -113.51750945554086)",1
General Industrial,JIMMY J'S CUSTOM EXHAUST MANUFACTURING,6725 - 124 AVENUE NW,231136460-003,ISSUED,10/15/2020 12:00:00 AM,10/28/2021 12:00:00 AM,,2360,Industrial Heights,Ward 7,53.579478,-113.445599,"(53.57947830446427, -113.44559893787932)",1
General Business,SGNO,"102, 8627 - 91 STREET NW",232619892-002,RENEWAL NOTICE,11/25/2019 12:00:00 AM,11/29/2020 12:00:00 AM,French Quarter and Area,6040,Bonnie Doon,Ward 8,53.522470,-113.466556,"(53.52247002492387, -113.46655588786052)",1
General Business,CROWN DENTAL LAB,"4FL, 10050 - 112 STREET NW",116411540-007,RENEWAL NOTICE,10/29/2019 12:00:00 AM,11/29/2020 12:00:00 AM,,1150,Oliver,Ward 6,53.540115,-113.514478,"(53.540114918783985, -113.5144779082344)",1
Delivery/Transportation Services,ACE COURIER SERVICES,8808 - 58 AVENUE NW,7393907-001,ISSUED,12/18/2019 12:00:00 AM,01/10/2021 12:00:00 AM,,6170,Davies Industrial West,Ward 11,53.494441,-113.463833,"(53.494441498479844, -113.46383297997248)",1
General Business,SMART START CANADA ULC,17518 - 105 AVENUE NW,180055802-003,RENEWAL NOTICE,11/18/2019 12:00:00 AM,11/29/2020 12:00:00 AM,,4300,McNamara Industrial,Ward 1,53.549129,-113.623037,"(53.54912858851429, -113.62303735742542)",1
General Business,EDMONTON GOJUKAI KARATE CLUB,,7461966-001,ISSUED,12/18/2019 12:00:00 AM,01/07/2021 12:00:00 AM,,5040,Belgravia,Ward 8,,,,1
General Business,INNOVATIVE JANITORIAL SUPPLIES,4505 - 101 STREET NW,7364610-001,ISSUED,12/18/2019 12:00:00 AM,12/31/2020 12:00:00 AM,,6560,Papaschase Industrial,Ward 11,53.483371,-113.488553,"(53.48337105571532, -113.48855269405496)",1
Restaurant or Food Service,TAG BAR AND STEAKHOUSE,15327 - 97 STREET NW,327683682-002,ISSUED,09/22/2020 12:00:00 AM,10/07/2021 12:00:00 AM,,2241,Eaux Claires,Ward 3,53.614734,-113.490393,"(53.614734113461516, -113.49039304346066)",1
General Contractor,EXPERT TREE PRUNING,,7474218-001,ISSUED,12/18/2019 12:00:00 AM,12/31/2020 12:00:00 AM,,4290,Mayfield,Ward 1,,,,1
Vehicle Repair,LEE JAY AUTO BODY LTD,12930 - 156 STREET NW,7271311-001,ISSUED,12/18/2019 12:00:00 AM,01/07/2021 12:00:00 AM,,4320,Mistatim Industrial,Ward 2,53.587875,-113.591898,"(53.58787542135947, -113.59189772340012)",1
Participant Recreation Services,B ACTIVE BADMINTON CLUB,14830 - 112 AVENUE NW,169934873-002,ISSUED,11/02/2020 12:00:00 AM,11/16/2021 12:00:00 AM,,3230,Huff Bremner Estate Industrial,Ward 2,53.561252,-113.575842,"(53.56125169854595, -113.57584208811609)",1
General Business,SALLY BEAUTY SUPPLY,"174, 3803 - CALGARY TRAIL NW",100225873-001,ISSUED,11/02/2020 12:00:00 AM,12/16/2021 12:00:00 AM,,5120,Calgary Trail South,Ward 10,53.473026,-113.493848,"(53.47302603162568, -113.49384819266362)",1
Tobacco Sales,CIRCLE K STORE #22585,11105 - 87 AVENUE NW,36699787-002,ISSUED,11/02/2020 12:00:00 AM,11/22/2021 12:00:00 AM,,5200,Garneau,Ward 8,53.522629,-113.518641,"(53.5226290593825, -113.51864057693874)",1
Vehicle Repair,OK TIRE (WHYTE AVENUE),6703 - 82 AVENUE NW,187011866-002,ISSUED,11/26/2019 12:00:00 AM,12/31/2020 12:00:00 AM,,6250,Gainer Industrial,Ward 11,53.517632,-113.431283,"(53.517631911848085, -113.43128283900276)",1
General Business,PRAIRIE MINES & ROYALTY ULC,"1100, 10123 - 99 STREET NW",161152212-001,ISSUED,10/09/2020 12:00:00 AM,10/09/2021 12:00:00 AM,Downtown,1090,Downtown,Ward 6,53.542116,-113.488356,"(53.54211604438879, -113.48835578331843)",1
General Contractor,RAYGOZA CONTRACTING LTD.,,343143701-002,ISSUED,09/13/2020 12:00:00 AM,10/06/2021 12:00:00 AM,,6441,Maple,Ward 12,,,,1
Restaurant or Food Service,MENCHIE'S FROZEN YOGOURT,8705 - 109 STREET NW,327066046-002,ISSUED,10/15/2020 12:00:00 AM,10/15/2021 12:00:00 AM,,5200,Garneau,Ward 8,53.523068,-113.511509,"(53.52306827484722, -113.51150890088995)",1
General Contractor,BARCODE CONSTRUCTION & RENOVATIONS LTD,4109 - 98 STREET NW,163770605-001,ISSUED,10/15/2020 12:00:00 AM,11/09/2021 12:00:00 AM,,6700,Strathcona Industrial Park,Ward 11,53.477023,-113.481517,"(53.47702300314981, -113.48151659096835)",1
Restaurant or Food Service,JUST DONAIRS,16904 - 107 AVENUE NW,347473557-002,RENEWAL NOTICE,12/18/2019 12:00:00 AM,12/17/2020 12:00:00 AM,,4660,Youngstown Industrial,Ward 1,53.553567,-113.612600,"(53.55356708554241, -113.61259985704753)",1
Vehicle Repair,BROTHERS AUTO BODY LTD,5403 - 76 AVENUE NW,46719651-001,ISSUED,12/18/2019 12:00:00 AM,12/31/2020 12:00:00 AM,,6160,Davies Industrial East,Ward 11,53.511891,-113.421422,"(53.51189118027017, -113.4214220779313)",1
Participant Recreation Services,FLYFREE MOVEMENT,8303 - ARGYLL ROAD NW,263014409-002,RENEWAL NOTICE,11/29/2019 12:00:00 AM,11/29/2020 12:00:00 AM,,6090,Coronet Addition Industrial,Ward 11,53.502171,-113.453716,"(53.502171447878744, -113.45371589070008)",1
Tobacco Sales,CASTLEDOWNS SHELL,9804 - 153 AVENUE NW,90910316-001,RENEWAL NOTICE,11/29/2019 12:00:00 AM,11/29/2020 12:00:00 AM,,3040,Beaumaris,Ward 3,53.614634,-113.493208,"(53.6146341303834, -113.49320795607453)",1
Minor Retail Store,GHOST ARMOR CANADA CORP,"51, 5015 - 111 STREET NW",290027956-002,RENEWAL NOTICE,11/29/2019 12:00:00 AM,11/29/2020 12:00:00 AM,,5170,Empire Park,Ward 10,53.485721,-113.513544,"(53.48572086708062, -113.51354403884146)",1
General Business,SKATE CANADA: ALBERTA - NORTHWEST TERRITORIES/NUNAVUT ASSOCIATION,11759 - GROAT ROAD NW,234119737-002,RENEWAL NOTICE,10/30/2019 12:00:00 AM,11/29/2020 12:00:00 AM,The Crossroads,3240,Inglewood,Ward 2,53.569539,-113.548044,"(53.569539407857164, -113.54804403369528)",1
General Business,ASSALY INTERIOR DESIGN,,86498121-002,ISSUED,04/14/2020 12:00:00 AM,05/13/2021 12:00:00 AM,,5260,Lansdowne,Ward 10,,,,1
General Business,THE TRAVELING TICKLE TRUNK INC,9923 - 82 AVENUE NW,82211187-001,RENEWAL NOTICE,10/24/2019 12:00:00 AM,11/29/2020 12:00:00 AM,Old Strathcona,6610,Ritchie,Ward 11,53.517738,-113.487120,"(53.51773776026043, -113.4871198997458)",1
Rental Accommodation,HOPE COTTAGE,7428 - 182 STREET NW,171169604-002,ISSUED,11/02/2020 12:00:00 AM,11/02/2021 12:00:00 AM,,4270,Lymburn,Ward 5,53.508113,-113.637809,"(53.50811259242506, -113.6378086915842)",1
Restaurant or Food Service,HAVE MERCY FOOD & BOOZE,8232 - GATEWAY BOULEVARD NW,42367070-006,ISSUED,12/23/2019 12:00:00 AM,12/23/2020 12:00:00 AM,Old Strathcona,5480,Strathcona,Ward 8,53.518842,-113.495514,"(53.51884218494526, -113.49551364541979)",1
General Contractor,PWC AND/OR POLISHED WITH CARE,,349423990-002,RENEWAL NOTICE,12/10/2019 12:00:00 AM,12/09/2020 12:00:00 AM,,4500,Sherwood,Ward 1,,,,1
General Industrial,PLANET COFFEE,9408 - 39 AVENUE NW,252059570-002,ISSUED,09/30/2020 12:00:00 AM,10/19/2021 12:00:00 AM,,6700,Strathcona Industrial Park,Ward 11,53.474801,-113.475558,"(53.47480125827386, -113.47555751454601)",1
General Business,LEON'S FURNITURE WAREHOUSE & SHOWROOM,4939 - 52 AVENUE NW,42505530-001,ISSUED,09/22/2020 12:00:00 AM,10/06/2021 12:00:00 AM,,6590,Pylypow Industrial,Ward 11,53.488728,-113.416505,"(53.48872837275027, -113.41650514547116)",1
Tobacco Sales,7-ELEVEN #37820H,3615 - CALGARY TRAIL NW,226011049-002,RENEWAL NOTICE,12/17/2019 12:00:00 AM,12/17/2020 12:00:00 AM,,5120,Calgary Trail South,Ward 10,53.469879,-113.494807,"(53.46987924322671, -113.49480730018114)",1
Restaurant or Food Service,HAKONE JAPANESE CUISINE,13907 - 127 STREET NW,103937974-001,ISSUED,01/22/2020 12:00:00 AM,02/01/2021 12:00:00 AM,,3020,Baranow,Ward 2,53.601483,-113.539632,"(53.601483305441356, -113.5396319031138)",1
General Industrial,MOOSE MFG LTD,"2, 10032 - 29A AVENUE NW",116169105-001,ISSUED,01/29/2020 12:00:00 AM,01/29/2021 12:00:00 AM,,6570,Parsons Industrial,Ward 11,53.460667,-113.487666,"(53.46066656774621, -113.48766565910518)",1
Alcohol Sales (Consumption Off Premises),LIQUOR HUT EDMONTON,20922 - 62 AVENUE NW,371036408-002,ISSUED,10/09/2020 12:00:00 AM,10/08/2021 12:00:00 AM,,4551,Granville,Ward 5,53.498110,-113.682388,"(53.49810957879852, -113.68238844870824)",1
General Business,EBX #874,"32, 1 - EDMONTON CITY CENTRE NW",7425642-001,ISSUED,03/17/2020 12:00:00 AM,03/17/2021 12:00:00 AM,Downtown,1090,Downtown,Ward 6,53.543855,-113.491586,"(53.54385536479652, -113.49158563405543)",1
Personal Service Shop,MORNING STARS HAIR SALON,14225 - 94 STREET NW,269463996-004,ISSUED,12/22/2019 12:00:00 AM,12/26/2020 12:00:00 AM,,2580,Northmount,Ward 7,53.605196,-113.484668,"(53.605196057205994, -113.48466841949957)",1
General Business,S S LASER TECH (EDM) LTD,12808 - 141 STREET NW,7364032-001,ISSUED,11/26/2019 12:00:00 AM,12/31/2020 12:00:00 AM,,4050,Bonaventure Industrial,Ward 2,53.585441,-113.564326,"(53.58544085982574, -113.56432644183286)",1
Delivery/Transportation Services,COURIERGOD,,85295263-002,ISSUED,09/02/2020 12:00:00 AM,09/02/2021 12:00:00 AM,,1080,Delton,Ward 7,,,,1
General Business,ALLWEST PLASTIC FABRICATORS,15367 - 117 AVENUE NW,7262851-001,ISSUED,11/26/2019 12:00:00 AM,12/31/2020 12:00:00 AM,,4170,Garside Industrial,Ward 2,53.568864,-113.585209,"(53.568864278242, -113.58520944953992)",1
General Business,MICRODIRECT INDUSTRIAL,,173046264-002,ISSUED,07/07/2020 12:00:00 AM,07/07/2021 12:00:00 AM,,2560,Newton,Ward 7,,,,1
Delivery/Transportation Services,GOLDEN ARROW (UNIT 1011),20204 - 111 AVENUE NW,72479404-001,RENEWAL NOTICE,11/13/2019 12:00:00 AM,11/29/2020 12:00:00 AM,,4650,Winterburn Industrial Area East,Ward 1,53.559311,-113.670589,"(53.55931118790959, -113.67058857879827)",1
Delivery/Transportation Services,GOLDEN ARROW (UNIT 447),20204 - 111 AVENUE NW,72477701-001,RENEWAL NOTICE,11/13/2019 12:00:00 AM,11/29/2020 12:00:00 AM,,4650,Winterburn Industrial Area East,Ward 1,53.559311,-113.670589,"(53.55931118790959, -113.67058857879827)",1
General Contractor,EARTHBOND,,312152750-002,ISSUED,10/05/2020 12:00:00 AM,10/05/2021 12:00:00 AM,,6580,Pollard Meadows,Ward 12,,,,1
General Business,CONNECT INC.,"20, 3908 - 97 STREET NW",356012814-002,ISSUED,03/31/2020 12:00:00 AM,03/30/2021 12:00:00 AM,,6700,Strathcona Industrial Park,Ward 11,53.474664,-113.480235,"(53.474663909693824, -113.48023505247045)",1
General Industrial,OVERLAND WEST FREIGHT LINES LTD.,15811 - 112 AVENUE NW,298255882-002,RENEWAL NOTICE,11/18/2019 12:00:00 AM,11/29/2020 12:00:00 AM,,4490,Sheffield Industrial,Ward 1,53.560312,-113.595840,"(53.56031227396648, -113.59583950698409)",1
General Business,SONOROUS,,355386711-002,ISSUED,02/24/2020 12:00:00 AM,02/23/2021 12:00:00 AM,,6480,Michaels Park,Ward 11,,,,1
Rental Accommodation,DWINTONA LTD,13104 - FORT ROAD NW,7272389-001,ISSUED,12/18/2019 12:00:00 AM,01/03/2021 12:00:00 AM,Fort Road and Area,2080,Belvedere,Ward 4,53.590845,-113.433231,"(53.590845157260304, -113.43323128012175)",1
Restaurant or Food Service,HUMPTY'S RESTAURANT,9910 - 108A AVENUE NW,91063858-001,RENEWAL NOTICE,12/17/2019 12:00:00 AM,12/17/2020 12:00:00 AM,Chinatown and Area,1140,McCauley,Ward 6,53.554741,-113.493150,"(53.55474118766071, -113.49315001012293)",1
General Contractor,SELECT HOMES LTD,,265050368-002,ISSUED,10/15/2020 12:00:00 AM,10/18/2021 12:00:00 AM,,4466,Cameron Heights,Ward 5,,,,1
Amusement Establishment,ROSIE'S BAR & GRILL,10475 - 80 AVENUE NW,7442633-001,ISSUED,03/10/2020 12:00:00 AM,03/10/2021 12:00:00 AM,Old Strathcona,5330,Queen Alexandra,Ward 8,53.515458,-113.499703,"(53.515457851882765, -113.49970271319565)",1
General Industrial,PAT'S PARTS,6715 - 94 AVENUE NW,7392560-001,RENEWAL NOTICE,11/29/2019 12:00:00 AM,11/29/2020 12:00:00 AM,,6550,Ottewell,Ward 8,53.531021,-113.431980,"(53.531021430116034, -113.43198023653171)",1
Personal Service Shop,PL NAILS,9128 - 23 AVENUE NW,269748960-002,RENEWAL NOTICE,12/17/2019 12:00:00 AM,12/17/2020 12:00:00 AM,,6570,Parsons Industrial,Ward 11,53.452668,-113.470154,"(53.45266779639117, -113.4701538065097)",1
Alcohol Sales (Consumption Off Premises),PETROLIA LIQUOR STORE,11431 - 40 AVENUE NW,7258183-001,ISSUED,12/18/2019 12:00:00 AM,12/31/2020 12:00:00 AM,,5220,Greenfield,Ward 10,53.475535,-113.528787,"(53.4755347143091, -113.52878729343512)",1
General Contractor,SUVH HOMES INC,,41373272-004,ISSUED,09/22/2020 12:00:00 AM,10/20/2021 12:00:00 AM,,6370,Kiniski Gardens,Ward 11,,,,1
Participant Recreation Services,SWEET PEA CAFE & PLAYHOUSE,14238 - 85 AVENUE NW,287772734-002,ISSUED,10/15/2020 12:00:00 AM,10/18/2021 12:00:00 AM,,3270,Laurier Heights,Ward 5,53.517740,-113.566717,"(53.51774047561524, -113.56671684919976)",1
Restaurant or Food Service,7-ELEVEN STORE # 33502H,12659 - 153 AVENUE NW,43543236-001,RENEWAL NOTICE,12/17/2019 12:00:00 AM,12/17/2020 12:00:00 AM,,3020,Baranow,Ward 2,53.616415,-113.540292,"(53.61641480966922, -113.54029202752632)",1
General Business,PROVEST REAL ESTATE,12325 - MOUNT LAWN ROAD NW,120027417-002,ISSUED,12/23/2019 12:00:00 AM,12/23/2020 12:00:00 AM,,1270,Yellowhead Corridor East,Ward 7,53.578275,-113.451253,"(53.578274828782384, -113.45125325658404)",1
General Contractor,MONTECH MECHANICAL INDUSTRIES,14905 - 131 AVENUE NW,138464488-001,ISSUED,04/14/2020 12:00:00 AM,05/14/2021 12:00:00 AM,,4320,Mistatim Industrial,Ward 2,53.589883,-113.578468,"(53.58988270488104, -113.57846764762117)",1
General Business,BERNI AND MIKE THE TRAVEL AGENT NEXT DOOR,,177084283-002,ISSUED,08/12/2020 12:00:00 AM,08/12/2021 12:00:00 AM,,5130,Carter Crest,Ward 9,,,,1
General Business,JOSAN PROPERTIES LTD.,"BSMT, 4005 - GATEWAY BOULEVARD NW",324565089-002,ISSUED,02/24/2020 12:00:00 AM,02/23/2021 12:00:00 AM,,6700,Strathcona Industrial Park,Ward 10,53.476215,-113.491231,"(53.47621469119791, -113.49123070141968)",1
Major Retail Store,MOBILITY BATH,4817 - 99 STREET NW,284084403-002,ISSUED,05/14/2020 12:00:00 AM,06/18/2021 12:00:00 AM,,6560,Papaschase Industrial,Ward 11,53.486512,-113.485490,"(53.486512279091066, -113.48548955860959)",1
General Contractor,POWER STAR ELECTRICAL AND SIGN SERVICE,,155577769-002,ISSUED,09/13/2020 12:00:00 AM,10/10/2021 12:00:00 AM,,5130,Carter Crest,Ward 9,,,,1
Minor Retail Store,REITMANS,"145, 5055 - 101 AVENUE NW",169845986-002,ISSUED,07/24/2020 12:00:00 AM,07/24/2021 12:00:00 AM,,6550,Ottewell,Ward 8,53.539385,-113.421651,"(53.53938476514056, -113.4216506247745)",1
General Business,AERIAL INFLUENCE,,373169316-002,ISSUED,10/09/2020 12:00:00 AM,10/08/2021 12:00:00 AM,,6710,Strathearn,Ward 8,,,,1
General Contractor,COVERT TRENCHLESS SOLUTIONS,,257992515-002,RENEWAL NOTICE,11/04/2019 12:00:00 AM,11/23/2020 12:00:00 AM,,5640,Terwillegar Towne,Ward 9,,,,1
General Business,GENIUS TEAM CATERING,,235620780-002,RENEWAL NOTICE,10/18/2019 12:00:00 AM,11/23/2020 12:00:00 AM,,4120,Donsdale,Ward 5,,,,1
Minor Retail Store,WELLINGTON REDDI MART,13219 - 132 STREET NW,162274294-001,ISSUED,10/09/2020 12:00:00 AM,11/13/2021 12:00:00 AM,,3430,Wellington,Ward 2,53.592488,-113.548437,"(53.592488451251434, -113.5484374809403)",1
General Contractor,DD RENO CONTRACTING INC.,,372985571-002,ISSUED,10/15/2020 12:00:00 AM,10/14/2021 12:00:00 AM,,6550,Ottewell,Ward 8,,,,1
Delivery/Transportation Services,GOLDEN ARROW (UNIT 446),20204 - 111 AVENUE NW,72477639-001,RENEWAL NOTICE,11/13/2019 12:00:00 AM,11/29/2020 12:00:00 AM,,4650,Winterburn Industrial Area East,Ward 1,53.559311,-113.670589,"(53.55931118790959, -113.67058857879827)",1
General Contractor,I AM AUTOS,4307 - 78 AVENUE NW,372801692-002,ISSUED,10/15/2020 12:00:00 AM,10/14/2021 12:00:00 AM,,6780,Weir Industrial,Ward 11,53.513879,-113.407876,"(53.51387853970371, -113.40787552803539)",1
Restaurant or Food Service,BOSS CONVENIENCE STORE,2439 - 90B STREET SW,352162854-002,ISSUED,02/11/2020 12:00:00 AM,02/10/2021 12:00:00 AM,,6213,Summerside,Ward 12,53.410952,-113.479481,"(53.41095209837484, -113.47948092727867)",1
Rental Accommodation,HARROW COURT,144 - HARROW CIRCLE NW,7272579-001,ISSUED,12/18/2019 12:00:00 AM,12/31/2020 12:00:00 AM,,2350,Homesteader,Ward 4,53.589316,-113.402883,"(53.5893155581205, -113.40288279946986)",1
General Industrial,ALL WEATHER WINDOWS COMMERCIAL,14407 - 128 AVENUE NW,82979560-001,ISSUED,12/18/2019 12:00:00 AM,12/27/2020 12:00:00 AM,,4050,Bonaventure Industrial,Ward 2,53.583775,-113.568801,"(53.583775175151516, -113.56880103168588)",1
General Business,CANADIAN CONDOMINIUM INSTITUTE NORTH ALBERTA CHAPTER,"101, 11810 - KINGSWAY NW",226679737-002,ISSUED,10/15/2020 12:00:00 AM,11/06/2021 12:00:00 AM,Kingsway,1111,Blatchford Area,Ward 2,53.567803,-113.522483,"(53.56780286674742, -113.52248343551486)",1
General Contractor,ROCKWATER LANDSCAPES,,52346148-002,RENEWAL NOTICE,11/18/2019 12:00:00 AM,11/29/2020 12:00:00 AM,,2690,Rural North East South Sturgeon,Ward 4,,,,1
General Contractor,CHASE CUSTOM CONSTRUCTION,,7466677-001,ISSUED,02/12/2020 12:00:00 AM,02/12/2021 12:00:00 AM,,4620,Westview Village,Ward 1,,,,1
General Business,SHANDRO PHOTO,,185434815-002,ISSUED,12/18/2019 12:00:00 AM,01/07/2021 12:00:00 AM,,5642,South Terwillegar,Ward 9,,,,1
Alcohol Sales (Consumption On Premises/Minors Allowed),RICKY'S ALL DAY GRILL,4485 - GATEWAY BOULEVARD NW,265349851-002,ISSUED,10/15/2020 12:00:00 AM,11/15/2021 12:00:00 AM,,6560,Papaschase Industrial,Ward 10,53.482064,-113.491247,"(53.48206415702457, -113.49124697293095)",1
Personal Service Shop,PROFESSIONAIL,10008 - 21 AVENUE NW,102858631-001,ISSUED,10/15/2020 12:00:00 AM,10/15/2021 12:00:00 AM,,6195,South Edmonton Common,Ward 11,53.451867,-113.487365,"(53.45186737630693, -113.48736464440981)",1
Minor Retail Store,STONE CONCEPT EDMONTON,12610 - 126 STREET NW,182599546-002,RENEWAL NOTICE,11/12/2019 12:00:00 AM,11/29/2020 12:00:00 AM,,3220,Hagmann Estate Industrial,Ward 2,53.582721,-113.539987,"(53.58272050540591, -113.53998650120751)",1
Personal Service Shop,VO'S NAIL ON NINTH,10120 - 109 STREET NW,105112131-001,RENEWAL NOTICE,11/24/2019 12:00:00 AM,11/29/2020 12:00:00 AM,Downtown,1090,Downtown,Ward 6,53.541991,-113.509379,"(53.54199065720818, -113.50937922804363)",1
General Industrial,MINIBANKS NETWORK,12023 - 76 STREET NW,260199572-002,ISSUED,10/15/2020 12:00:00 AM,11/07/2021 12:00:00 AM,,1100,Eastwood,Ward 7,53.574369,-113.457596,"(53.574369385989094, -113.45759594395976)",1
Delivery/Transportation Services,TEAM COURIER SERVICES,11440 - KINGSWAY NW,353367409-002,ISSUED,05/14/2020 12:00:00 AM,05/13/2021 12:00:00 AM,Kingsway,1111,Blatchford Area,Ward 2,53.565858,-113.518684,"(53.565857554240395, -113.51868403114813)",1
General Contractor,TOTAL TOUCH CONTRACTING INC.,,46265431-002,ISSUED,05/14/2020 12:00:00 AM,05/29/2021 12:00:00 AM,,4463,Riverview Area,Ward 5,,,,1
General Industrial,PARTITION SYSTEMS,1547 - 70 AVENUE NW,7249057-001,ISSUED,12/12/2019 12:00:00 AM,12/31/2020 12:00:00 AM,,6690,Southeast Industrial,Ward 11,53.506149,-113.366094,"(53.50614888240405, -113.36609380737664)",1
Delivery/Transportation Services,GOLDEN ARROW (UNIT 437),20204 - 111 AVENUE NW,72478332-001,RENEWAL NOTICE,11/13/2019 12:00:00 AM,11/29/2020 12:00:00 AM,,4650,Winterburn Industrial Area East,Ward 1,53.559311,-113.670589,"(53.55931118790959, -113.67058857879827)",1
General Contractor,DARREN CHAMBERS BOBCAT SERVICES,,370946084-002,ISSUED,09/22/2020 12:00:00 AM,09/21/2021 12:00:00 AM,,3120,Chambery,Ward 3,,,,1
General Business,CHATEAU LOUIS LIQUOR STORE,11450 - 117 STREET NW,7264667-001,ISSUED,04/21/2020 12:00:00 AM,04/21/2021 12:00:00 AM,Kingsway,1170,Prince Rupert,Ward 2,53.566289,-113.522516,"(53.56628884816621, -113.52251602981282)",1
General Contractor,CENTER LINE CONSTRUCTION SURVEYS,,75196901-002,ISSUED,02/05/2020 12:00:00 AM,03/05/2021 12:00:00 AM,,2030,Bannerman,Ward 4,,,,1
General Business,ANA'S DEALS,,267189810-002,RENEWAL NOTICE,11/19/2019 12:00:00 AM,11/23/2020 12:00:00 AM,,2511,Mayliewan,Ward 3,,,,1
Participant Recreation Services,IMPERIAL GYMNASTICS,,369602299-002,ISSUED,09/02/2020 12:00:00 AM,09/01/2021 12:00:00 AM,,6790,Wild Rose,Ward 12,,,,1
Vehicle Repair,WEST EDMONTON AUTO SERVICES,11141 - 156 STREET NW,224929614-002,ISSUED,09/02/2020 12:00:00 AM,09/22/2021 12:00:00 AM,,4210,High Park Industrial,Ward 2,53.560514,-113.589511,"(53.56051377004563, -113.58951140945416)",1
