SUMMONS NUMBER,SUMMONS DATE,VIOLATION TIME,VIOLATION DESCRIPTION,ORIGINAL FINE,VIOLATION ADDRESS NUMBER,VIOLATION STREET,VIOLATION FULL ADDRESS,CITY,STATE,LATITUDE,LONGITUDE,LOCATION,COUNCIL DISTRICT,POLICE DISTRICT,CENSUS TRACT,CENSUS BLOCK GROUP,CENSUS BLOCK
H2289920,06/19/2019,0628A,ONE LICENSE PLATE MISSING (ALL),40,572,POTOMAC,572 POTOMAC,Buffalo,NY,42.92424547971226,-78.87812929163219,"(42.92424547971226, -78.87812929163219)",DELAWARE,District D,63.01,1,1003
H2289922,06/19/2019,0648A,PARKED ON SIDEWALK (ALL),40,101,MA,101 MA,Buffalo,NY,42.90810421137289,-78.89688141972898,"(42.90810421137289, -78.89688141972898)",NIAGARA,District B,70,1,1010
H2289923,06/19/2019,0650A,LESS THAN 20 FT FROM CROSSWALK,40,101,MARINER,101 MARINER,Buffalo,NY,42.899648849245324,-78.87806080564818,"(42.899648849245324, -78.87806080564818)",FILLMORE,District B,68,1,1001
32323855,09/06/2019,0948A,ALTERNATE PARKING,40,373,RHODE ISLAND,373 RHODE ISLAND,Buffalo,NY,42.910593934802854,-78.88744383291791,"(42.910593934802854, -78.88744383291791)",NIAGARA,District B,69.01,1,1005
32323856,09/06/2019,0949A,ALTERNATE PARKING,40,9,EIGHTEENTH,9 EIGHTEENTH,Buffalo,NY,42.912069946886334,-78.88533446607369,"(42.912069946886334, -78.88533446607369)",NIAGARA,District B,66.01,3,3003
32323857,09/06/2019,0949A,EXPIRED REGISTRATION STICKER,40,9,EIGHTEENTH,9 EIGHTEENTH,Buffalo,NY,42.912069946886334,-78.88533446607369,"(42.912069946886334, -78.88533446607369)",NIAGARA,District B,66.01,3,3003
H2289964,06/20/2019,0632A,LESS THAN 20 FT FROM CROSSWALK,40,269,NORWOOD,269 NORWOOD,Buffalo,NY,42.91221890945571,-78.8802309258314,"(42.91221890945571, -78.8802309258314)",NIAGARA,District B,66.01,2,2011
52370931,12/17/2019,0105A,EXPIRED INSPECTION STICKER (ALL),40,179,BARNARD,179 BARNARD,Buffalo,NY,42.86992424173794,-78.80583808630831,"(42.86992424173794, -78.80583808630831)",LOVEJOY,District A,19,3,3000
52370936,12/17/2019,0148A,BUS RT. NO PARKING 1:30 TO 7:00 AM 11/15-4/1,40,961,MAIN,961 MAIN,Buffalo,NY,42.90006921447711,-78.86958893264595,"(42.90006921447711, -78.86958893264595)",ELLICOTT,District B,31,4,4011
52408795,03/01/2020,0149A,BUS RT. NO PARKING 1:30 TO 7:00 AM 11/15-4/1,40,164,ELMWOOD,164 ELMWOOD,Buffalo,NY,42.88965030939533,-78.87880514045837,"(42.88965030939533, -78.87880514045837)",FILLMORE,District B,71.02,2,2008
52408796,03/01/2020,0149A,BUS RT. NO PARKING 1:30 TO 7:00 AM 11/15-4/1,40,162,ELMWOOD,162 ELMWOOD,Buffalo,NY,42.889596871903514,-78.87882241634978,"(42.889596871903514, -78.87882241634978)",FILLMORE,District B,71.02,2,2008
42403138,02/18/2020,1116A,VEHICLE PARKED ON UNPAVED PORTION OR,60,2,COBB ALLEY,2 COBB ALLEY,Buffalo,NY,42.9012211087071,-78.88781796204277,"(42.9012211087071, -78.88781796204277)",NIAGARA,District B,69.02,4,4006
42403144,02/19/2020,0715A,NO PARKING,40,167,ASHLAND,167 ASHLAND,Buffalo,NY,42.90943705692075,-78.87864008733507,"(42.90943705692075, -78.87864008733507)",NIAGARA,District B,67.01,3,3003
N0071724,06/23/2019,1259A,NO PARKING,40,86,W CHIPPEWA,86 W CHIPPEWA,Buffalo,NY,42.8906062453599,-78.8762808368878,"(42.8906062453599, -78.8762808368878)",ELLICOTT,District B,165,1,1023
N0071735,06/23/2019,0125A,NO PARKING,40,118,W CHIPPEWA,118 W CHIPPEWA,Buffalo,NY,42.89080157740725,-78.87744114997895,"(42.89080157740725, -78.87744114997895)",ELLICOTT,District B,165,1,1014
N0071853,06/23/2019,0137A,EXPIRED INSPECTION STICKER (ALL),40,212,ALLEN,212 ALLEN,Buffalo,NY,42.8994076289092,-78.87806757769741,"(42.8994076289092, -78.87806757769741)",FILLMORE,District B,68,4,4004
32323858,09/06/2019,0950A,ALTERNATE PARKING,40,9,EIGHTEENTH,9 EIGHTEENTH,Buffalo,NY,42.912069946886334,-78.88533446607369,"(42.912069946886334, -78.88533446607369)",NIAGARA,District B,66.01,3,3003
32323859,09/06/2019,0951A,ALTERNATE PARKING,40,53,EIGHTEENTH,53 EIGHTEENTH,Buffalo,NY,42.91305276303485,-78.88627180208981,"(42.91305276303485, -78.88627180208981)",NIAGARA,District B,66.01,3,3003
32323860,09/06/2019,0953A,ALTERNATE PARKING,40,29,SHIELDS,29 SHIELDS,Buffalo,NY,42.9117062314393,-78.88759679531663,"(42.9117062314393, -78.88759679531663)",NIAGARA,District B,69.01,1,1003
32323862,09/06/2019,1003A,ALTERNATE PARKING,40,857,WEST,857 WEST,Buffalo,NY,42.91354783191337,-78.897603503712,"(42.91354783191337, -78.897603503712)",NIAGARA,District B,61,1,1035
S2318004,08/26/2019,0109P,PARKING WITHOUT CONSENT (ALL),60,582,ABBOTT RD,582 ABBOTT RD,Buffalo,NY,42.847751635010276,-78.81160356471857,"(42.847751635010276, -78.81160356471857)",SOUTH,District A,10,3,3007
S2318006,08/26/2019,0114P,PARKING WITHOUT CONSENT (ALL),60,582,ABBOTT RD,582 ABBOTT RD,Buffalo,NY,42.847751635010276,-78.81160356471857,"(42.847751635010276, -78.81160356471857)",SOUTH,District A,10,3,3007
S2318007,08/26/2019,0137P,METER OVERTIME,40,20,HURON EAST,20 HURON EAST,Buffalo,NY,42.88847621946663,-78.87224710464733,"(42.88847621946663, -78.87224710464733)",ELLICOTT,District B,165,1,1033
S2318009,08/26/2019,0149P,METER OVERTIME,40,505,WASHINGTON,505 WASHINGTON,Buffalo,NY,42.887866847388494,-78.87250565005007,"(42.887866847388494, -78.87250565005007)",ELLICOTT,District B,165,1,1042
N0071746,06/25/2019,0352A,NO PARKING,40,303,NORTH,303 NORTH,Buffalo,NY,42.90233285723577,-78.88064766701277,"(42.90233285723577, -78.88064766701277)",ELLICOTT,District B,67.01,1,1002
Q2319088,08/28/2019,1002P,ALTERNATE PARKING,40,106,WELLINGTON,106 WELLINGTON,Buffalo,NY,42.94734061058323,-78.85155231723805,"(42.94734061058323, -78.85155231723805)",DELAWARE,District D,48,1,1005
Q2319089,08/28/2019,1002P,ALTERNATE PARKING,40,106,WELLINGTON,106 WELLINGTON,Buffalo,NY,42.94734061058323,-78.85155231723805,"(42.94734061058323, -78.85155231723805)",DELAWARE,District D,48,1,1005
B2284842,06/11/2019,1023A,ALTERNATE PARKING,40,238,GLENWOOD,238 GLENWOOD,Buffalo,NY,42.9124435253022,-78.85672970343296,"(42.9124435253022, -78.85672970343296)",MASTEN,District E,168,4,4011
82378702,01/02/2020,0714P,ALTERNATE PARKING,40,105,DEPEW EAST,105 DEPEW EAST,Buffalo,NY,42.942063947475404,-78.83311075595097,"(42.942063947475404, -78.83311075595097)",MASTEN,District E,45,2,2006
82378720,01/02/2020,0924P,EXPIRED INSPECTION STICKER (ALL),40,368,VILLA,368 VILLA,Buffalo,NY,42.95791434233298,-78.85701565758036,"(42.95791434233298, -78.85701565758036)",DELAWARE,District D,51,1,1009
S2318011,08/26/2019,0158P,EXPIRED REGISTRATION STICKER,40,508,WASHINGTON,508 WASHINGTON,Buffalo,NY,42.88793596259102,-78.8726366331406,"(42.88793596259102, -78.8726366331406)",ELLICOTT,District B,165,1,1031
S2318411,08/26/2019,0441P,NO STANDING,40,339,STARIN,339 STARIN,Buffalo,NY,42.94964179995848,-78.8439060819468,"(42.94964179995848, -78.8439060819468)",DELAWARE,District D,45,6,6008
C2295756,07/01/2019,0737P,ALTERNATE PARKING,40,443,MINNESOTA,443 MINNESOTA,Buffalo,NY,42.94579553584039,-78.81301143763625,"(42.94579553584039, -78.81301143763625)",UNIVERSITY,District E,43,3,3002
C2295757,07/01/2019,0738P,ALTERNATE PARKING,40,443,MINNESOTA,443 MINNESOTA,Buffalo,NY,42.94579553584039,-78.81301143763625,"(42.94579553584039, -78.81301143763625)",UNIVERSITY,District E,43,3,3002
52358718,11/24/2019,0303A,BUS RT. NO PARKING 1:30 TO 7:00 AM 11/15-4/1,40,479,DELAWARE,479 DELAWARE,Buffalo,NY,42.89729450652925,-78.87455094913307,"(42.89729450652925, -78.87455094913307)",FILLMORE,District B,68,2,2003
Q2319091,08/29/2019,0341P,METER OVERTIME,40,1427,HERTEL,1427 HERTEL,Buffalo,NY,42.94763564135825,-78.85516128982457,"(42.94763564135825, -78.85516128982457)",DELAWARE,District D,48,1,1007
52359903,11/29/2019,0415A,ALTERNATE PARKING,40,78,MILFORD,78 MILFORD,Buffalo,NY,42.853566600261274,-78.81571472549494,"(42.853566600261274, -78.81571472549494)",SOUTH,District A,9,2,2008
52358719,11/24/2019,0303A,BUS RT. NO PARKING 1:30 TO 7:00 AM 11/15-4/1,40,489,DELAWARE,489 DELAWARE,Buffalo,NY,42.897548503909476,-78.87446889633371,"(42.897548503909476, -78.87446889633371)",FILLMORE,District B,68,2,2003
H2292550,06/25/2019,0913A,LESS THAN 20 FT FROM CROSSWALK,40,105,JOHNSON PK,105 JOHNSON PK,Buffalo,NY,42.89300799754092,-78.88003981871135,"(42.89300799754092, -78.88003981871135)",FILLMORE,District B,71.02,2,2001
H2292558,06/25/2019,1151A,METER OVERTIME,40,7,CLINTON,7 CLINTON,Buffalo,NY,42.885356673064265,-78.87403480581395,"(42.885356673064265, -78.87403480581395)",ELLICOTT,District B,165,1,1072
H2292559,06/25/2019,0222P,PARKING WITHOUT CONSENT (ALL),60,389,FRANKLIN,389 FRANKLIN,Buffalo,NY,42.89571369815945,-78.87339931623893,"(42.89571369815945, -78.87339931623893)",FILLMORE,District B,68,2,2007
H2292562,06/25/2019,0255P,ALTERNATE PARKING,40,16,DEER,16 DEER,Buffalo,NY,42.94573813722061,-78.89350109248676,"(42.94573813722061, -78.89350109248676)",NORTH,District D,56,4,4005
H2292563,06/25/2019,0335P,LESS THAN 20 FT FROM CROSSWALK,40,192,PEARL NORTH,192 PEARL NORTH,Buffalo,NY,42.900621741214195,-78.87075761196652,"(42.900621741214195, -78.87075761196652)",FILLMORE,District B,68,2,2001
H2292573,06/26/2019,0744A,LESS THAN 20 FT FROM CROSSWALK,40,382,SHIRLEY AVE,382 SHIRLEY AVE,Buffalo,NY,42.94425285039878,-78.81044537129756,"(42.94425285039878, -78.81044537129756)",UNIVERSITY,District E,43,3,3004
H2292574,06/26/2019,0747A,ONE LICENSE PLATE MISSING (ALL),40,510,SHIRLEY AVE,510 SHIRLEY AVE,Buffalo,NY,42.94424905456918,-78.80598052869144,"(42.94424905456918, -78.80598052869144)",UNIVERSITY,District E,43,7,7000
H2292576,06/26/2019,0758A,EXPIRED INSPECTION STICKER (ALL),40,63,MONTCLAIR,63 MONTCLAIR,Buffalo,NY,42.93449294203882,-78.82703805117744,"(42.93449294203882, -78.82703805117744)",MASTEN,District E,39.01,1,1001
H2292578,06/26/2019,0801A,PARKED ON SIDEWALK (ALL),40,9,FEDERAL,9 FEDERAL,Buffalo,NY,42.933255924882936,-78.82591897693678,"(42.933255924882936, -78.82591897693678)",MASTEN,District E,39.01,1,1002
32324117,09/09/2019,0945A,PARKED ON SIDEWALK (ALL),40,333,JERSEY,333 JERSEY,Buffalo,NY,42.90230488449875,-78.88541733581718,"(42.90230488449875, -78.88541733581718)",NIAGARA,District B,69.02,2,2001
32324118,09/09/2019,0951A,NO STANDING,40,109,YORK,109 YORK,Buffalo,NY,42.904568674383476,-78.88551816687504,"(42.904568674383476, -78.88551816687504)",NIAGARA,District B,69.02,1,1010
32324119,09/09/2019,0953A,ALTERNATE PARKING,40,294,VERMONT,294 VERMONT,Buffalo,NY,42.908001968640285,-78.88818157503329,"(42.908001968640285, -78.88818157503329)",NIAGARA,District B,69.01,2,2004
32324134,09/09/2019,1043A,ALTERNATE PARKING,40,346,BUSTI,346 BUSTI,Buffalo,NY,42.89467057955389,-78.88933516243965,"(42.89467057955389, -78.88933516243965)",ELLICOTT,District B,71.01,2,2001
32324604,09/09/2019,0116P,NO PARKING,40,974,ELLICOTT,974 ELLICOTT,Buffalo,NY,42.904594550490685,-78.86596197127876,"(42.904594550490685, -78.86596197127876)",ELLICOTT,District B,168,2,2015
B2285407,06/13/2019,0847A,VEHICLE PARKED ON UNPAVED PORTION OR,60,614,FERRY WEST,614 FERRY WEST,Buffalo,NY,42.91551723515881,-78.87805240675463,"(42.91551723515881, -78.87805240675463)",DELAWARE,District D,65.01,1,1006
B2285415,06/13/2019,0924A,SWITCHED PLATES (ALL),40,227,LINWOOD AVE,227 LINWOOD AVE,Buffalo,NY,42.90844945949025,-78.86896195601234,"(42.90844945949025, -78.86896195601234)",ELLICOTT,District B,67.02,1,1003
B2285416,06/13/2019,0927A,ALTERNATE PARKING,40,255,LINWOOD AVE,255 LINWOOD AVE,Buffalo,NY,42.9093033171488,-78.86869083009348,"(42.9093033171488, -78.86869083009348)",ELLICOTT,District B,67.02,1,1000
38696130,01/04/2008,0939A,ALTERNATE PARKING,30,,357LPBUSTI,357LPBUSTI,Buffalo,NY,,,,,,,,
B2285417,06/13/2019,0927A,ALTERNATE PARKING,40,263,LINWOOD AVE,263 LINWOOD AVE,Buffalo,NY,42.90952277546259,-78.86862075584935,"(42.90952277546259, -78.86862075584935)",ELLICOTT,District B,67.02,1,1000
B2285756,06/13/2019,0929A,ALTERNATE PARKING,40,305,LINWOOD AVE,305 LINWOOD AVE,Buffalo,NY,42.91067493079146,-78.8682528579747,"(42.91067493079146, -78.8682528579747)",ELLICOTT,District B,67.02,1,1000
B2260531,04/14/2019,0653A,EXPIRED INSPECTION STICKER (ALL),40,445,BRECKENRIDGE,445 BRECKENRIDGE,Buffalo,NY,42.916797566796724,-78.88496526327374,"(42.916797566796724, -78.88496526327374)",NIAGARA,District D,65.01,3,3005
B2260532,04/14/2019,0654A,EXPIRED INSPECTION STICKER (ALL),40,419,BRECKENRIDGE,419 BRECKENRIDGE,Buffalo,NY,42.91677611459074,-78.88599921939554,"(42.91677611459074, -78.88599921939554)",NIAGARA,District D,65.01,4,4004
B2260533,04/14/2019,0655A,EXPIRED INSPECTION STICKER (ALL),40,377,BRECKENRIDGE,377 BRECKENRIDGE,Buffalo,NY,42.91675782984909,-78.88749785135141,"(42.91675782984909, -78.88749785135141)",NIAGARA,District D,65.01,4,4005
B2260534,04/14/2019,0703A,EXPIRED INSPECTION STICKER (ALL),40,14,AUCHINVOLE,14 AUCHINVOLE,Buffalo,NY,42.91777245740942,-78.8923924619425,"(42.91777245740942, -78.8923924619425)",NIAGARA,District D,61,4,4005
B2260535,04/14/2019,0708A,LESS THAN 20 FT FROM CROSSWALK,40,3,PUTNAM SOUTH,3 PUTNAM SOUTH,Buffalo,NY,42.9154814382505,-78.88445163132965,"(42.9154814382505, -78.88445163132965)",NIAGARA,District D,65.01,3,3004
B2260542,04/14/2019,0822A,NO REGISTRATION STICKER (ALL),40,741,WASHINGTON,741 WASHINGTON,Buffalo,NY,42.894005689579366,-78.87049327996941,"(42.894005689579366, -78.87049327996941)",ELLICOTT,District B,25.02,1,1012
B2285757,06/13/2019,0930A,ALTERNATE PARKING,40,367,LINWOOD AVE,367 LINWOOD AVE,Buffalo,NY,42.912460385039516,-78.86768767383381,"(42.912460385039516, -78.86768767383381)",ELLICOTT,District B,66.02,3,3000
B2285758,06/13/2019,0931A,ALTERNATE PARKING,40,381,LINWOOD AVE,381 LINWOOD AVE,Buffalo,NY,42.91282585985328,-78.86757244994024,"(42.91282585985328, -78.86757244994024)",ELLICOTT,District B,66.02,3,3000
52356765,11/22/2019,0242A,BUS RT. NO PARKING 1:30 TO 7:00 AM 11/15-4/1,40,1863,CLINTON,1863 CLINTON,Buffalo,NY,42.87180182497577,-78.80760502783338,"(42.87180182497577, -78.80760502783338)",LOVEJOY,District A,19,3,3002
52359922,11/30/2019,1054P,NO PARKING,40,427,PORTER,427 PORTER,Buffalo,NY,42.90271681801691,-78.88675992748028,"(42.90271681801691, -78.88675992748028)",NIAGARA,District B,69.02,4,4004
H2293384,06/27/2019,0207P,NO STANDING,40,168,BEST,168 BEST,Buffalo,NY,42.90399283602683,-78.86208407583275,"(42.90399283602683, -78.86208407583275)",ELLICOTT,District B,168,1,1011
D2386501,01/16/2020,0807P,ALTERNATE PARKING,40,63,LONSDALE,63 LONSDALE,Buffalo,NY,42.91663194922134,-78.85214433768346,"(42.91663194922134, -78.85214433768346)",MASTEN,District E,33.01,3,3002
D2386502,01/16/2020,0813P,ALTERNATE PARKING,40,131,NORTHLAND,131 NORTHLAND,Buffalo,NY,42.91931693408388,-78.85516865523867,"(42.91931693408388, -78.85516865523867)",MASTEN,District E,168,3,3009
D2386503,01/16/2020,0814P,EXPIRED INSPECTION STICKER (ALL),40,131,NORTHLAND,131 NORTHLAND,Buffalo,NY,42.91931693408388,-78.85516865523867,"(42.91931693408388, -78.85516865523867)",MASTEN,District E,168,3,3009
32324608,09/10/2019,0828A,LESS THAN 20 FT FROM CROSSWALK,40,282,LEXINGTON,282 LEXINGTON,Buffalo,NY,42.913135149465035,-78.88039820251163,"(42.913135149465035, -78.88039820251163)",NIAGARA,District B,66.01,2,2007
32324609,09/10/2019,0832A,NO PARKING,40,167,ASHLAND,167 ASHLAND,Buffalo,NY,42.90943705692075,-78.87864008733507,"(42.90943705692075, -78.87864008733507)",NIAGARA,District B,67.01,3,3003
32324610,09/10/2019,0837A,NO STANDING,40,68,RICHMOND,68 RICHMOND,Buffalo,NY,42.9043438894283,-78.8819467173539,"(42.9043438894283, -78.8819467173539)",NIAGARA,District B,69.02,1,1007
32324611,09/10/2019,0918A,ALTERNATE PARKING,40,142,MARINER,142 MARINER,Buffalo,NY,42.900705288004524,-78.87817899389319,"(42.900705288004524, -78.87817899389319)",FILLMORE,District B,68,1,1002
32324612,09/10/2019,0920A,ALTERNATE PARKING,40,47,ST JOHNS PL,47 ST JOHNS PL,Buffalo,NY,42.900624168266766,-78.8819148635492,"(42.900624168266766, -78.8819148635492)",ELLICOTT,District B,68,3,3001
52356778,11/22/2019,0335A,BUS RT. NO PARKING 1:30 TO 7:00 AM 11/15-4/1,40,83,ABBOTT RD,83 ABBOTT RD,Buffalo,NY,42.85650074177194,-78.82628795769183,"(42.85650074177194, -78.82628795769183)",SOUTH,District A,2,1,1009
52356779,11/22/2019,0337A,BUS RT. NO PARKING 1:30 TO 7:00 AM 11/15-4/1,40,571,SOUTH PARK,571 SOUTH PARK,Buffalo,NY,42.87063086228722,-78.85855092331195,"(42.87063086228722, -78.85855092331195)",FILLMORE,District A,5,1,1009
D2268730,05/06/2019,1233P,METER OVERTIME,40,627,DELAWARE,627 DELAWARE,Buffalo,NY,42.90117015158851,-78.87330402432741,"(42.90117015158851, -78.87330402432741)",FILLMORE,District B,68,2,2002
Q2319789,09/03/2019,0327P,EXPIRED INSPECTION STICKER (ALL),40,149,HAWLEY,149 HAWLEY,Buffalo,NY,42.931259700494614,-78.89009000294855,"(42.931259700494614, -78.89009000294855)",NORTH,District D,171,5,5002
Q2319790,09/03/2019,0327P,LESS THAN 20 FT FROM CROSSWALK,40,149,HAWLEY,149 HAWLEY,Buffalo,NY,42.931259700494614,-78.89009000294855,"(42.931259700494614, -78.89009000294855)",NORTH,District D,171,5,5002
52356815,11/23/2019,1131P,NO STANDING,40,1246,HERTEL,1246 HERTEL,Buffalo,NY,42.94780213341249,-78.86204715422663,"(42.94780213341249, -78.86204715422663)",DELAWARE,District D,49,2,2006
52357447,11/24/2019,1210A,NO PARKING,40,119,CHIPPEWA WEST,119 CHIPPEWA WEST,Buffalo,NY,42.89086690475854,-78.87715446936397,"(42.89086690475854, -78.87715446936397)",ELLICOTT,District B,165,1,1013
52357464,11/24/2019,0135A,BUS RT. NO PARKING 1:30 TO 7:00 AM 11/15-4/1,40,19,HURON EAST,19 HURON EAST,Buffalo,NY,42.88836994964394,-78.87228516962804,"(42.88836994964394, -78.87228516962804)",ELLICOTT,District B,165,1,1042
52357470,11/24/2019,0146A,BUS RT. NO PARKING 1:30 TO 7:00 AM 11/15-4/1,40,200,ELMWOOD SOUTH,200 ELMWOOD SOUTH,Buffalo,NY,42.890612018863635,-78.87849624423247,"(42.890612018863635, -78.87849624423247)",FILLMORE,District B,71.02,2,2007
Q2319780,08/29/2019,0847P,ALTERNATE PARKING,40,97,CARL,97 CARL,Buffalo,NY,42.917293982520995,-78.82772638978292,"(42.917293982520995, -78.82772638978292)",MASTEN,District E,34,2,2003
Q2319783,08/29/2019,0901P,ALTERNATE PARKING,40,953,NORTHLAND,953 NORTHLAND,Buffalo,NY,42.91883011054963,-78.8240709535589,"(42.91883011054963, -78.8240709535589)",MASTEN,District E,36,2,2003
Q2319784,08/29/2019,0920P,ALTERNATE PARKING,40,28,ELMVIEW,28 ELMVIEW,Buffalo,NY,42.93902645723487,-78.87921204786575,"(42.93902645723487, -78.87921204786575)",NORTH,District D,55,4,4001
Q2319787,08/29/2019,0935P,ALTERNATE PARKING,40,34,BEDFORD,34 BEDFORD,Buffalo,NY,42.93953917861054,-78.86850472060489,"(42.93953917861054, -78.86850472060489)",NORTH,District D,54,1,1008
52402180,02/14/2020,0246A,NO PARKING,40,92,CHIPPEWA WEST,92 CHIPPEWA WEST,Buffalo,NY,42.89065136530426,-78.87654026943086,"(42.89065136530426, -78.87654026943086)",ELLICOTT,District B,165,1,1023
52372160,12/20/2019,0133A,BUS RT. NO PARKING 1:30 TO 7:00 AM 11/15-4/1,40,426,PEARL,426 PEARL,Buffalo,NY,42.890982410272,-78.87394562723493,"(42.890982410272, -78.87394562723493)",ELLICOTT,District B,165,1,1021
52361457,12/01/2019,0305A,EXPIRED INSPECTION STICKER (ALL),40,207,ONEIDA,207 ONEIDA,Buffalo,NY,42.881420242873055,-78.8414506756886,"(42.881420242873055, -78.8414506756886)",FILLMORE,District C,17,2,2007
52372161,12/20/2019,0140A,BUS RT. NO PARKING 1:30 TO 7:00 AM 11/15-4/1,40,124,PEARL,124 PEARL,Buffalo,NY,42.899815364125935,-78.87102488139772,"(42.899815364125935, -78.87102488139772)",FILLMORE,District B,68,2,2001
82316191,09/19/2019,0655P,ALTERNATE PARKING,40,357,BEARD,357 BEARD,Buffalo,NY,42.945835317272724,-78.83385044697995,"(42.945835317272724, -78.83385044697995)",DELAWARE,District D,45,1,1014
42403581,02/19/2020,1130A,NO STANDING,40,273,GEORGIA,273 GEORGIA,Buffalo,NY,42.890948815903215,-78.88034478481356,"(42.890948815903215, -78.88034478481356)",FILLMORE,District B,71.02,2,2007
52357471,11/24/2019,0147A,BUS RT. NO PARKING 1:30 TO 7:00 AM 11/15-4/1,40,200,ELMWOOD SOUTH,200 ELMWOOD SOUTH,Buffalo,NY,42.890612018863635,-78.87849624423247,"(42.890612018863635, -78.87849624423247)",FILLMORE,District B,71.02,2,2007
M2407104,03/19/2020,0637P,ALTERNATE PARKING,40,255,LUDINGTON,255 LUDINGTON,Buffalo,NY,42.8872637119719,-78.80459181643609,"(42.8872637119719, -78.80459181643609)",LOVEJOY,District C,23,2,2005
82302835,09/12/2019,0502P,NO STANDING,40,24,GOODRICH,24 GOODRICH,Buffalo,NY,42.90134546067925,-78.86841802544168,"(42.90134546067925, -78.86841802544168)",ELLICOTT,District B,31,4,4005
82302837,09/12/2019,0508P,NO PARKING,40,865,ELLICOTT,865 ELLICOTT,Buffalo,NY,42.901738743585604,-78.86668782377839,"(42.901738743585604, -78.86668782377839)",ELLICOTT,District B,31,4,4004
82302862,09/12/2019,0812P,ALTERNATE PARKING,40,167,SANDERS,167 SANDERS,Buffalo,NY,42.95701338754271,-78.86305540101473,"(42.95701338754271, -78.86305540101473)",DELAWARE,District D,51,3,3005
82302863,09/12/2019,0815P,ALTERNATE PARKING,40,209,SANDERS,209 SANDERS,Buffalo,NY,42.95699471279604,-78.86158117112218,"(42.95699471279604, -78.86158117112218)",DELAWARE,District D,51,3,3005
82302865,09/12/2019,0822P,ALTERNATE PARKING,40,343,VILLA,343 VILLA,Buffalo,NY,42.95780783510825,-78.85753436635807,"(42.95780783510825, -78.85753436635807)",DELAWARE,District D,51,1,1010
82302866,09/12/2019,0823P,ONE LICENSE PLATE MISSING (ALL),40,343,VILLA,343 VILLA,Buffalo,NY,42.95780783510825,-78.85753436635807,"(42.95780783510825, -78.85753436635807)",DELAWARE,District D,51,1,1010
82302867,09/12/2019,0826P,ALTERNATE PARKING,40,375,VILLA,375 VILLA,Buffalo,NY,42.957803844443376,-78.8568975249584,"(42.957803844443376, -78.8568975249584)",DELAWARE,District D,51,1,1010
B2261890,04/17/2019,1047A,EXPIRED REGISTRATION STICKER,40,69,DELAWARE,69 DELAWARE,Buffalo,NY,42.92792330538135,-78.87233390418427,"(42.92792330538135, -78.87233390418427)",DELAWARE,District D,63.02,1,1009
B2261891,04/17/2019,1048A,METER OVERTIME,40,69,DELAWARE,69 DELAWARE,Buffalo,NY,42.92792330538135,-78.87233390418427,"(42.92792330538135, -78.87233390418427)",DELAWARE,District D,63.02,1,1009
B2261892,04/17/2019,1051A,METER OVERTIME,40,69,DELAWARE,69 DELAWARE,Buffalo,NY,42.92792330538135,-78.87233390418427,"(42.92792330538135, -78.87233390418427)",DELAWARE,District D,63.02,1,1009
