Ticket Issue Date,Issue Time,Meter,Violation Description,Location,Department
05/09/2019,11:44,MASS-0318,METER EXP,"296 MASS AVE
Cambridge, MA
(42.361973986000066, -71.09850503999996)",Traffic & Parking
05/23/2019,13:49,,RESIDENT P,"13 ELLERY ST
Cambridge, MA
(42.370400020000034, -71.11172698999997)",Traffic & Parking
05/21/2019,15:37,CAMB-1421,METER EXP,"1423 CAMBRIDGE ST
Cambridge, MA
(42.37401798500008, -71.10175797299996)",Traffic & Parking
05/15/2019,17:10,MASS-0715,METER EXP,"743 MASS AVE
Cambridge, MA
(42.36649698700006, -71.10501300099997)",Traffic & Parking
05/02/2019,14:07,BAD-0059,METER EXP,"55 BISHOP ALLEN DR
Cambridge, MA
(42.36481894800005, -71.10047622399998)",Traffic & Parking
05/21/2019,16:36,MASS-1625,METER EXP,"1627 MASS AVE
Cambridge, MA
(42.38066701300005, -71.11949500199995)",Traffic & Parking
05/01/2019,14:23,MASS-0320,METER EXP,"296 MASS AVE
Cambridge, MA
(42.361973986000066, -71.09850503999996)",Traffic & Parking
06/12/2019,11:02,MASS-1333,METER EXP,"1341 MASS AVE
Cambridge, MA
(42.37329999100007, -71.11799195899994)",Traffic & Parking
06/04/2019,15:02,MASS-1977,METER EXP,"1967 MASS AVE
Cambridge, MA
(42.39023001000004, -71.12035297399996)",Traffic & Parking
05/28/2019,13:50,KIRK-0021,O/T TIME,"21 KIRKLAND ST
Cambridge, MA
(42.376804004000064, -71.11504999499994)",Traffic & Parking
05/04/2019,17:39,HAMP-0200,METER EXP,"200 HAMPSHIRE ST
Cambridge, MA
(42.372972007000044, -71.10019499999999)",Traffic & Parking
05/20/2019,13:10,,RESIDENT P,"76 FAYERWEATHER ST
Cambridge, MA
(42.38096599600004, -71.13714796099998)",Traffic & Parking
05/03/2019,12:56,MASS-0212,METER EXP,"250 MASS AVE
Cambridge, MA
(42.36114799200004, -71.09783499099996)",Traffic & Parking
05/22/2019,12:38,CAMB-1352,METER EXP,"1354 CAMBRIDGE ST
Cambridge, MA
(42.37345400800007, -71.10016298099998)",Traffic & Parking
05/30/2019,19:28,,NO STOPPIN,"1680 MASS AVE
Cambridge, MA
(42.38246199800005, -71.12008399799998)",Police
05/11/2019,13:19,BWAY-0015,METER EXP,"1 BROADWAY
Cambridge, MA
(42.36275999900005, -71.08332599999994)",Traffic & Parking
06/11/2019,09:40,BWAY-0202,METER EXP,"200 BROADWAY
Cambridge, MA
(42.36583100300004, -71.09300500299997)",Traffic & Parking
05/20/2019,10:43,ALB-0136,METER EXP,"180 ALBANY ST
Cambridge, MA
(42.35925699200004, -71.09873302799997)",Traffic & Parking
05/21/2019,14:02,BWAY-0214,METER EXP,"210 BROADWAY
Cambridge, MA
(42.365921988000025, -71.09349098599995)",Traffic & Parking
05/08/2019,09:02,,STREET CLE,"4 CRAWFORD ST
Cambridge, MA
(42.371195002000036, -71.10688702699997)",Police
05/10/2019,09:55,,NO PARKING,"359 BROADWAY
Cambridge, MA
(42.37108398300006, -71.10400398799999)",Traffic & Parking
06/12/2019,14:42,BINY-0072,METER EXP,"60 BINNEY ST
Cambridge, MA
(42.36491901000005, -71.07912297899998)",Traffic & Parking
06/11/2019,14:08,MASS-1604,METER EXP,"1600 MASS AVE
Cambridge, MA
(42.379685995000045, -71.12031399799997)",Traffic & Parking
05/06/2019,10:59,FUL-0102,METER EXP,"* 95 FULKERSON ST
Cambridge, MA
(42.368860013000074, -71.08795398399997)",Traffic & Parking
05/07/2019,17:37,MASS-2036,METER EXP,"2034 MASS AVE
Cambridge, MA
(42.39068598600005, -71.12229103699997)",Traffic & Parking
06/03/2019,11:22,MASS-2236,METER EXP,"2232 MASS AVE
Cambridge, MA
(42.393735993000064, -71.12643597199997)",Traffic & Parking
05/21/2019,17:31,MASS-1792,METER EXP,"1792 MASS AVE
Cambridge, MA
(42.38596001800005, -71.11961503099997)",Traffic & Parking
06/05/2019,13:55,EDU-0012,METER EXP,"*1 EDUCATION ST
Cambridge, MA
(42.369961018000026, -71.07064602499997)",Traffic & Parking
05/09/2019,15:32,MASS-1734,METER EXP,"1734 MASS AVE
Cambridge, MA
(42.38430999800005, -71.11992599999996)",Traffic & Parking
06/06/2019,08:34,MASS-1705,O/T TIME,"1705 MASS AVE
Cambridge, MA
(42.38331598800005, -71.11918403399994)",Traffic & Parking
05/06/2019,11:25,MASS-2281,METER EXP,"2285 MASS AVE
Cambridge, MA
(42.39508698800006, -71.12720299999995)",Traffic & Parking
05/09/2019,09:29,JFK-0017,METER EXP,"35 JFK ST
Cambridge, MA
(42.37281698400005, -71.12017401999998)",Traffic & Parking
05/24/2019,11:12,MTA-0055,METER EXP,"45 MT AUBURN ST
Cambridge, MA
(42.37130698400006, -71.11635597899993)",Traffic & Parking
06/05/2019,08:27,,RESIDENT P,"5 LINNAEAN ST
Cambridge, MA
(42.38502401000005, -71.12013797799995)",Traffic & Parking
05/16/2019,14:18,,RESIDENT P,"111 CHILTON ST
Cambridge, MA
(42.38438799200003, -71.13726899499994)",Traffic & Parking
06/11/2019,11:25,MASS-1614,METER EXP,"1616 MASS AVE
Cambridge, MA
(42.38012298600006, -71.12022397599998)",Traffic & Parking
06/06/2019,17:32,,RESIDENT P,"75 CHILTON ST
Cambridge, MA
(42.38337000900003, -71.13803803499997)",Traffic & Parking
05/06/2019,14:53,MASS-1612,METER EXP,"1616 MASS AVE
Cambridge, MA
(42.38012298600006, -71.12022397599998)",Traffic & Parking
06/01/2019,16:41,MTA-0122,METER EXP,"132 MT AUBURN ST
Cambridge, MA
(42.373444998000025, -71.12418501199994)",Traffic & Parking
05/06/2019,08:33,MTA-0153,METER EXP,"133 MT AUBURN ST
Cambridge, MA
(42.37390600300006, -71.12375996599997)",Traffic & Parking
05/07/2019,09:28,JFK-0019,METER EXP,"37 JFK ST
Cambridge, MA
(42.37281698400005, -71.12017401999998)",Traffic & Parking
05/07/2019,08:00,,STREET CLE,"28 ESSEX ST
Cambridge, MA
(42.36639497900006, -71.10167800999994)",Police
06/06/2019,13:54,MASS-2451,METER EXP,"2465 MASS AVE
Cambridge, MA
(42.39882900500004, -71.13160500799995)",Traffic & Parking
06/06/2019,12:24,MTA-0061,METER EXP,"53 MT AUBURN ST
Cambridge, MA
(42.37146498300007, -71.11685595999995)",Traffic & Parking
05/17/2019,16:28,BAD-0057,METER EXP,"55 BISHOP ALLEN DR
Cambridge, MA
(42.36481894800005, -71.10047622399998)",Traffic & Parking
05/16/2019,15:26,BOW-0023,METER EXP,"11 BOW ST
Cambridge, MA
(42.37170558100007, -71.11564725299996)",Traffic & Parking
06/06/2019,14:57,CAMB-0108,METER EXP,"120 CAMBRIDGE ST
Cambridge, MA
(42.370594983000046, -71.07770802999994)",Traffic & Parking
05/31/2019,08:55,,RESIDENT P,"109 PINE ST
Cambridge, MA
(42.36597098100003, -71.09782602199994)",Traffic & Parking
06/06/2019,08:54,APP-0028,METER EXP,"10 APPIAN WAY
Cambridge, MA
(42.37523801300006, -71.12149199099997)",Traffic & Parking
05/14/2019,08:30,HOL-0010,METER EXP,"16 HOLYOKE ST
Cambridge, MA
(42.37236398400006, -71.11818398899999)",Traffic & Parking
05/07/2019,08:43,EDU-0021,O/T TIME,"1 EDUCATION ST
Cambridge, MA
(42.369961018000026, -71.07064602499997)",Traffic & Parking
05/23/2019,16:36,MASS-0999,METER EXP,"1013 MASS AVE
Cambridge, MA
(42.36958299400004, -71.11130496099997)",Traffic & Parking
05/01/2019,14:37,,RESIDENT P,"3 CRAWFORD ST
Cambridge, MA
(42.37133301000006, -71.10727200799994)",Traffic & Parking
06/06/2019,17:12,HOL-0016,METER EXP,"22 HOLYOKE ST
Cambridge, MA
(42.37223699800006, -71.11825397799998)",Traffic & Parking
06/12/2019,12:52,,LOADING ZN,"38 SIDNEY ST
Cambridge, MA
(42.36144701600006, -71.10074401399999)",Traffic & Parking
05/06/2019,14:53,MASS-2337,METER EXP,"2335 MASS AVE
Cambridge, MA
(42.39597999600005, -71.12830002399994)",Traffic & Parking
05/16/2019,09:59,THDK-0011,METER EXP,"25 THORNDIKE ST
Cambridge, MA
(42.36951099400005, -71.07801103499997)",Traffic & Parking
06/10/2019,11:29,BWAY-0181,METER EXP,"185 BROADWAY
Cambridge, MA
(42.36596901100006, -71.09176800199998)",Traffic & Parking
05/15/2019,17:00,,RESIDENT P,"23 GURNEY ST
Cambridge, MA
(42.38051199000006, -71.13861202799995)",Traffic & Parking
06/10/2019,11:17,MTA-0021,METER EXP,"15 MT AUBURN ST
Cambridge, MA
(42.370800005000035, -71.11453702299997)",Traffic & Parking
05/30/2019,08:29,CHA-0335,METER EXP,"* 320 CHARLES ST
Cambridge, MA
(42.36808301100007, -71.08687397599994)",Traffic & Parking
05/31/2019,16:37,,RESIDENT P,"16 TREMONT ST
Cambridge, MA
(42.36977301200005, -71.09909696999995)",Traffic & Parking
05/22/2019,19:07,,NO STOPPIN,"1039 MASS AVE
Cambridge, MA
(42.37003201300007, -71.11243903199994)",Traffic & Parking
06/06/2019,12:08,MASS-1040,METER EXP,"1030 MASS AVE
Cambridge, MA
(42.36945898400006, -71.11232302699995)",Traffic & Parking
05/21/2019,13:43,BINY-0087,METER EXP,"75 BINNEY ST
Cambridge, MA
(42.36586800900005, -71.08065502299996)",Traffic & Parking
05/08/2019,09:46,MASS-0862,METER EXP,"858 MASS AVE
Cambridge, MA
(42.36709600000006, -71.10736798099998)",Traffic & Parking
05/21/2019,18:37,MASS-1038,METER EXP,"1030 MASS AVE
Cambridge, MA
(42.36945898400006, -71.11232302699995)",Traffic & Parking
05/23/2019,13:12,GRE-0312,METER EXP,"* 359 GREEN ST
Cambridge, MA
(42.365740017000064, -71.10539697599995)",Traffic & Parking
05/06/2019,11:24,MASS-2281,METER EXP,"2285 MASS AVE
Cambridge, MA
(42.39508698800006, -71.12720299999995)",Traffic & Parking
05/11/2019,15:49,QUI-0045,METER EXP,"17 QUINCY ST
Cambridge, MA
(42.37349298400005, -71.11530597799998)",Traffic & Parking
05/01/2019,09:36,,RESIDENT P,"138 ANTRIM ST
Cambridge, MA
(42.37330900200004, -71.10133301099995)",Traffic & Parking
05/08/2019,09:32,CAMB-0421,O/T TIME,"435 CAMBRIDGE ST
Cambridge, MA
(42.37168299600006, -71.08339900699997)",Traffic & Parking
05/14/2019,14:23,,RESIDENT P,"249 LAKEVIEW AVE
Cambridge, MA
(42.38339301800005, -71.14063801799995)",Traffic & Parking
05/04/2019,14:04,MASS-1783,METER EXP,"1791 MASS AVE
Cambridge, MA
(42.38620099700006, -71.11878597699996)",Traffic & Parking
05/16/2019,15:44,,RESIDENT P,"55 HARVEY ST
Cambridge, MA
(42.397381995000046, -71.13208696799995)",Traffic & Parking
05/17/2019,13:29,,RESIDENT P,"OPP 301 BROADWAY
Cambridge, MA
(42.368995004000055, -71.09962704199995)",Traffic & Parking
06/05/2019,14:13,BWAY-0194,METER EXP,"196 BROADWAY
Cambridge, MA
(42.36556898400005, -71.09260702999995)",Traffic & Parking
05/23/2019,15:11,MAIN-0688,METER EXP,"700 MAIN ST
Cambridge, MA
(42.36173099500007, -71.09512595999996)",Traffic & Parking
05/10/2019,09:43,INM-0049,METER EXP,"47 INMAN ST
Cambridge, MA
(42.36924998100005, -71.10366996899995)",Traffic & Parking
05/09/2019,17:24,CAMB-0920,METER EXP,"918 CAMBRIDGE ST
Cambridge, MA
(42.37237999300004, -71.09209103999996)",Traffic & Parking
05/25/2019,19:30,BRAT-0095,METER EXP,"85 BRATTLE ST
Cambridge, MA
(42.375986014000034, -71.12403598199995)",Traffic & Parking
05/04/2019,16:48,APP-0032,METER EXP,"10 APPIAN WAY
Cambridge, MA
(42.37523801300006, -71.12149199099997)",Traffic & Parking
05/28/2019,08:12,MASS-1152,O/T TIME,"1206 MASS AVE
Cambridge, MA
(42.371853987000065, -71.11541402099994)",Traffic & Parking
06/05/2019,18:53,,RESIDENT P,"36 HARDING ST
Cambridge, MA
(42.37362499900007, -71.09019295799999)",Traffic & Parking
05/16/2019,09:32,BWAY-0183,METER EXP,"185 BROADWAY
Cambridge, MA
(42.36596901100006, -71.09176800199998)",Traffic & Parking
05/21/2019,15:08,,RESIDENT P,"OPP 25 LANCASTER ST
Cambridge, MA
(42.38578999100008, -71.12144999699996)",Traffic & Parking
05/18/2019,15:13,MASS-0864,METER EXP,"858 MASS AVE
Cambridge, MA
(42.36709600000006, -71.10736798099998)",Traffic & Parking
06/03/2019,17:12,CAMB-1602,METER EXP,"1608 CAMBRIDGE ST
Cambridge, MA
(42.37455501300008, -71.10864303599993)",Traffic & Parking
05/14/2019,08:51,THDK-0051,METER EXP,"*40 THORNDIKE ST
Cambridge, MA
(42.36928799300006, -71.07957702599998)",Traffic & Parking
05/07/2019,08:49,ALB-0114,METER EXP,"130 ALBANY ST
Cambridge, MA
(42.35999598300003, -71.09627696299998)",Traffic & Parking
06/03/2019,13:59,,NO PARKING,"454 GREEN ST
Cambridge, MA
(42.366608005000046, -71.10760703299997)",Traffic & Parking
05/04/2019,19:12,MASS-1691,METER EXP,"1695 MASS AVE
Cambridge, MA
(42.382802010000034, -71.11935301299997)",Traffic & Parking
05/29/2019,13:23,BRK-0010,METER EXP,"10 BROOKLINE ST
Cambridge, MA
(42.36361000800008, -71.10152998499996)",Traffic & Parking
05/08/2019,14:40,RIV-0075,METER EXP,"91 RIVER ST
Cambridge, MA
(42.36435901500005, -71.10766604099996)",Traffic & Parking
05/03/2019,08:29,MAIN-0630,METER EXP,"610 MAIN ST
Cambridge, MA
(42.362619979000044, -71.09435800999995)",Traffic & Parking
05/14/2019,13:07,ALB-0138,METER EXP,"180 ALBANY ST
Cambridge, MA
(42.35925699200004, -71.09873302799997)",Traffic & Parking
05/28/2019,08:49,,RESIDENT P,"90 WALKER ST
Cambridge, MA
(42.38159501600006, -71.12369701799997)",Traffic & Parking
05/16/2019,20:55,,BUS STOP,"600 MASS AVE
Cambridge, MA
(42.364669983000056, -71.10338003899994)",Police
05/20/2019,09:29,BINY-0064,METER EXP,"60 BINNEY ST
Cambridge, MA
(42.36491901000005, -71.07912297899998)",Traffic & Parking
06/12/2019,13:40,MASS-0926,O/T TIME,"928 MASS AVE
Cambridge, MA
(42.36839200900005, -71.10918903299995)",Traffic & Parking
05/29/2019,12:07,MASS-1233,METER EXP,"* 1256 MASS AVE
Cambridge, MA
(42.37244499500008, -71.11629596499995)",Traffic & Parking
05/14/2019,13:41,MASS-1935,METER EXP,"1945 MASS AVE
Cambridge, MA
(42.389726007000036, -71.11999699399996)",Traffic & Parking
05/13/2019,09:51,,RESIDENT P,"OPP 14 MAPLE AVE
Cambridge, MA
(42.37204798600004, -71.10467001399996)",Traffic & Parking
06/11/2019,13:07,,NO PARKING,"OPP 336 NORFOLK ST
Cambridge, MA
(42.37242601000003, -71.09652095999996)",Traffic & Parking
06/10/2019,18:29,,RESIDENT P,"OPP 1 LEONARD AVE
Cambridge, MA
(42.37485299000008, -71.10556897299995)",Traffic & Parking
05/11/2019,15:20,MASS-0691,METER EXP,"689 MASS AVE
Cambridge, MA
(42.36606100200004, -71.10424203399998)",Traffic & Parking
06/12/2019,13:49,MASS-1038,METER EXP,"1030 MASS AVE
Cambridge, MA
(42.36945898400006, -71.11232302699995)",Traffic & Parking
05/28/2019,10:24,,RESIDENT P,"10 FOREST ST
Cambridge, MA
(42.38511998300004, -71.11780202499995)",Traffic & Parking
05/16/2019,19:01,MASS-1952,METER EXP,"1950 MASS AVE
Cambridge, MA
(42.38948397900003, -71.12050996699998)",Traffic & Parking
05/24/2019,10:50,MAIN-0742,METER EXP,"770 MAIN ST
Cambridge, MA
(42.36283799300003, -71.09625701399995)",Traffic & Parking
05/13/2019,09:01,CAMB-1224,METER EXP,"1220 CAMBRIDGE ST
Cambridge, MA
(42.373132018000035, -71.09785602899996)",Traffic & Parking
05/14/2019,13:08,ALB-0146,METER EXP,"190 ALBANY ST
Cambridge, MA
(42.35899501600005, -71.09928195899994)",Traffic & Parking
05/29/2019,09:35,ALB-0128,METER EXP,"166 ALBANY ST
Cambridge, MA
(42.35969201300003, -71.09774999799998)",Traffic & Parking
05/09/2019,14:10,,RESIDENT P,"OPP 66 GARDEN ST
Cambridge, MA
(42.38143098200004, -71.12674601899994)",Traffic & Parking
06/10/2019,14:37,MASS-2238,METER EXP,"2234 MASS AVE
Cambridge, MA
(42.393735993000064, -71.12643597199997)",Traffic & Parking
05/21/2019,08:21,,STREET CLE,"24 LEONARD AVE
Cambridge, MA
(42.37626898700006, -71.10566896899996)",Police
05/10/2019,16:14,CAMB-1347,METER EXP,"1353 CAMBRIDGE ST
Cambridge, MA
(42.37380998800006, -71.10009902699994)",Traffic & Parking
06/03/2019,16:49,,RESIDENT P,"41 TREMONT ST
Cambridge, MA
(42.37111902000004, -71.09871601299994)",Traffic & Parking
05/14/2019,12:50,THRD-0107,METER EXP,"121 THIRD ST
Cambridge, MA
(42.369356012000026, -71.08062199799997)",Traffic & Parking
05/31/2019,10:22,MASS-1108,METER EXP,"1100 MASS AVE
Cambridge, MA
(42.37040299600005, -71.11374903999996)",Traffic & Parking
05/24/2019,10:14,HOL-0012,METER EXP,"20 HOLYOKE ST
Cambridge, MA
(42.37229298900007, -71.11822296499997)",Traffic & Parking
05/07/2019,09:41,,RESIDENT P,"6 ANTRIM ST
Cambridge, MA
(42.370562000000064, -71.10346997699997)",Traffic & Parking
06/11/2019,13:53,ALB-0211,METER EXP,"* 230 ALBANY ST
Cambridge, MA
(42.35860400000007, -71.10052700699998)",Traffic & Parking
05/03/2019,10:02,MASS-1782,METER EXP,"1776 MASS AVE
Cambridge, MA
(42.385721008000075, -71.11961695899998)",Traffic & Parking
05/22/2019,14:02,MTA-0051,METER EXP,"45 MT AUBURN ST
Cambridge, MA
(42.37130698400006, -71.11635597899993)",Traffic & Parking
06/12/2019,08:49,MASS-0891,METER EXP,"897 MASS AVE
Cambridge, MA
(42.36831799700008, -71.10812796799996)",Traffic & Parking
05/21/2019,11:02,MAIN-0602,METER EXP,"600 MAIN ST
Cambridge, MA
(42.36258800300004, -71.09301397199994)",Traffic & Parking
05/01/2019,14:08,,RESIDENT P,"22 FAYETTE ST
Cambridge, MA
(42.37213000300005, -71.10332203599995)",Traffic & Parking
05/28/2019,09:22,,RESIDENT P,"178 PEARL ST
Cambridge, MA
(42.36033398300003, -71.10713596999994)",Traffic & Parking
05/07/2019,11:35,,RESIDENT P,"390 WINDSOR ST
Cambridge, MA
(42.370592008000074, -71.09387697199998)",Traffic & Parking
06/10/2019,19:15,,NO PARKING,"1692 MASS AVE
Cambridge, MA
(42.38289098400003, -71.11999196499994)",Traffic & Parking
05/07/2019,15:32,,BIKE LANE,"750 MASS AVE
Cambridge, MA
(42.36606402000007, -71.10531600699994)",Traffic & Parking
05/31/2019,14:20,,RESIDENT P,"18 EIGHTH ST
Cambridge, MA
(42.37099798500003, -71.08616302299998)",Traffic & Parking
05/03/2019,14:03,,RESIDENT P,"OPP 66 GARDEN ST
Cambridge, MA
(42.38143098200004, -71.12674601899994)",Traffic & Parking
05/23/2019,10:04,ALB-0150,METER EXP,"190 ALBANY ST
Cambridge, MA
(42.35899501600005, -71.09928195899994)",Traffic & Parking
06/10/2019,15:11,,NO PARKING,"7 SHEPARD ST
Cambridge, MA
(42.38184701800003, -71.12060401199994)",Traffic & Parking
06/10/2019,18:41,THRD-0354,METER EXP,"350 THIRD ST
Cambridge, MA
(42.36361700700007, -71.08304596099998)",Traffic & Parking
06/06/2019,10:57,,STREET CLE,"106 HAMPSHIRE ST
Cambridge, MA
(42.369386019000046, -71.09584697099996)",Police
06/04/2019,15:48,,STORAGE,"90 FAWCETT ST
Cambridge, MA
(42.392296988000055, -71.14596697999997)",Traffic & Parking
05/23/2019,09:44,CAMB-1105,METER EXP,"1111 CAMBRIDGE ST
Cambridge, MA
(42.37325301000004, -71.09565795899994)",Traffic & Parking
05/06/2019,08:42,ALB-0152,METER EXP,"190 ALBANY ST
Cambridge, MA
(42.35899501600005, -71.09928195899994)",Traffic & Parking
05/13/2019,13:07,SEC-0173,METER EXP,"* 160 SECOND ST
Cambridge, MA
(42.36656898700005, -71.07891200599994)",Traffic & Parking
05/17/2019,09:54,,RESIDENT P,"12 CHAUNCY ST
Cambridge, MA
(42.37956802000008, -71.12174596199998)",Traffic & Parking
06/04/2019,11:39,BWAY-0223,METER EXP,"221 BROADWAY
Cambridge, MA
(42.36669999700007, -71.09394302199996)",Traffic & Parking
06/03/2019,14:55,MASS-1705,METER EXP,"1705 MASS AVE
Cambridge, MA
(42.38331598800005, -71.11918403399994)",Traffic & Parking
05/23/2019,10:26,,RESIDENT P,"6 LEONARD AVE
Cambridge, MA
(42.37516798200005, -71.10594096199998)",Traffic & Parking
05/14/2019,10:29,DEW-0024,METER EXP,"20 DEWOLFE ST
Cambridge, MA
(42.37004898600003, -71.11649201799997)",Traffic & Parking
05/31/2019,11:42,HAMP-0039,METER EXP,"41 HAMPSHIRE ST
Cambridge, MA
(42.36684098000006, -71.09201099299997)",Traffic & Parking
05/02/2019,13:06,MASS-1782,METER EXP,"1776 MASS AVE
Cambridge, MA
(42.385721008000075, -71.11961695899998)",Traffic & Parking
05/23/2019,12:10,MASS-1677,METER EXP,"1679 MASS AVE
Cambridge, MA
(42.38227600300007, -71.11930598999999)",Traffic & Parking
05/31/2019,16:49,,RESIDENT P,"114 WASHINGTON AVE
Cambridge, MA
(42.38709501100004, -71.12390798999996)",Traffic & Parking
05/14/2019,17:20,,RESIDENT P,"207 APPLETON ST
Cambridge, MA
(42.38315300200003, -71.13334198999996)",Traffic & Parking
05/03/2019,12:18,BRAT-0086,METER EXP,"76 BRATTLE ST
Cambridge, MA
(42.375181980000036, -71.12444501899995)",Traffic & Parking
05/10/2019,15:52,HOL-0006,METER EXP,"12 HOLYOKE ST
Cambridge, MA
(42.372508991000075, -71.11797100499996)",Traffic & Parking
05/01/2019,19:16,QUI-0051,METER EXP,"17 QUINCY ST
Cambridge, MA
(42.37349298400005, -71.11530597799998)",Traffic & Parking
05/13/2019,16:24,MASS-0318,O/T TIME,"296 MASS AVE
Cambridge, MA
(42.361973986000066, -71.09850503999996)",Traffic & Parking
05/16/2019,09:18,BRAT-0038,METER EXP,"44 BRATTLE ST
Cambridge, MA
(42.373738993000075, -71.12187101999996)",Traffic & Parking
05/03/2019,15:53,BRAT-0073,METER EXP,"77 BRATTLE ST
Cambridge, MA
(42.375543994000054, -71.12285103199997)",Traffic & Parking
05/23/2019,16:54,MAIN-0476,METER EXP,"500 MAIN ST
Cambridge, MA
(42.36229300100007, -71.08921202399995)",Traffic & Parking
05/17/2019,11:44,CAMB-0753,METER EXP,"775 CAMBRIDGE ST
Cambridge, MA
(42.372433009000076, -71.08954897699994)",Traffic & Parking
05/06/2019,12:53,THDK-0056,METER EXP,"40 THORNDIKE ST
Cambridge, MA
(42.36928799300006, -71.07957702599998)",Traffic & Parking
05/29/2019,15:35,,NO PARKING,"253 NORFOLK ST
Cambridge, MA
(42.37041799900004, -71.09815400599996)",Police
05/15/2019,08:45,,RESIDENT P,"43 LEE ST
Cambridge, MA
(42.370276010000055, -71.10572898299995)",Traffic & Parking
05/18/2019,14:34,VAS-0061,METER EXP,"59 VASSAR ST
Cambridge, MA
(42.36103600900003, -71.09361797199995)",Traffic & Parking
06/03/2019,14:07,,RESIDENT P,"11 WILLARD ST
Cambridge, MA
(42.37613998900008, -71.12814596399994)",Traffic & Parking
06/04/2019,12:56,FUL-0102,METER EXP,"* 95 FULKERSON ST
Cambridge, MA
(42.368860013000074, -71.08795398399997)",Traffic & Parking
05/28/2019,15:43,MASS-0313,METER EXP,"301 MASS AVE
Cambridge, MA
(42.362410013000044, -71.09830898699994)",Traffic & Parking
06/03/2019,14:30,,RESIDENT P,"25 ELLERY ST
Cambridge, MA
(42.370851008000045, -71.11123698299997)",Traffic & Parking
05/14/2019,09:26,,STREET CLE,"11 MERRILL ST
Cambridge, MA
(42.37154901100007, -71.10781699899997)",Police
05/16/2019,15:20,BWAY-0208,METER EXP,"210 BROADWAY
Cambridge, MA
(42.365921988000025, -71.09349098599995)",Traffic & Parking
05/23/2019,15:54,,RESIDENT P,"20 SACRAMENTO ST
Cambridge, MA
(42.38218501800003, -71.11772197799996)",Traffic & Parking
06/04/2019,14:44,MASS-0933,METER EXP,"955 MASS AVE
Cambridge, MA
(42.36912500700004, -71.10990702699996)",Traffic & Parking
05/23/2019,17:13,FRST-0110,METER EXP,"*115 FIRST ST
Cambridge, MA
(42.36707198500005, -71.07798102799995)",Traffic & Parking
